research_join_key,signal_time,signal_time_msc,side,s2_gate,gate_reason,history_count,mean20_shadow_bps,median20_shadow_bps,mean5_shadow_bps,status,entry_bid,entry_ask,target_ask,shadow_10m_bps,m5_atr,stop_distance,exit_mode,exit_time_msc,exit_ask,observed_r,nominal_net_r_1bps,stress_net_r_2bps
1776940200025_SELL,2026.04.23 10:30:00,1776940200025,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,192,-0.752524,-1.584965,-6.348758,OK,4706.11,4706.30,4709.60,-7.415891,5.51,6.88,HARD_SL,1776940547488,4713.00,-1.001142,-1.069523,-1.137905
1776944700034_SELL,2026.04.23 11:45:00,1776944700034,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,193,-1.237055,-2.286327,-7.456893,OK,4703.82,4703.99,4704.83,-2.147191,5.30,6.63,TIME_EXIT,1776945300244,4704.83,-0.152350,-0.223303,-0.294257
1776980700137_SELL,2026.04.23 21:45:00,1776980700137,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,194,-1.398771,-2.422316,-4.575717,OK,4711.36,4711.53,4709.31,4.351185,12.65,15.81,TIME_EXIT,1776981300156,4709.31,0.129681,0.099877,0.070074
1776999900091_SELL,2026.04.24 03:05:00,1776999900091,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,195,-1.575435,-2.422316,-5.035644,OK,4691.93,4691.99,4698.32,-13.619129,4.16,5.20,HARD_SL,1777000044548,4697.25,-1.023077,-1.113306,-1.203536
1777005600031_SELL,2026.04.24 04:40:00,1777005600031,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,196,-1.991204,-2.422316,-7.091770,OK,4695.99,4696.20,4697.23,-2.640551,6.20,7.75,TIME_EXIT,1777006200048,4697.23,-0.160055,-0.220670,-0.281284
1777023300011_SELL,2026.04.24 09:35:00,1777023300011,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,197,-1.745485,-2.393871,-4.294315,OK,4672.05,4672.22,4673.88,-3.916910,4.40,5.50,TIME_EXIT,1777023900022,4673.88,-0.332835,-0.417809,-0.502783
1777034400014_SELL,2026.04.24 12:40:00,1777034400014,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,198,-1.876595,-2.668996,-3.594519,OK,4682.90,4683.07,4685.32,-5.167738,4.13,5.16,HARD_SL,1777034573648,4688.09,-1.006371,-1.097175,-1.187980
1777299600006_SELL,2026.04.27 14:20:00,1777299600006,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,199,-1.513398,-2.668996,-4.198629,OK,4704.06,4704.23,4705.40,-2.848603,3.16,3.94,TIME_EXIT,1777300200086,4705.40,-0.339701,-0.458953,-0.578205
1777304400054_SELL,2026.04.27 15:40:00,1777304400054,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,200,-2.131555,-2.773022,-5.638586,OK,4701.60,4701.77,4703.51,-4.062447,4.22,5.28,TIME_EXIT,1777305000091,4703.51,-0.362085,-0.451215,-0.540345
1777329600095_SELL,2026.04.27 22:40:00,1777329600095,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,201,-1.182025,-2.773022,-3.727250,OK,4677.56,4677.73,4681.18,-7.739078,2.20,2.74,HARD_SL,1777329892696,4680.32,-1.005923,-1.176403,-1.346884
1777349100017_SELL,2026.04.28 04:05:00,1777349100017,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,202,-1.434107,-3.093550,-4.746955,OK,4689.34,4689.55,4687.97,2.921520,3.48,4.35,TIME_EXIT,1777349700323,4687.97,0.314620,0.206929,0.099239
1777392600017_SELL,2026.04.28 16:10:00,1777392600017,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,203,-1.099893,-2.744577,-3.379269,OK,4573.11,4573.15,4577.46,-9.512126,10.69,13.36,TIME_EXIT,1777393200024,4577.46,-0.325560,-0.359785,-0.394011
1777426800238_SELL,2026.04.29 01:40:00,1777426800238,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,204,-1.573408,-3.093550,-4.248147,OK,4594.18,4594.43,4594.12,0.130600,2.59,3.23,TIME_EXIT,1777427402650,4594.12,0.018553,-0.123509,-0.265570
1777435500035_SELL,2026.04.29 04:05:00,1777435500035,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,205,-1.563740,-3.093550,-3.652306,OK,4582.65,4582.85,4582.52,0.283679,5.73,7.16,TIME_EXIT,1777436100094,4582.52,0.018150,-0.045831,-0.109812
1777445700158_SELL,2026.04.29 06:55:00,1777445700158,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,206,-2.133431,-3.093550,-2.783081,OK,4595.07,4595.28,4598.06,-6.506974,3.72,4.65,TIME_EXIT,1777446300496,4598.06,-0.642394,-0.741118,-0.839842
1777452000029_SELL,2026.04.29 08:40:00,1777452000029,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,207,-4.481672,-3.627703,-2.536660,OK,4595.46,4595.63,4599.65,-9.117694,3.02,3.77,HARD_SL,1777452260252,4599.27,-1.009749,-1.131541,-1.253332
1777465800083_SELL,2026.04.29 12:30:00,1777465800083,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,208,-4.843796,-3.989678,-4.944503,OK,4565.74,4565.78,4564.72,2.234030,5.58,6.97,TIME_EXIT,1777466400114,4564.72,0.146274,0.080799,0.015323
1777470900034_SELL,2026.04.29 13:55:00,1777470900034,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,209,-3.904441,-3.627703,-2.595272,OK,4566.54,4566.71,4568.29,-3.832223,4.89,6.11,TIME_EXIT,1777471500252,4568.29,-0.286340,-0.361060,-0.435779
1777472700059_SELL,2026.04.29 14:25:00,1777472700059,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,210,-4.428593,-3.874567,-3.387837,OK,4566.22,4566.39,4567.66,-3.153593,4.40,5.50,TIME_EXIT,1777473300262,4567.66,-0.261733,-0.344728,-0.427724
1777493100042_SELL,2026.04.29 20:05:00,1777493100042,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,211,-4.419348,-3.874567,-4.075291,OK,4545.09,4545.20,4550.72,-12.386993,6.01,7.52,TIME_EXIT,1777493700080,4550.72,-0.749151,-0.809629,-0.870108
1777494900097_SELL,2026.04.29 20:35:00,1777494900097,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,212,-4.207306,-3.874567,-5.251295,OK,4544.39,4544.47,4544.93,-1.188278,5.08,6.35,TIME_EXIT,1777495500135,4544.93,-0.085063,-0.156649,-0.228234
1777872300036_SELL,2026.05.04 05:25:00,1777872300036,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,213,-3.895926,-3.492908,-3.665412,OK,4598.42,4598.63,4595.76,5.784596,5.24,6.55,TIME_EXIT,1777872900083,4595.76,0.405996,0.335810,0.265625
1777881600022_SELL,2026.05.04 08:00:00,1777881600022,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,214,-3.499336,-3.492908,-2.955298,OK,4605.97,4606.14,4606.34,-0.803305,3.71,4.64,TIME_EXIT,1777882200061,4606.34,-0.079692,-0.178898,-0.278103
1777899300047_SELL,2026.05.04 12:55:00,1777899300047,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,215,-3.757061,-3.492908,-2.349515,OK,4579.21,4579.38,4560.35,41.186143,3.07,3.83,TIME_EXIT,1777899900068,4560.35,4.920382,4.800915,4.681448
1777912200005_SELL,2026.05.04 16:30:00,1777912200005,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,216,-1.016797,-3.001098,6.518432,OK,4561.07,4561.24,4566.96,-12.913636,6.95,8.68,HARD_SL,1777912391317,4569.90,-1.016925,-1.069454,-1.121982
1777913400016_SELL,2026.05.04 16:50:00,1777913400016,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,217,-1.530452,-3.492908,6.413104,OK,4561.52,4561.69,4564.18,-5.831390,7.46,9.33,TIME_EXIT,1777914000079,4564.18,-0.285255,-0.334172,-0.383089
1777918200034_SELL,2026.05.04 18:10:00,1777918200034,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,218,-1.626176,-3.492908,5.484482,OK,4557.95,4558.12,4540.63,37.999539,8.64,10.80,TIME_EXIT,1777918800034,4540.63,1.604102,1.561888,1.519674
1777945800279_SELL,2026.05.05 01:50:00,1777945800279,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,219,0.532188,-3.001098,11.927470,OK,4518.33,4518.39,4517.74,1.305792,3.30,4.13,TIME_EXIT,1777946400528,4517.74,0.142845,0.033452,-0.075942
1777950000022_SELL,2026.05.05 03:00:00,1777950000022,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,220,0.739908,-2.170936,12.349290,OK,4519.01,4519.26,4526.58,-16.751457,2.23,2.78,HARD_SL,1777950138139,4522.18,-1.139044,-1.301421,-1.463798
1777952100018_SELL,2026.05.05 03:35:00,1777952100018,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,221,0.105458,-2.170936,0.761770,OK,4518.15,4518.26,4524.11,-13.191240,3.58,4.47,HARD_SL,1777952601898,4522.64,-1.004354,-1.105419,-1.206484
1777963800131_SELL,2026.05.05 06:50:00,1777963800131,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,222,-0.167151,-2.170936,0.706249,OK,4536.43,4536.64,4534.68,3.857659,2.82,3.52,TIME_EXIT,1777964400183,4534.68,0.497083,0.368227,0.239371
1778224800015_SELL,2026.05.08 07:20:00,1778224800015,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,223,-0.120344,-2.170936,2.644059,OK,4715.97,4716.18,4717.59,-3.435136,4.41,5.52,TIME_EXIT,1778225400081,4717.59,-0.293735,-0.379244,-0.464753
1778475600056_SELL,2026.05.11 05:00:00,1778475600056,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,224,0.183506,-2.170936,-5.642876,OK,4685.69,4685.90,4684.09,3.414652,9.95,12.44,TIME_EXIT,1778476200064,4684.09,0.128643,0.090969,0.053295
1778478300161_SELL,2026.05.11 05:45:00,1778478300161,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,225,0.347708,-2.170936,-5.221104,OK,4688.52,4688.61,4680.71,16.657709,6.82,8.52,TIME_EXIT,1778478900180,4680.71,0.916129,0.861132,0.806134
1778496900015_SELL,2026.05.11 10:55:00,1778496900015,SELL,REJECT,MEDIAN20_NOT_POSITIVE,226,1.166410,-2.170936,1.460729,OK,4669.16,4669.33,4668.75,0.878102,4.68,5.86,TIME_EXIT,1778497500159,4668.75,0.070011,-0.009719,-0.089448
1778499600088_SELL,2026.05.11 11:40:00,1778499600088,SELL,REJECT,MEDIAN20_NOT_POSITIVE,227,1.535664,-0.995792,4.274597,OK,4670.17,4670.34,4671.06,-1.905712,5.39,6.74,TIME_EXIT,1778500200100,4671.06,-0.132096,-0.201413,-0.270729
1778587800013_SELL,2026.05.12 12:10:00,1778587800013,SELL,REJECT,MEDIAN20_NOT_POSITIVE,228,1.896263,-0.995792,3.121923,OK,4699.47,4699.62,4698.89,1.234182,3.94,4.92,TIME_EXIT,1778588400031,4698.89,0.117831,0.022358,-0.073115
1778592900057_SELL,2026.05.12 13:35:00,1778592900057,SELL,REJECT,MEDIAN20_NOT_POSITIVE,229,1.846270,-0.995792,4.055786,OK,4695.41,4695.58,4690.85,9.711612,5.37,6.71,TIME_EXIT,1778593500072,4690.85,0.679691,0.609704,0.539716
1778600100002_SELL,2026.05.12 15:35:00,1778600100002,SELL,ELIGIBLE,EDGE_STATE_PASS,230,2.523462,0.037398,5.315178,OK,4692.72,4692.81,4702.99,-21.884962,5.81,7.26,HARD_SL,1778600241888,4699.99,-1.000910,-1.065517,-1.130125
1778602500026_SELL,2026.05.12 16:15:00,1778602500026,SELL,REJECT,MEAN5_NOT_POSITIVE,231,1.586894,0.037398,-2.393356,OK,4689.00,4689.17,4691.13,-4.542546,8.15,10.19,TIME_EXIT,1778603100047,4691.13,-0.209116,-0.255151,-0.301187
1778661900004_SELL,2026.05.13 08:45:00,1778661900004,SELL,REJECT,MEAN5_NOT_POSITIVE,232,1.979116,0.037398,-3.477485,OK,4696.91,4697.04,4699.68,-5.897494,4.47,5.59,TIME_EXIT,1778662500028,4699.68,-0.495512,-0.579533,-0.663553
1778679900025_SELL,2026.05.13 13:45:00,1778679900025,SELL,REJECT,MEAN5_NOT_POSITIVE,233,1.743655,0.037398,-4.275842,OK,4695.74,4695.91,4695.17,1.213866,4.46,5.58,TIME_EXIT,1778680500075,4695.17,0.102193,0.018005,-0.066183
1778685300019_SELL,2026.05.13 15:15:00,1778685300019,SELL,REJECT,MEAN5_NOT_POSITIVE,234,1.515119,0.037398,-4.279905,OK,4693.94,4694.25,4687.81,13.059391,3.93,4.92,TIME_EXIT,1778685900029,4687.81,1.246931,1.151449,1.055968
1778704500016_SELL,2026.05.13 20:35:00,1778704500016,SELL,REJECT,MEAN5_NOT_POSITIVE,235,2.208254,1.045984,-3.610349,OK,4690.44,4690.61,4691.38,-2.004076,3.98,4.97,TIME_EXIT,1778705100098,4691.38,-0.189013,-0.283327,-0.377641
1778737500045_SELL,2026.05.14 05:45:00,1778737500045,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,236,0.048743,-0.513805,0.365828,OK,4691.81,4692.02,4687.35,9.505926,5.93,7.41,TIME_EXIT,1778738100052,4687.35,0.602122,0.538780,0.475438
1778749800032_SELL,2026.05.14 09:10:00,1778749800032,SELL,ELIGIBLE,EDGE_STATE_PASS,237,1.169721,1.045984,3.175523,OK,4690.62,4690.79,4688.64,4.221190,4.87,6.08,TIME_EXIT,1778750400037,4688.64,0.325448,0.248349,0.171251
1778829600067_SELL,2026.05.15 07:20:00,1778829600067,SELL,ELIGIBLE,EDGE_STATE_PASS,238,1.672350,1.224024,5.199260,OK,4614.20,4614.41,4611.08,6.761736,4.85,6.06,TIME_EXIT,1778830200101,4611.08,0.515094,0.438917,0.362739
1778842200058_SELL,2026.05.15 10:50:00,1778842200058,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,239,0.110460,1.224024,6.308833,OK,4574.84,4574.88,4571.03,8.328160,6.24,7.80,TIME_EXIT,1778842800127,4571.03,0.488350,0.429711,0.371073
1778856600009_SELL,2026.05.15 14:50:00,1778856600009,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,240,0.461578,1.224024,5.362587,OK,4556.57,4556.73,4551.91,10.226991,6.43,8.04,TIME_EXIT,1778857200130,4551.91,0.579911,0.523207,0.466503
1778870100003_SELL,2026.05.15 18:35:00,1778870100003,SELL,ELIGIBLE,EDGE_STATE_PASS,241,1.810500,2.324417,7.808801,OK,4543.75,4543.92,4541.59,4.753783,7.94,9.93,TIME_EXIT,1778870700033,4541.59,0.217632,0.171851,0.126071
1778883300079_SELL,2026.05.15 22:15:00,1778883300079,SELL,ELIGIBLE,EDGE_STATE_PASS,242,2.707752,3.636155,6.858372,OK,4550.44,4550.61,4550.19,0.549397,4.43,5.53,TIME_EXIT,1778883900101,4550.19,0.045190,-0.037064,-0.119319
1779094800031_SELL,2026.05.18 09:00:00,1779094800031,SELL,ELIGIBLE,EDGE_STATE_PASS,243,2.542338,2.324417,6.124013,OK,4530.94,4531.04,4538.19,-16.001095,7.77,9.72,HARD_SL,1779095225743,4540.67,-1.001434,-1.048067,-1.094700
1779187500003_SELL,2026.05.19 10:45:00,1779187500003,SELL,ELIGIBLE,EDGE_STATE_PASS,244,1.914041,2.324417,1.571447,OK,4542.13,4542.30,4552.50,-22.830698,5.31,6.64,HARD_SL,1779187596499,4548.81,-1.005591,-1.073968,-1.142344
1779189900013_SELL,2026.05.19 11:25:00,1779189900013,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,245,0.601773,1.224024,-4.660324,OK,4540.64,4540.81,4544.39,-8.258748,6.00,7.50,TIME_EXIT,1779190500014,4544.39,-0.499881,-0.560408,-0.620936
1779206400022_SELL,2026.05.19 16:00:00,1779206400022,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,246,-0.644050,1.045984,-8.357472,OK,4537.12,4537.29,4522.97,31.187185,5.95,7.44,TIME_EXIT,1779207000040,4522.97,1.902293,1.841297,1.780301
1779223800118_SELL,2026.05.19 20:50:00,1779223800118,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,247,0.871404,1.224024,-3.070792,OK,4500.78,4500.95,4500.99,-0.466586,3.88,4.85,TIME_EXIT,1779224400202,4500.99,-0.043259,-0.135973,-0.228688
1779247200024_SELL,2026.05.20 03:20:00,1779247200024,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,248,0.943361,1.224024,-3.273988,OK,4483.66,4483.87,4502.15,-41.238631,5.49,6.86,HARD_SL,1779247476284,4490.61,-1.013542,-1.078928,-1.144315
1779251400063_SELL,2026.05.20 04:30:00,1779251400063,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,249,-1.180280,0.881632,-8.321496,OK,4473.55,4473.76,4468.23,11.892121,8.65,10.81,TIME_EXIT,1779252000090,4468.23,0.491982,0.450612,0.409242
1779270300017_SELL,2026.05.20 09:45:00,1779270300017,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,250,-1.071254,0.881632,-1.376932,OK,4467.05,4467.22,4475.07,-17.953683,6.19,7.73,HARD_SL,1779270591780,4474.83,-1.006073,-1.063839,-1.121605
1779280200036_SELL,2026.05.20 12:30:00,1779280200036,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,251,-0.874691,0.881632,-3.315919,OK,4474.16,4474.33,4483.43,-20.718973,5.38,6.72,HARD_SL,1779280388426,4480.93,-1.007226,-1.073792,-1.140358
1779370200003_SELL,2026.05.21 13:30:00,1779370200003,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,252,-1.683512,0.881632,-13.697150,OK,4518.08,4518.25,4509.00,20.097032,5.80,7.25,TIME_EXIT,1779370800018,4509.00,1.252722,1.190389,1.128055
1779387000016_SELL,2026.05.21 18:10:00,1779387000016,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,253,-0.383786,2.717528,-9.584427,OK,4501.64,4501.81,4508.26,-14.705752,6.93,8.66,HARD_SL,1779387227090,4510.49,-1.021856,-1.073833,-1.125811
1779388200005_SELL,2026.05.21 18:30:00,1779388200005,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,254,-1.179766,2.385294,-4.277851,OK,4503.43,4503.60,4509.49,-13.456410,6.63,8.28,TIME_EXIT,1779388800043,4509.49,-0.731616,-0.785985,-0.840354
1779437700067_SELL,2026.05.22 08:15:00,1779437700067,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,255,-2.505556,0.041406,-9.347557,OK,4525.47,4525.64,4527.29,-4.021682,2.77,3.46,HARD_SL,1779438147730,4528.93,-1.000310,-1.131144,-1.261979
1779440400034_SELL,2026.05.22 09:00:00,1779440400034,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,256,-2.606437,0.041406,-6.561157,OK,4511.14,4511.30,4522.90,-26.068799,4.87,6.08,HARD_SL,1779440487972,4517.23,-1.001145,-1.075304,-1.149464
1779444900008_SELL,2026.05.22 10:15:00,1779444900008,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,257,-4.385173,-2.244134,-7.631122,OK,4522.49,4522.66,4526.64,-9.176361,4.58,5.72,TIME_EXIT,1779445500088,4526.64,-0.725117,-0.804137,-0.883157
1779446100115_SELL,2026.05.22 10:35:00,1779446100115,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,258,-5.055051,-6.140215,-13.485801,OK,4522.59,4522.76,4520.09,5.527806,3.94,4.92,TIME_EXIT,1779446700207,4520.09,0.507890,0.416011,0.324132
1779450000031_SELL,2026.05.22 11:40:00,1779450000031,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,259,-5.116747,-6.140215,-9.439089,OK,4521.97,4522.14,4522.84,-1.923940,4.98,6.22,TIME_EXIT,1779450600075,4522.84,-0.139839,-0.212523,-0.285207
1779457200038_SELL,2026.05.22 13:40:00,1779457200038,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,260,-5.629352,-6.140215,-7.132595,OK,4518.15,4518.32,4513.15,11.066476,4.79,5.99,TIME_EXIT,1779457800131,4513.15,0.835322,0.759840,0.684358
1779465000017_SELL,2026.05.22 15:50:00,1779465000017,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,261,-5.587378,-6.140215,-4.114963,OK,4518.68,4518.85,4528.49,-21.709880,5.43,6.79,HARD_SL,1779465592140,4525.50,-1.004656,-1.071221,-1.137786
1779468300003_SELL,2026.05.22 16:45:00,1779468300003,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,262,-6.910561,-8.717554,-3.243180,OK,4517.76,4517.93,4517.29,1.040339,5.87,7.33,TIME_EXIT,1779468900041,4517.29,0.064078,0.002485,-0.059109
1779484500097_SELL,2026.05.22 21:15:00,1779484500097,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,263,-6.886014,-8.717554,-1.199840,OK,4513.84,4514.01,4516.82,-6.601918,4.32,5.39,TIME_EXIT,1779485100458,4516.82,-0.552400,-0.636073,-0.719745
1779780300109_SELL,2026.05.26 07:25:00,1779780300109,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,264,-6.416055,-7.430333,-3.625785,OK,4535.47,4535.68,4530.55,10.847828,2.70,3.38,TIME_EXIT,1779780900287,4530.55,1.455852,1.321645,1.187438
1779789000100_SELL,2026.05.26 09:50:00,1779789000100,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,265,-4.732129,-5.311800,-1.071431,OK,4529.63,4529.80,4531.19,-3.443990,4.00,5.00,TIME_EXIT,1779789600106,4531.19,-0.312111,-0.402736,-0.493361
1779794700225_SELL,2026.05.26 11:25:00,1779794700225,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,266,-4.491391,-3.732836,-3.973524,OK,4527.18,4527.35,4521.38,12.811507,4.97,6.22,TIME_EXIT,1779795300233,4521.38,0.933199,0.860359,0.787518
1779806100020_SELL,2026.05.26 14:35:00,1779806100020,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,267,-5.410175,-3.732836,2.930753,OK,4519.43,4519.60,4510.26,20.290169,4.04,5.05,TIME_EXIT,1779806700079,4510.26,1.814238,1.724823,1.635409
1779815400043_SELL,2026.05.26 17:10:00,1779815400043,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,268,-4.372337,-3.732836,6.780719,OK,4515.55,4515.72,4514.46,2.413881,6.35,7.94,TIME_EXIT,1779816000266,4514.46,0.137338,0.080443,0.023548
1779818100092_SELL,2026.05.26 17:55:00,1779818100092,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,269,-2.189711,-2.683965,8.583879,OK,4515.85,4516.02,4511.65,9.300575,5.76,7.20,TIME_EXIT,1779818701149,4511.65,0.582972,0.520291,0.457609
1779856800083_SELL,2026.05.27 04:40:00,1779856800083,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,270,-2.319289,-2.683965,8.274428,OK,4511.89,4512.34,4510.11,3.945132,4.09,5.11,TIME_EXIT,1779857400104,4510.11,0.348592,0.260232,0.171872
1779870900086_SELL,2026.05.27 08:35:00,1779870900086,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,271,-1.224348,-0.441801,9.752253,OK,4496.67,4496.84,4493.70,6.604888,4.93,6.16,TIME_EXIT,1779871500111,4493.70,0.482227,0.409216,0.336206
1779887100101_SELL,2026.05.27 13:05:00,1779887100101,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,272,0.141845,1.727110,8.510929,OK,4486.50,4486.67,4485.65,1.894573,3.66,4.58,TIME_EXIT,1779887700138,4485.65,0.185684,0.087675,-0.010333
1779905700077_SELL,2026.05.27 18:15:00,1779905700077,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,273,-0.768278,1.467456,4.831809,OK,4432.04,4432.15,4433.53,-3.361883,7.87,9.84,TIME_EXIT,1779906300168,4433.53,-0.151393,-0.196425,-0.241457
1779907500037_SELL,2026.05.27 18:45:00,1779907500037,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,274,-0.201084,1.467456,3.676657,OK,4434.10,4434.27,4434.39,-0.654022,5.50,6.88,TIME_EXIT,1779908100046,4434.39,-0.042176,-0.106664,-0.171152
1779934800021_SELL,2026.05.28 02:20:00,1779934800021,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,275,0.439035,1.467456,1.685737,OK,4453.71,4453.96,4450.99,6.107268,3.39,4.23,TIME_EXIT,1779935400048,4450.99,0.642836,0.537578,0.432321
1779941100029_SELL,2026.05.28 04:05:00,1779941100029,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,276,0.945482,2.154227,2.118165,OK,4445.86,4446.07,4438.43,16.712177,5.98,7.47,TIME_EXIT,1779941700154,4438.43,0.993980,0.934504,0.875027
1779976200048_SELL,2026.05.28 13:50:00,1779976200048,SELL,ELIGIBLE,EDGE_STATE_PASS,277,3.084531,3.179506,4.139622,OK,4380.93,4381.10,4383.14,-5.044591,5.17,6.46,HARD_SL,1779976679477,4387.39,-1.000581,-1.068436,-1.136292
1779981600010_SELL,2026.05.28 15:20:00,1779981600010,SELL,ELIGIBLE,EDGE_STATE_PASS,278,3.291120,3.179506,2.751790,OK,4388.35,4388.52,4385.56,6.357743,4.25,5.31,TIME_EXIT,1779982200018,4385.56,0.525000,0.442424,0.359847
1780305300197_SELL,2026.06.01 09:15:00,1780305300197,SELL,ELIGIBLE,EDGE_STATE_PASS,279,3.332617,3.179506,4.695715,OK,4514.15,4514.32,4506.13,17.766357,5.04,6.30,TIME_EXIT,1780305900394,4506.13,1.273377,1.201703,1.130030
1780316700002_SELL,2026.06.01 12:25:00,1780316700002,SELL,ELIGIBLE,EDGE_STATE_PASS,280,4.317131,5.026200,8.379791,OK,4499.65,4499.82,4490.93,19.379285,4.70,5.87,TIME_EXIT,1780317300030,4490.93,1.484707,1.408094,1.331480
1780327500017_SELL,2026.06.01 15:25:00,1780327500017,SELL,ELIGIBLE,EDGE_STATE_PASS,281,4.732772,5.026200,11.034194,OK,4501.90,4502.07,4501.19,1.577112,4.32,5.40,HARD_SL,1780327594168,4507.42,-1.023068,-1.106506,-1.189943
1780329600032_SELL,2026.06.01 16:00:00,1780329600032,SELL,ELIGIBLE,EDGE_STATE_PASS,282,5.897121,5.026200,8.007181,OK,4502.25,4502.42,4501.24,2.243323,5.13,6.41,TIME_EXIT,1780330200178,4501.24,0.157571,0.087331,0.017091
1780353900068_SELL,2026.06.01 22:45:00,1780353900068,SELL,ELIGIBLE,EDGE_STATE_PASS,283,5.957271,5.026200,9.464764,OK,4483.52,4483.69,4480.23,7.337984,2.02,2.53,TIME_EXIT,1780354500106,4480.23,1.300212,1.123022,0.945833
1780368600011_SELL,2026.06.02 02:50:00,1780368600011,SELL,ELIGIBLE,EDGE_STATE_PASS,284,6.654266,6.232505,9.660812,OK,4481.12,4481.37,4484.67,-7.922127,2.90,3.62,HARD_SL,1780368854858,4484.80,-1.016424,-1.140194,-1.263963
1780372800001_SELL,2026.06.02 04:00:00,1780372800001,SELL,ELIGIBLE,EDGE_STATE_PASS,285,5.715768,5.026200,4.523116,OK,4481.37,4481.58,4479.58,3.994314,4.68,5.86,TIME_EXIT,1780373400046,4479.58,0.305703,0.229168,0.152634
1780375200009_SELL,2026.06.02 04:40:00,1780375200009,SELL,ELIGIBLE,EDGE_STATE_PASS,286,6.087683,5.050791,1.446121,OK,4481.86,4482.07,4475.63,13.900479,7.03,8.78,TIME_EXIT,1780375800023,4475.63,0.709322,0.658293,0.607265
