candidate_id,research_join_key,symbol,entry_timeframe,signal_time,signal_time_msc,signal_bar_time,side,horizon_minutes,status,stop_atr_multiplier,m5_atr,m5_atr_points,entry_bid,entry_ask,entry_mid,spread_points,policy_id,policy_type,policy_spec,activated,activation_time,activation_time_msc,time_to_activation_seconds,highest_stage,protection_updates,max_favorable_r,stop_distance,hard_stop_price,final_stop_price,final_locked_r,exit_mode,exit_time,exit_time_msc,exit_ask,holding_seconds,realized_r,realized_bps,ticks_scanned,target_time,target_time_msc,target_delay_milliseconds,target_ask
P2F4_CANDIDATE_S1,1767789000507_SELL,XAUUSD,PERIOD_M5,2026.01.07 12:30:00,1767789000507,2026.01.07 12:30:00,SELL,10,OK,1.250000,3.22,322.36,4459.88,4460.05,4459.97,17.0,STEPLOCK_V1,STEP_LOCK,0.50:-0.25|1.00:0.25|2.00:1.00,NO,,,,0,0,0.191092,4.03,4463.91,4463.91,-1.000000,HARD_SL,2026.01.07 12:34:09,1767789249010,4464.05,248.503,-1.000000,-9.0349,797,2026.01.07 12:40:00,1767789600984,477,4464.96
P2F4_CANDIDATE_S1,1767789000507_SELL,XAUUSD,PERIOD_M5,2026.01.07 12:30:00,1767789000507,2026.01.07 12:30:00,SELL,10,OK,1.250000,3.22,322.36,4459.88,4460.05,4459.97,17.0,GIVEBACK_100_075,MFE_GIVEBACK,TRIGGER=1.00|GAP=0.75|FLOOR=0.00,NO,,,,0,0,0.191092,4.03,4463.91,4463.91,-1.000000,HARD_SL,2026.01.07 12:34:09,1767789249010,4464.05,248.503,-1.000000,-9.0349,797,2026.01.07 12:40:00,1767789600984,477,4464.96
P2F4_CANDIDATE_S1,1767791700254_SELL,XAUUSD,PERIOD_M5,2026.01.07 13:15:00,1767791700254,2026.01.07 13:15:00,SELL,10,OK,1.250000,2.84,284.07,4461.78,4461.95,4461.86,17.0,CONTROL,CONTROL,NO_RETENTION,NO,,,,0,0,0.574503,3.55,4465.33,4465.33,-1.000000,TIME_EXIT,2026.01.07 13:25:00,1767792300255,4459.76,600.001,0.568871,4.5273,698,2026.01.07 13:25:00,1767792300255,1,4459.76
P2F4_CANDIDATE_S1,1767791700254_SELL,XAUUSD,PERIOD_M5,2026.01.07 13:15:00,1767791700254,2026.01.07 13:15:00,SELL,10,OK,1.250000,2.84,284.07,4461.78,4461.95,4461.86,17.0,LEGACY_BE_050,BREAK_EVEN,0.50:0.00,YES,2026.01.07 13:24:46,1767792286744,586.490,1,1,0.574503,3.55,4465.33,4461.78,0.000000,TIME_EXIT,2026.01.07 13:25:00,1767792300255,4459.76,600.001,0.568871,4.5273,698,2026.01.07 13:25:00,1767792300255,1,4459.76
P2F4_CANDIDATE_S1,1767791700254_SELL,XAUUSD,PERIOD_M5,2026.01.07 13:15:00,1767791700254,2026.01.07 13:15:00,SELL,10,OK,1.250000,2.84,284.07,4461.78,4461.95,4461.86,17.0,STEPLOCK_V1,STEP_LOCK,0.50:-0.25|1.00:0.25|2.00:1.00,YES,2026.01.07 13:24:46,1767792286744,586.490,1,1,0.574503,3.55,4465.33,4462.67,-0.250000,TIME_EXIT,2026.01.07 13:25:00,1767792300255,4459.76,600.001,0.568871,4.5273,698,2026.01.07 13:25:00,1767792300255,1,4459.76
P2F4_CANDIDATE_S1,1767791700254_SELL,XAUUSD,PERIOD_M5,2026.01.07 13:15:00,1767791700254,2026.01.07 13:15:00,SELL,10,OK,1.250000,2.84,284.07,4461.78,4461.95,4461.86,17.0,GIVEBACK_100_075,MFE_GIVEBACK,TRIGGER=1.00|GAP=0.75|FLOOR=0.00,NO,,,,0,0,0.574503,3.55,4465.33,4465.33,-1.000000,TIME_EXIT,2026.01.07 13:25:00,1767792300255,4459.76,600.001,0.568871,4.5273,698,2026.01.07 13:25:00,1767792300255,1,4459.76
P2F4_CANDIDATE_S1,1767803400041_SELL,XAUUSD,PERIOD_M5,2026.01.07 16:30:00,1767803400041,2026.01.07 16:30:00,SELL,10,OK,1.250000,6.29,629.00,4444.65,4444.80,4444.73,15.0,CONTROL,CONTROL,NO_RETENTION,NO,,,,0,0,1.115421,7.86,4452.51,4452.51,-1.000000,TIME_EXIT,2026.01.07 16:40:00,1767804000066,4441.22,600.025,0.436248,7.7171,12205,2026.01.07 16:40:00,1767804000066,25,4441.22
P2F4_CANDIDATE_S1,1767803400041_SELL,XAUUSD,PERIOD_M5,2026.01.07 16:30:00,1767803400041,2026.01.07 16:30:00,SELL,10,OK,1.250000,6.29,629.00,4444.65,4444.80,4444.73,15.0,LEGACY_BE_050,BREAK_EVEN,0.50:0.00,YES,2026.01.07 16:37:06,1767803826304,426.263,1,1,1.115421,7.86,4452.51,4444.65,0.000000,TIME_EXIT,2026.01.07 16:40:00,1767804000066,4441.22,600.025,0.436248,7.7171,12205,2026.01.07 16:40:00,1767804000066,25,4441.22
P2F4_CANDIDATE_S1,1767803400041_SELL,XAUUSD,PERIOD_M5,2026.01.07 16:30:00,1767803400041,2026.01.07 16:30:00,SELL,10,OK,1.250000,6.29,629.00,4444.65,4444.80,4444.73,15.0,STEPLOCK_V1,STEP_LOCK,0.50:-0.25|1.00:0.25|2.00:1.00,YES,2026.01.07 16:37:06,1767803826304,426.263,2,2,1.115421,7.86,4452.51,4442.68,0.250000,RETENTION_STOP,2026.01.07 16:39:45,1767803985259,4442.70,585.218,0.250000,4.4225,12205,2026.01.07 16:40:00,1767804000066,25,4441.22
P2F4_CANDIDATE_S1,1767803400041_SELL,XAUUSD,PERIOD_M5,2026.01.07 16:30:00,1767803400041,2026.01.07 16:30:00,SELL,10,OK,1.250000,6.29,629.00,4444.65,4444.80,4444.73,15.0,GIVEBACK_100_075,MFE_GIVEBACK,TRIGGER=1.00|GAP=0.75|FLOOR=0.00,YES,2026.01.07 16:38:23,1767803903216,503.175,1,24,1.115421,7.86,4452.51,4441.78,0.365421,RETENTION_STOP,2026.01.07 16:39:34,1767803974838,4441.83,574.797,0.365421,6.4642,12205,2026.01.07 16:40:00,1767804000066,25,4441.22
P2F4_CANDIDATE_S1,1767804000018_SELL,XAUUSD,PERIOD_M5,2026.01.07 16:40:00,1767804000018,2026.01.07 16:40:00,SELL,10,OK,1.250000,6.92,691.64,4441.04,4441.22,4441.13,18.0,CONTROL,CONTROL,NO_RETENTION,NO,,,,0,0,0.139957,8.65,4449.69,4449.69,-1.000000,TIME_EXIT,2026.01.07 16:50:00,1767804600035,4442.95,600.017,-0.220923,-4.3008,11701,2026.01.07 16:50:00,1767804600035,17,4442.95
P2F4_CANDIDATE_S1,1767804000018_SELL,XAUUSD,PERIOD_M5,2026.01.07 16:40:00,1767804000018,2026.01.07 16:40:00,SELL,10,OK,1.250000,6.92,691.64,4441.04,4441.22,4441.13,18.0,LEGACY_BE_050,BREAK_EVEN,0.50:0.00,NO,,,,0,0,0.139957,8.65,4449.69,4449.69,-1.000000,TIME_EXIT,2026.01.07 16:50:00,1767804600035,4442.95,600.017,-0.220923,-4.3008,11701,2026.01.07 16:50:00,1767804600035,17,4442.95
P2F4_CANDIDATE_S1,1767804000018_SELL,XAUUSD,PERIOD_M5,2026.01.07 16:40:00,1767804000018,2026.01.07 16:40:00,SELL,10,OK,1.250000,6.92,691.64,4441.04,4441.22,4441.13,18.0,STEPLOCK_V1,STEP_LOCK,0.50:-0.25|1.00:0.25|2.00:1.00,NO,,,,0,0,0.139957,8.65,4449.69,4449.69,-1.000000,TIME_EXIT,2026.01.07 16:50:00,1767804600035,4442.95,600.017,-0.220923,-4.3008,11701,2026.01.07 16:50:00,1767804600035,17,4442.95
P2F4_CANDIDATE_S1,1767804000018_SELL,XAUUSD,PERIOD_M5,2026.01.07 16:40:00,1767804000018,2026.01.07 16:40:00,SELL,10,OK,1.250000,6.92,691.64,4441.04,4441.22,4441.13,18.0,GIVEBACK_100_075,MFE_GIVEBACK,TRIGGER=1.00|GAP=0.75|FLOOR=0.00,NO,,,,0,0,0.139957,8.65,4449.69,4449.69,-1.000000,TIME_EXIT,2026.01.07 16:50:00,1767804600035,4442.95,600.017,-0.220923,-4.3008,11701,2026.01.07 16:50:00,1767804600035,17,4442.95
P2F4_CANDIDATE_S1,1767816300014_SELL,XAUUSD,PERIOD_M5,2026.01.07 20:05:00,1767816300014,2026.01.07 20:05:00,SELL,10,OK,1.250000,3.89,388.71,4450.59,4450.74,4450.66,15.0,CONTROL,CONTROL,NO_RETENTION,NO,,,,0,0,0.504226,4.86,4455.45,4455.45,-1.000000,TIME_EXIT,2026.01.07 20:15:00,1767816900024,4450.06,600.010,0.109078,1.1909,7578,2026.01.07 20:15:00,1767816900024,10,4450.06
P2F4_CANDIDATE_S1,1767816300014_SELL,XAUUSD,PERIOD_M5,2026.01.07 20:05:00,1767816300014,2026.01.07 20:05:00,SELL,10,OK,1.250000,3.89,388.71,4450.59,4450.74,4450.66,15.0,LEGACY_BE_050,BREAK_EVEN,0.50:0.00,YES,2026.01.07 20:07:44,1767816464183,164.169,1,1,0.504226,4.86,4455.45,4450.59,0.000000,RETENTION_STOP,2026.01.07 20:07:46,1767816466828,4450.61,166.814,0.000000,0.0000,7578,2026.01.07 20:15:00,1767816900024,10,4450.06
P2F4_CANDIDATE_S1,1767816300014_SELL,XAUUSD,PERIOD_M5,2026.01.07 20:05:00,1767816300014,2026.01.07 20:05:00,SELL,10,OK,1.250000,3.89,388.71,4450.59,4450.74,4450.66,15.0,STEPLOCK_V1,STEP_LOCK,0.50:-0.25|1.00:0.25|2.00:1.00,YES,2026.01.07 20:07:44,1767816464183,164.169,1,1,0.504226,4.86,4455.45,4451.80,-0.250000,RETENTION_STOP,2026.01.07 20:07:47,1767816467115,4451.93,167.101,-0.250000,-2.7294,7578,2026.01.07 20:15:00,1767816900024,10,4450.06
