signal_id,symbol,timeframe,magic,signal_time,signal_bar_time,side,horizon_hours,target_time,observed_time,delay_seconds,status,entry_bid,entry_ask,entry_mid,entry_spread_points,future_bid,future_ask,future_mid,future_spread_points,mid_return_points,executable_return_points,mid_return_bps,executable_return_bps,fast_ema_bar2,slow_ema_bar2,fast_ema_bar1,slow_ema_bar1
1,XAUUSD,PERIOD_H1,26090401,2026.01.02 13:00:00,2026.01.02 13:00:00,BUY,12,2026.01.03 01:00:00,,,NO_TICK_NEAR_TARGET,4396.11,4396.30,4396.20,19.0,,,,,,,,,4358.70600221,4360.63154203,4362.26828771,4362.02285410
1,XAUUSD,PERIOD_H1,26090401,2026.01.02 13:00:00,2026.01.02 13:00:00,BUY,24,2026.01.03 13:00:00,,,NO_TICK_NEAR_TARGET,4396.11,4396.30,4396.20,19.0,,,,,,,,,4358.70600221,4360.63154203,4362.26828771,4362.02285410
3,XAUUSD,PERIOD_H1,26090401,2026.01.05 05:00:00,2026.01.05 05:00:00,BUY,1,2026.01.05 06:00:00,2026.01.05 06:00:00,0,OK,4405.50,4405.58,4405.54,8.0,4399.95,4400.14,4400.05,19.0,-549.5,-563.0,-12.4729,-12.7792,4357.68872801,4358.79374497,4362.24218248,4360.62536281
3,XAUUSD,PERIOD_H1,26090401,2026.01.05 05:00:00,2026.01.05 05:00:00,BUY,2,2026.01.05 07:00:00,2026.01.05 07:00:00,0,OK,4405.50,4405.58,4405.54,8.0,4404.24,4404.31,4404.27,7.0,-126.5,-134.0,-2.8714,-3.0416,4357.68872801,4358.79374497,4362.24218248,4360.62536281
3,XAUUSD,PERIOD_H1,26090401,2026.01.05 05:00:00,2026.01.05 05:00:00,BUY,4,2026.01.05 09:00:00,2026.01.05 09:00:00,0,OK,4405.50,4405.58,4405.54,8.0,4420.31,4420.40,4420.35,9.0,1481.5,1473.0,33.6281,33.4349,4357.68872801,4358.79374497,4362.24218248,4360.62536281
3,XAUUSD,PERIOD_H1,26090401,2026.01.05 05:00:00,2026.01.05 05:00:00,BUY,8,2026.01.05 13:00:00,2026.01.05 13:00:00,0,OK,4405.50,4405.58,4405.54,8.0,4436.31,4436.41,4436.36,10.0,3082.0,3073.0,69.9574,69.7525,4357.68872801,4358.79374497,4362.24218248,4360.62536281
3,XAUUSD,PERIOD_H1,26090401,2026.01.05 05:00:00,2026.01.05 05:00:00,BUY,12,2026.01.05 17:00:00,2026.01.05 17:00:00,0,OK,4405.50,4405.58,4405.54,8.0,4436.68,4436.88,4436.78,20.0,3124.0,3110.0,70.9107,70.5923,4357.68872801,4358.79374497,4362.24218248,4360.62536281
3,XAUUSD,PERIOD_H1,26090401,2026.01.05 05:00:00,2026.01.05 05:00:00,BUY,24,2026.01.06 05:00:00,2026.01.06 05:00:00,0,OK,4405.50,4405.58,4405.54,8.0,4454.96,4455.12,4455.04,16.0,4950.0,4938.0,112.3585,112.0851,4357.68872801,4358.79374497,4362.24218248,4360.62536281
4,XAUUSD,PERIOD_H1,26090401,2026.01.08 08:00:00,2026.01.08 08:00:00,SELL,1,2026.01.08 09:00:00,2026.01.08 09:00:00,0,OK,4425.49,4425.58,4425.53,9.0,4433.31,4433.47,4433.39,16.0,-785.5,-798.0,-17.7493,-18.0319,4451.61689865,4450.60776758,4449.12957497,4449.62314924
4,XAUUSD,PERIOD_H1,26090401,2026.01.08 08:00:00,2026.01.08 08:00:00,SELL,2,2026.01.08 10:00:00,2026.01.08 10:00:00,0,OK,4425.49,4425.58,4425.53,9.0,4430.96,4431.11,4431.03,15.0,-550.0,-562.0,-12.4279,-12.6992,4451.61689865,4450.60776758,4449.12957497,4449.62314924
4,XAUUSD,PERIOD_H1,26090401,2026.01.08 08:00:00,2026.01.08 08:00:00,SELL,4,2026.01.08 12:00:00,2026.01.08 12:00:00,0,OK,4425.49,4425.58,4425.53,9.0,4432.64,4432.80,4432.72,16.0,-718.5,-731.0,-16.2353,-16.5179,4451.61689865,4450.60776758,4449.12957497,4449.62314924
4,XAUUSD,PERIOD_H1,26090401,2026.01.08 08:00:00,2026.01.08 08:00:00,SELL,8,2026.01.08 16:00:00,2026.01.08 16:00:00,0,OK,4425.49,4425.58,4425.53,9.0,4423.80,4423.95,4423.88,15.0,166.0,154.0,3.7510,3.4798,4451.61689865,4450.60776758,4449.12957497,4449.62314924
4,XAUUSD,PERIOD_H1,26090401,2026.01.08 08:00:00,2026.01.08 08:00:00,SELL,12,2026.01.08 20:00:00,2026.01.08 20:00:00,0,OK,4425.49,4425.58,4425.53,9.0,4463.37,4463.57,4463.47,20.0,-3793.5,-3808.0,-85.7184,-86.0470,4451.61689865,4450.60776758,4449.12957497,4449.62314924
5,XAUUSD,PERIOD_H1,26090401,2026.01.08 23:00:00,2026.01.08 23:00:00,BUY,1,2026.01.09 00:00:00,,,NO_TICK_NEAR_TARGET,4476.07,4476.27,4476.17,20.0,,,,,,,,,4444.81743815,4445.92110328,4447.79101547,4447.10223648
5,XAUUSD,PERIOD_H1,26090401,2026.01.08 23:00:00,2026.01.08 23:00:00,BUY,2,2026.01.09 01:00:00,2026.01.09 01:00:02,2,OK,4476.07,4476.27,4476.17,20.0,4477.80,4478.24,4478.02,44.0,185.0,153.0,4.1330,3.4180,4444.81743815,4445.92110328,4447.79101547,4447.10223648
5,XAUUSD,PERIOD_H1,26090401,2026.01.08 23:00:00,2026.01.08 23:00:00,BUY,4,2026.01.09 03:00:00,2026.01.09 03:00:00,0,OK,4476.07,4476.27,4476.17,20.0,4462.83,4463.06,4462.94,23.0,-1322.5,-1344.0,-29.5453,-30.0250,4444.81743815,4445.92110328,4447.79101547,4447.10223648
5,XAUUSD,PERIOD_H1,26090401,2026.01.08 23:00:00,2026.01.08 23:00:00,BUY,8,2026.01.09 07:00:00,2026.01.09 07:00:00,0,OK,4476.07,4476.27,4476.17,20.0,4464.71,4464.87,4464.79,16.0,-1138.0,-1156.0,-25.4235,-25.8251,4444.81743815,4445.92110328,4447.79101547,4447.10223648
4,XAUUSD,PERIOD_H1,26090401,2026.01.08 08:00:00,2026.01.08 08:00:00,SELL,24,2026.01.09 08:00:00,2026.01.09 08:00:00,0,OK,4425.49,4425.58,4425.53,9.0,4468.06,4468.26,4468.16,20.0,-4262.5,-4277.0,-96.3160,-96.6447,4451.61689865,4450.60776758,4449.12957497,4449.62314924
5,XAUUSD,PERIOD_H1,26090401,2026.01.08 23:00:00,2026.01.08 23:00:00,BUY,12,2026.01.09 11:00:00,2026.01.09 11:00:00,0,OK,4476.07,4476.27,4476.17,20.0,4468.57,4468.69,4468.63,12.0,-754.0,-770.0,-16.8448,-17.2018,4444.81743815,4445.92110328,4447.79101547,4447.10223648
5,XAUUSD,PERIOD_H1,26090401,2026.01.08 23:00:00,2026.01.08 23:00:00,BUY,24,2026.01.09 23:00:00,2026.01.09 23:00:00,0,OK,4476.07,4476.27,4476.17,20.0,4507.54,4507.74,4507.64,20.0,3147.0,3127.0,70.3056,69.8573,4444.81743815,4445.92110328,4447.79101547,4447.10223648
6,XAUUSD,PERIOD_H1,26090401,2026.01.16 09:00:00,2026.01.16 09:00:00,SELL,1,2026.01.16 10:00:00,2026.01.16 10:00:00,0,OK,4598.05,4598.21,4598.13,16.0,4607.54,4607.71,4607.63,17.0,-949.5,-966.0,-20.6497,-21.0089,4606.96289025,4606.56255300,4606.11118641,4606.22755093
6,XAUUSD,PERIOD_H1,26090401,2026.01.16 09:00:00,2026.01.16 09:00:00,SELL,2,2026.01.16 11:00:00,2026.01.16 11:00:00,0,OK,4598.05,4598.21,4598.13,16.0,4602.91,4603.08,4602.99,17.0,-486.5,-503.0,-10.5804,-10.9394,4606.96289025,4606.56255300,4606.11118641,4606.22755093
6,XAUUSD,PERIOD_H1,26090401,2026.01.16 09:00:00,2026.01.16 09:00:00,SELL,4,2026.01.16 13:00:00,2026.01.16 13:00:00,0,OK,4598.05,4598.21,4598.13,16.0,4600.25,4600.41,4600.33,16.0,-220.0,-236.0,-4.7846,-5.1326,4606.96289025,4606.56255300,4606.11118641,4606.22755093
6,XAUUSD,PERIOD_H1,26090401,2026.01.16 09:00:00,2026.01.16 09:00:00,SELL,8,2026.01.16 17:00:00,2026.01.16 17:00:00,0,OK,4598.05,4598.21,4598.13,16.0,4607.54,4608.04,4607.79,50.0,-966.0,-999.0,-21.0085,-21.7266,4606.96289025,4606.56255300,4606.11118641,4606.22755093
6,XAUUSD,PERIOD_H1,26090401,2026.01.16 09:00:00,2026.01.16 09:00:00,SELL,12,2026.01.16 21:00:00,2026.01.16 21:00:00,0,OK,4598.05,4598.21,4598.13,16.0,4582.69,4582.89,4582.79,20.0,1534.0,1516.0,33.3614,32.9705,4606.96289025,4606.56255300,4606.11118641,4606.22755093
6,XAUUSD,PERIOD_H1,26090401,2026.01.16 09:00:00,2026.01.16 09:00:00,SELL,24,2026.01.17 09:00:00,,,NO_TICK_NEAR_TARGET,4598.05,4598.21,4598.13,16.0,,,,,,,,,4606.96289025,4606.56255300,4606.11118641,4606.22755093
7,XAUUSD,PERIOD_H1,26090401,2026.01.19 03:00:00,2026.01.19 03:00:00,BUY,1,2026.01.19 04:00:00,2026.01.19 04:00:00,0,OK,4675.17,4675.39,4675.28,22.0,4657.39,4657.61,4657.50,22.0,-1778.0,-1800.0,-38.0298,-38.4995,4602.87702613,4603.59462356,4609.76397603,4606.40228538
7,XAUUSD,PERIOD_H1,26090401,2026.01.19 03:00:00,2026.01.19 03:00:00,BUY,2,2026.01.19 05:00:00,2026.01.19 05:00:00,0,OK,4675.17,4675.39,4675.28,22.0,4662.42,4662.64,4662.53,22.0,-1275.0,-1297.0,-27.2711,-27.7410,4602.87702613,4603.59462356,4609.76397603,4606.40228538
7,XAUUSD,PERIOD_H1,26090401,2026.01.19 03:00:00,2026.01.19 03:00:00,BUY,4,2026.01.19 07:00:00,2026.01.19 07:00:00,0,OK,4675.17,4675.39,4675.28,22.0,4663.16,4663.32,4663.24,16.0,-1204.0,-1223.0,-25.7525,-26.1582,4602.87702613,4603.59462356,4609.76397603,4606.40228538
7,XAUUSD,PERIOD_H1,26090401,2026.01.19 03:00:00,2026.01.19 03:00:00,BUY,8,2026.01.19 11:00:00,2026.01.19 11:00:00,0,OK,4675.17,4675.39,4675.28,22.0,4663.62,4663.74,4663.68,12.0,-1160.0,-1177.0,-24.8113,-25.1744,4602.87702613,4603.59462356,4609.76397603,4606.40228538
7,XAUUSD,PERIOD_H1,26090401,2026.01.19 03:00:00,2026.01.19 03:00:00,BUY,12,2026.01.19 15:00:00,2026.01.19 15:00:00,0,OK,4675.17,4675.39,4675.28,22.0,4672.01,4672.15,4672.08,14.0,-320.0,-338.0,-6.8445,-7.2293,4602.87702613,4603.59462356,4609.76397603,4606.40228538
7,XAUUSD,PERIOD_H1,26090401,2026.01.19 03:00:00,2026.01.19 03:00:00,BUY,24,2026.01.20 03:00:00,2026.01.20 03:00:00,0,OK,4675.17,4675.39,4675.28,22.0,4660.42,4660.62,4660.52,20.0,-1476.0,-1497.0,-31.5703,-32.0187,4602.87702613,4603.59462356,4609.76397603,4606.40228538
8,XAUUSD,PERIOD_H1,26090401,2026.01.30 09:00:00,2026.01.30 09:00:00,SELL,1,2026.01.30 10:00:00,2026.01.30 10:00:00,0,OK,5155.96,5156.12,5156.04,16.0,5181.27,5181.39,5181.33,12.0,-2529.0,-2543.0,-49.0493,-49.3216,5331.26354330,5326.69060434,5314.56796775,5319.99528653
8,XAUUSD,PERIOD_H1,26090401,2026.01.30 09:00:00,2026.01.30 09:00:00,SELL,2,2026.01.30 11:00:00,2026.01.30 11:00:00,0,OK,5155.96,5156.12,5156.04,16.0,5117.47,5117.59,5117.53,12.0,3851.0,3837.0,74.6891,74.4187,5331.26354330,5326.69060434,5314.56796775,5319.99528653
8,XAUUSD,PERIOD_H1,26090401,2026.01.30 09:00:00,2026.01.30 09:00:00,SELL,4,2026.01.30 13:00:00,2026.01.30 13:00:00,0,OK,5155.96,5156.12,5156.04,16.0,5119.82,5120.02,5119.92,20.0,3612.0,3594.0,70.0538,69.7057,5331.26354330,5326.69060434,5314.56796775,5319.99528653
8,XAUUSD,PERIOD_H1,26090401,2026.01.30 09:00:00,2026.01.30 09:00:00,SELL,8,2026.01.30 17:00:00,2026.01.30 17:00:00,0,OK,5155.96,5156.12,5156.04,16.0,5033.17,5033.37,5033.27,20.0,12277.0,12259.0,238.1091,237.7637,5331.26354330,5326.69060434,5314.56796775,5319.99528653
8,XAUUSD,PERIOD_H1,26090401,2026.01.30 09:00:00,2026.01.30 09:00:00,SELL,12,2026.01.30 21:00:00,2026.01.30 21:00:00,0,OK,5155.96,5156.12,5156.04,16.0,4880.01,4880.21,4880.11,20.0,27593.0,27575.0,535.1588,534.8180,5331.26354330,5326.69060434,5314.56796775,5319.99528653
8,XAUUSD,PERIOD_H1,26090401,2026.01.30 09:00:00,2026.01.30 09:00:00,SELL,24,2026.01.31 09:00:00,,,NO_TICK_NEAR_TARGET,5155.96,5156.12,5156.04,16.0,,,,,,,,,5331.26354330,5326.69060434,5314.56796775,5319.99528653
9,XAUUSD,PERIOD_H1,26090401,2026.02.03 23:00:00,2026.02.03 23:00:00,BUY,1,2026.02.04 00:00:00,,,NO_TICK_NEAR_TARGET,4944.35,4944.52,4944.44,17.0,,,,,,,,,4882.24439138,4884.24501517,4888.17444934,4886.60834791
9,XAUUSD,PERIOD_H1,26090401,2026.02.03 23:00:00,2026.02.03 23:00:00,BUY,2,2026.02.04 01:00:00,2026.02.04 01:00:00,0,OK,4944.35,4944.52,4944.44,17.0,4946.26,4946.70,4946.48,44.0,204.5,174.0,4.1360,3.5190,4882.24439138,4884.24501517,4888.17444934,4886.60834791
9,XAUUSD,PERIOD_H1,26090401,2026.02.03 23:00:00,2026.02.03 23:00:00,BUY,4,2026.02.04 03:00:00,2026.02.04 03:00:00,0,OK,4944.35,4944.52,4944.44,17.0,5015.72,5015.94,5015.83,22.0,7139.5,7120.0,144.3947,143.9978,4882.24439138,4884.24501517,4888.17444934,4886.60834791
9,XAUUSD,PERIOD_H1,26090401,2026.02.03 23:00:00,2026.02.03 23:00:00,BUY,8,2026.02.04 07:00:00,2026.02.04 07:00:00,0,OK,4944.35,4944.52,4944.44,17.0,5080.56,5080.75,5080.66,19.0,13622.0,13604.0,275.5016,275.1329,4882.24439138,4884.24501517,4888.17444934,4886.60834791
9,XAUUSD,PERIOD_H1,26090401,2026.02.03 23:00:00,2026.02.03 23:00:00,BUY,12,2026.02.04 11:00:00,2026.02.04 11:00:00,0,OK,4944.35,4944.52,4944.44,17.0,5083.60,5083.69,5083.65,9.0,13921.0,13908.0,281.5489,281.2811,4882.24439138,4884.24501517,4888.17444934,4886.60834791
9,XAUUSD,PERIOD_H1,26090401,2026.02.03 23:00:00,2026.02.03 23:00:00,BUY,24,2026.02.04 23:00:00,2026.02.04 23:00:00,0,OK,4944.35,4944.52,4944.44,17.0,4938.54,4938.60,4938.57,6.0,-586.5,-598.0,-11.8618,-12.0942,4882.24439138,4884.24501517,4888.17444934,4886.60834791
10,XAUUSD,PERIOD_H1,26090401,2026.02.05 07:00:00,2026.02.05 07:00:00,SELL,1,2026.02.05 08:00:00,2026.02.05 08:00:00,0,OK,4864.03,4864.16,4864.09,13.0,4896.42,4896.58,4896.50,16.0,-3240.5,-3255.0,-66.6208,-66.9198,4954.58193092,4951.18060144,4945.93793750,4947.75469550
10,XAUUSD,PERIOD_H1,26090401,2026.02.05 07:00:00,2026.02.05 07:00:00,SELL,2,2026.02.05 09:00:00,2026.02.05 09:00:00,0,OK,4864.03,4864.16,4864.09,13.0,4920.44,4920.64,4920.54,20.0,-5644.5,-5661.0,-116.0442,-116.3850,4954.58193092,4951.18060144,4945.93793750,4947.75469550
10,XAUUSD,PERIOD_H1,26090401,2026.02.05 07:00:00,2026.02.05 07:00:00,SELL,4,2026.02.05 11:00:00,2026.02.05 11:00:00,0,OK,4864.03,4864.16,4864.09,13.0,4912.20,4912.40,4912.30,20.0,-4820.5,-4837.0,-99.1037,-99.4443,4954.58193092,4951.18060144,4945.93793750,4947.75469550
10,XAUUSD,PERIOD_H1,26090401,2026.02.05 07:00:00,2026.02.05 07:00:00,SELL,8,2026.02.05 15:00:00,2026.02.05 15:00:00,0,OK,4864.03,4864.16,4864.09,13.0,4854.18,4854.34,4854.26,16.0,983.5,969.0,20.2196,19.9218,4954.58193092,4951.18060144,4945.93793750,4947.75469550
10,XAUUSD,PERIOD_H1,26090401,2026.02.05 07:00:00,2026.02.05 07:00:00,SELL,12,2026.02.05 19:00:00,2026.02.05 19:00:00,0,OK,4864.03,4864.16,4864.09,13.0,4888.95,4889.08,4889.01,13.0,-2492.0,-2505.0,-51.2326,-51.5005,4954.58193092,4951.18060144,4945.93793750,4947.75469550
10,XAUUSD,PERIOD_H1,26090401,2026.02.05 07:00:00,2026.02.05 07:00:00,SELL,24,2026.02.06 07:00:00,2026.02.06 07:00:00,0,OK,4864.03,4864.16,4864.09,13.0,4813.97,4814.01,4813.99,4.0,5010.5,5002.0,103.0099,102.8365,4954.58193092,4951.18060144,4945.93793750,4947.75469550
11,XAUUSD,PERIOD_H1,26090401,2026.02.06 20:00:00,2026.02.06 20:00:00,BUY,1,2026.02.06 21:00:00,2026.02.06 21:00:00,0,OK,4960.62,4960.82,4960.72,20.0,4962.53,4962.65,4962.59,12.0,187.0,171.0,3.7696,3.4470,4884.30228412,4886.01967815,4891.57063802,4888.94518096
11,XAUUSD,PERIOD_H1,26090401,2026.02.06 20:00:00,2026.02.06 20:00:00,BUY,2,2026.02.06 22:00:00,2026.02.06 22:00:00,0,OK,4960.62,4960.82,4960.72,20.0,4957.20,4957.24,4957.22,4.0,-350.0,-362.0,-7.0554,-7.2972,4884.30228412,4886.01967815,4891.57063802,4888.94518096
