candidate_id,research_join_key,symbol,entry_timeframe,signal_time,signal_time_msc,signal_bar_time,side,horizon_minutes,status,stop_atr_multiplier,m5_atr,m5_atr_points,entry_bid,entry_ask,entry_mid,spread_points,policy_id,policy_type,trigger_r,initial_lock_r,trail_gap_r,activated,activation_time,activation_time_msc,time_to_activation_seconds,max_favorable_r,stop_distance,hard_stop_price,final_stop_price,final_locked_r,exit_mode,exit_time,exit_time_msc,exit_ask,holding_seconds,realized_r,realized_bps,ticks_scanned,target_time,target_time_msc,target_delay_milliseconds,target_ask
P2F4_CANDIDATE_S1,1773257400001_SELL,XAUUSD,PERIOD_M5,2026.03.11 19:30:00,1773257400001,2026.03.11 19:30:00,SELL,10,OK,1.250000,5.19,519.00,5172.09,5172.22,5172.16,13.0,LOCK_075_025,LOCK,0.750000,0.250000,0.000000,YES,2026.03.11 19:34:08,1773257648967,248.966,2.107129,6.49,5178.58,5170.47,0.250000,TIME_EXIT,2026.03.11 19:40:00,1773258000020,5159.11,600.019,2.000771,25.0962,7346,2026.03.11 19:40:00,1773258000020,19,5159.11
P2F4_CANDIDATE_S1,1773257400001_SELL,XAUUSD,PERIOD_M5,2026.03.11 19:30:00,1773257400001,2026.03.11 19:30:00,SELL,10,OK,1.250000,5.19,519.00,5172.09,5172.22,5172.16,13.0,TRAIL_100_050,TRAIL,1.000000,0.000000,0.500000,YES,2026.03.11 19:36:24,1773257784744,384.743,2.000771,6.49,5178.58,5162.35,1.500771,RETENTION_STOP,2026.03.11 19:37:24,1773257844116,5162.37,444.115,1.500771,18.8246,7346,2026.03.11 19:40:00,1773258000020,19,5159.11
P2F4_CANDIDATE_S1,1773273635063_SELL,XAUUSD,PERIOD_M5,2026.03.12 00:00:35,1773273635063,2026.03.12 00:00:00,SELL,10,OK,1.250000,2.83,283.14,5178.97,5179.17,5179.07,20.0,CONTROL,CONTROL,0.000000,0.000000,0.000000,NO,,,,0.000000,3.54,5182.51,5182.51,-1.000000,HARD_SL,2026.03.12 00:00:53,1773273653667,5183.56,18.604,-1.000000,-6.8340,1024,2026.03.12 00:10:35,1773274235215,152,5173.86
P2F4_CANDIDATE_S1,1773273635063_SELL,XAUUSD,PERIOD_M5,2026.03.12 00:00:35,1773273635063,2026.03.12 00:00:00,SELL,10,OK,1.250000,2.83,283.14,5178.97,5179.17,5179.07,20.0,BE_050,BREAK_EVEN,0.500000,0.000000,0.000000,NO,,,,0.000000,3.54,5182.51,5182.51,-1.000000,HARD_SL,2026.03.12 00:00:53,1773273653667,5183.56,18.604,-1.000000,-6.8340,1024,2026.03.12 00:10:35,1773274235215,152,5173.86
P2F4_CANDIDATE_S1,1773273635063_SELL,XAUUSD,PERIOD_M5,2026.03.12 00:00:35,1773273635063,2026.03.12 00:00:00,SELL,10,OK,1.250000,2.83,283.14,5178.97,5179.17,5179.07,20.0,LOCK_075_025,LOCK,0.750000,0.250000,0.000000,NO,,,,0.000000,3.54,5182.51,5182.51,-1.000000,HARD_SL,2026.03.12 00:00:53,1773273653667,5183.56,18.604,-1.000000,-6.8340,1024,2026.03.12 00:10:35,1773274235215,152,5173.86
P2F4_CANDIDATE_S1,1773273635063_SELL,XAUUSD,PERIOD_M5,2026.03.12 00:00:35,1773273635063,2026.03.12 00:00:00,SELL,10,OK,1.250000,2.83,283.14,5178.97,5179.17,5179.07,20.0,TRAIL_100_050,TRAIL,1.000000,0.000000,0.500000,NO,,,,0.000000,3.54,5182.51,5182.51,-1.000000,HARD_SL,2026.03.12 00:00:53,1773273653667,5183.56,18.604,-1.000000,-6.8340,1024,2026.03.12 00:10:35,1773274235215,152,5173.86
P2F4_CANDIDATE_S1,1773274200651_SELL,XAUUSD,PERIOD_M5,2026.03.12 00:10:00,1773274200651,2026.03.12 00:10:00,SELL,10,OK,1.250000,3.39,339.21,5173.30,5173.46,5173.38,16.0,CONTROL,CONTROL,0.000000,0.000000,0.000000,NO,,,,0.238198,4.24,5177.54,5177.54,-1.000000,TIME_EXIT,2026.03.12 00:20:00,1773274800704,5174.78,600.053,-0.349042,-2.8608,540,2026.03.12 00:20:00,1773274800704,53,5174.78
P2F4_CANDIDATE_S1,1773274200651_SELL,XAUUSD,PERIOD_M5,2026.03.12 00:10:00,1773274200651,2026.03.12 00:10:00,SELL,10,OK,1.250000,3.39,339.21,5173.30,5173.46,5173.38,16.0,BE_050,BREAK_EVEN,0.500000,0.000000,0.000000,NO,,,,0.238198,4.24,5177.54,5177.54,-1.000000,TIME_EXIT,2026.03.12 00:20:00,1773274800704,5174.78,600.053,-0.349042,-2.8608,540,2026.03.12 00:20:00,1773274800704,53,5174.78
P2F4_CANDIDATE_S1,1773274200651_SELL,XAUUSD,PERIOD_M5,2026.03.12 00:10:00,1773274200651,2026.03.12 00:10:00,SELL,10,OK,1.250000,3.39,339.21,5173.30,5173.46,5173.38,16.0,LOCK_075_025,LOCK,0.750000,0.250000,0.000000,NO,,,,0.238198,4.24,5177.54,5177.54,-1.000000,TIME_EXIT,2026.03.12 00:20:00,1773274800704,5174.78,600.053,-0.349042,-2.8608,540,2026.03.12 00:20:00,1773274800704,53,5174.78
P2F4_CANDIDATE_S1,1773274200651_SELL,XAUUSD,PERIOD_M5,2026.03.12 00:10:00,1773274200651,2026.03.12 00:10:00,SELL,10,OK,1.250000,3.39,339.21,5173.30,5173.46,5173.38,16.0,TRAIL_100_050,TRAIL,1.000000,0.000000,0.500000,NO,,,,0.238198,4.24,5177.54,5177.54,-1.000000,TIME_EXIT,2026.03.12 00:20:00,1773274800704,5174.78,600.053,-0.349042,-2.8608,540,2026.03.12 00:20:00,1773274800704,53,5174.78
P2F4_CANDIDATE_S1,1773291000076_SELL,XAUUSD,PERIOD_M5,2026.03.12 04:50:00,1773291000076,2026.03.12 04:50:00,SELL,10,OK,1.250000,5.87,587.00,5150.63,5150.84,5150.74,21.0,CONTROL,CONTROL,0.000000,0.000000,0.000000,NO,,,,0.643271,7.34,5157.97,5157.97,-1.000000,TIME_EXIT,2026.03.12 05:00:00,1773291600088,5150.84,600.012,-0.028620,-0.4077,6325,2026.03.12 05:00:00,1773291600088,12,5150.84
P2F4_CANDIDATE_S1,1773291000076_SELL,XAUUSD,PERIOD_M5,2026.03.12 04:50:00,1773291000076,2026.03.12 04:50:00,SELL,10,OK,1.250000,5.87,587.00,5150.63,5150.84,5150.74,21.0,BE_050,BREAK_EVEN,0.500000,0.000000,0.000000,YES,2026.03.12 04:51:40,1773291100235,100.159,0.643271,7.34,5157.97,5150.63,0.000000,RETENTION_STOP,2026.03.12 04:53:05,1773291185553,5150.68,185.477,0.000000,0.0000,6325,2026.03.12 05:00:00,1773291600088,12,5150.84
P2F4_CANDIDATE_S1,1773291000076_SELL,XAUUSD,PERIOD_M5,2026.03.12 04:50:00,1773291000076,2026.03.12 04:50:00,SELL,10,OK,1.250000,5.87,587.00,5150.63,5150.84,5150.74,21.0,LOCK_075_025,LOCK,0.750000,0.250000,0.000000,NO,,,,0.643271,7.34,5157.97,5157.97,-1.000000,TIME_EXIT,2026.03.12 05:00:00,1773291600088,5150.84,600.012,-0.028620,-0.4077,6325,2026.03.12 05:00:00,1773291600088,12,5150.84
P2F4_CANDIDATE_S1,1773291000076_SELL,XAUUSD,PERIOD_M5,2026.03.12 04:50:00,1773291000076,2026.03.12 04:50:00,SELL,10,OK,1.250000,5.87,587.00,5150.63,5150.84,5150.74,21.0,TRAIL_100_050,TRAIL,1.000000,0.000000,0.500000,NO,,,,0.643271,7.34,5157.97,5157.97,-1.000000,TIME_EXIT,2026.03.12 05:00:00,1773291600088,5150.84,600.012,-0.028620,-0.4077,6325,2026.03.12 05:00:00,1773291600088,12,5150.84
P2F4_CANDIDATE_S1,1773378300068_SELL,XAUUSD,PERIOD_M5,2026.03.13 05:05:00,1773378300068,2026.03.13 05:05:00,SELL,10,OK,1.250000,5.11,511.14,5112.38,5112.53,5112.45,15.0,CONTROL,CONTROL,0.000000,0.000000,0.000000,NO,,,,0.353717,6.39,5118.77,5118.77,-1.000000,TIME_EXIT,2026.03.13 05:15:00,1773378900165,5111.06,600.097,0.206596,2.5820,4922,2026.03.13 05:15:00,1773378900165,97,5111.06
P2F4_CANDIDATE_S1,1773378300068_SELL,XAUUSD,PERIOD_M5,2026.03.13 05:05:00,1773378300068,2026.03.13 05:05:00,SELL,10,OK,1.250000,5.11,511.14,5112.38,5112.53,5112.45,15.0,BE_050,BREAK_EVEN,0.500000,0.000000,0.000000,NO,,,,0.353717,6.39,5118.77,5118.77,-1.000000,TIME_EXIT,2026.03.13 05:15:00,1773378900165,5111.06,600.097,0.206596,2.5820,4922,2026.03.13 05:15:00,1773378900165,97,5111.06
P2F4_CANDIDATE_S1,1773378300068_SELL,XAUUSD,PERIOD_M5,2026.03.13 05:05:00,1773378300068,2026.03.13 05:05:00,SELL,10,OK,1.250000,5.11,511.14,5112.38,5112.53,5112.45,15.0,LOCK_075_025,LOCK,0.750000,0.250000,0.000000,NO,,,,0.353717,6.39,5118.77,5118.77,-1.000000,TIME_EXIT,2026.03.13 05:15:00,1773378900165,5111.06,600.097,0.206596,2.5820,4922,2026.03.13 05:15:00,1773378900165,97,5111.06
P2F4_CANDIDATE_S1,1773378300068_SELL,XAUUSD,PERIOD_M5,2026.03.13 05:05:00,1773378300068,2026.03.13 05:05:00,SELL,10,OK,1.250000,5.11,511.14,5112.38,5112.53,5112.45,15.0,TRAIL_100_050,TRAIL,1.000000,0.000000,0.500000,NO,,,,0.353717,6.39,5118.77,5118.77,-1.000000,TIME_EXIT,2026.03.13 05:15:00,1773378900165,5111.06,600.097,0.206596,2.5820,4922,2026.03.13 05:15:00,1773378900165,97,5111.06
P2F4_CANDIDATE_S1,1773382800013_SELL,XAUUSD,PERIOD_M5,2026.03.13 06:20:00,1773382800013,2026.03.13 06:20:00,SELL,10,OK,1.250000,3.91,390.71,5111.38,5111.59,5111.49,21.0,CONTROL,CONTROL,0.000000,0.000000,0.000000,NO,,,,1.549982,4.88,5116.26,5116.26,-1.000000,TIME_EXIT,2026.03.13 06:30:00,1773383400076,5105.72,600.063,1.158903,11.0733,3105,2026.03.13 06:30:00,1773383400076,63,5105.72
P2F4_CANDIDATE_S1,1773382800013_SELL,XAUUSD,PERIOD_M5,2026.03.13 06:20:00,1773382800013,2026.03.13 06:20:00,SELL,10,OK,1.250000,3.91,390.71,5111.38,5111.59,5111.49,21.0,BE_050,BREAK_EVEN,0.500000,0.000000,0.000000,YES,2026.03.13 06:22:14,1773382934432,134.419,1.549982,4.88,5116.26,5111.38,0.000000,TIME_EXIT,2026.03.13 06:30:00,1773383400076,5105.72,600.063,1.158903,11.0733,3105,2026.03.13 06:30:00,1773383400076,63,5105.72
P2F4_CANDIDATE_S1,1773382800013_SELL,XAUUSD,PERIOD_M5,2026.03.13 06:20:00,1773382800013,2026.03.13 06:20:00,SELL,10,OK,1.250000,3.91,390.71,5111.38,5111.59,5111.49,21.0,LOCK_075_025,LOCK,0.750000,0.250000,0.000000,YES,2026.03.13 06:22:19,1773382939158,139.145,1.549982,4.88,5116.26,5110.16,0.250000,TIME_EXIT,2026.03.13 06:30:00,1773383400076,5105.72,600.063,1.158903,11.0733,3105,2026.03.13 06:30:00,1773383400076,63,5105.72
P2F4_CANDIDATE_S1,1773382800013_SELL,XAUUSD,PERIOD_M5,2026.03.13 06:20:00,1773382800013,2026.03.13 06:20:00,SELL,10,OK,1.250000,3.91,390.71,5111.38,5111.59,5111.49,21.0,TRAIL_100_050,TRAIL,1.000000,0.000000,0.500000,YES,2026.03.13 06:24:15,1773383055884,255.871,1.549982,4.88,5116.26,5106.25,1.049982,RETENTION_STOP,2026.03.13 06:25:02,1773383102920,5106.26,302.907,1.049982,10.0326,3105,2026.03.13 06:30:00,1773383400076,63,5105.72
P2F4_CANDIDATE_S1,1773431700027_SELL,XAUUSD,PERIOD_M5,2026.03.13 19:55:00,1773431700027,2026.03.13 19:55:00,SELL,10,OK,1.250000,6.94,693.57,5045.80,5045.91,5045.85,11.0,CONTROL,CONTROL,0.000000,0.000000,0.000000,NO,,,,0.242225,8.67,5054.47,5054.47,-1.000000,TIME_EXIT,2026.03.13 20:05:00,1773432300059,5049.25,600.032,-0.397940,-6.8374,6073,2026.03.13 20:05:00,1773432300059,32,5049.25
P2F4_CANDIDATE_S1,1773431700027_SELL,XAUUSD,PERIOD_M5,2026.03.13 19:55:00,1773431700027,2026.03.13 19:55:00,SELL,10,OK,1.250000,6.94,693.57,5045.80,5045.91,5045.85,11.0,BE_050,BREAK_EVEN,0.500000,0.000000,0.000000,NO,,,,0.242225,8.67,5054.47,5054.47,-1.000000,TIME_EXIT,2026.03.13 20:05:00,1773432300059,5049.25,600.032,-0.397940,-6.8374,6073,2026.03.13 20:05:00,1773432300059,32,5049.25
P2F4_CANDIDATE_S1,1773431700027_SELL,XAUUSD,PERIOD_M5,2026.03.13 19:55:00,1773431700027,2026.03.13 19:55:00,SELL,10,OK,1.250000,6.94,693.57,5045.80,5045.91,5045.85,11.0,LOCK_075_025,LOCK,0.750000,0.250000,0.000000,NO,,,,0.242225,8.67,5054.47,5054.47,-1.000000,TIME_EXIT,2026.03.13 20:05:00,1773432300059,5049.25,600.032,-0.397940,-6.8374,6073,2026.03.13 20:05:00,1773432300059,32,5049.25
P2F4_CANDIDATE_S1,1773431700027_SELL,XAUUSD,PERIOD_M5,2026.03.13 19:55:00,1773431700027,2026.03.13 19:55:00,SELL,10,OK,1.250000,6.94,693.57,5045.80,5045.91,5045.85,11.0,TRAIL_100_050,TRAIL,1.000000,0.000000,0.500000,NO,,,,0.242225,8.67,5054.47,5054.47,-1.000000,TIME_EXIT,2026.03.13 20:05:00,1773432300059,5049.25,600.032,-0.397940,-6.8374,6073,2026.03.13 20:05:00,1773432300059,32,5049.25
P2F4_CANDIDATE_S1,1773630900002_SELL,XAUUSD,PERIOD_M5,2026.03.16 03:15:00,1773630900002,2026.03.16 03:15:00,SELL,10,OK,1.250000,10.63,1063.14,4986.51,4986.70,4986.60,19.0,CONTROL,CONTROL,0.000000,0.000000,0.000000,NO,,,,0.176834,13.29,4999.80,4999.80,-1.000000,HARD_SL,2026.03.16 03:18:29,1773631109097,4999.89,209.095,-1.000000,-26.6505,10216,2026.03.16 03:25:00,1773631500035,33,4995.39
P2F4_CANDIDATE_S1,1773630900002_SELL,XAUUSD,PERIOD_M5,2026.03.16 03:15:00,1773630900002,2026.03.16 03:15:00,SELL,10,OK,1.250000,10.63,1063.14,4986.51,4986.70,4986.60,19.0,BE_050,BREAK_EVEN,0.500000,0.000000,0.000000,NO,,,,0.176834,13.29,4999.80,4999.80,-1.000000,HARD_SL,2026.03.16 03:18:29,1773631109097,4999.89,209.095,-1.000000,-26.6505,10216,2026.03.16 03:25:00,1773631500035,33,4995.39
P2F4_CANDIDATE_S1,1773630900002_SELL,XAUUSD,PERIOD_M5,2026.03.16 03:15:00,1773630900002,2026.03.16 03:15:00,SELL,10,OK,1.250000,10.63,1063.14,4986.51,4986.70,4986.60,19.0,LOCK_075_025,LOCK,0.750000,0.250000,0.000000,NO,,,,0.176834,13.29,4999.80,4999.80,-1.000000,HARD_SL,2026.03.16 03:18:29,1773631109097,4999.89,209.095,-1.000000,-26.6505,10216,2026.03.16 03:25:00,1773631500035,33,4995.39
P2F4_CANDIDATE_S1,1773630900002_SELL,XAUUSD,PERIOD_M5,2026.03.16 03:15:00,1773630900002,2026.03.16 03:15:00,SELL,10,OK,1.250000,10.63,1063.14,4986.51,4986.70,4986.60,19.0,TRAIL_100_050,TRAIL,1.000000,0.000000,0.500000,NO,,,,0.176834,13.29,4999.80,4999.80,-1.000000,HARD_SL,2026.03.16 03:18:29,1773631109097,4999.89,209.095,-1.000000,-26.6505,10216,2026.03.16 03:25:00,1773631500035,33,4995.39
P2F4_CANDIDATE_S1,1773636300021_SELL,XAUUSD,PERIOD_M5,2026.03.16 04:45:00,1773636300021,2026.03.16 04:45:00,SELL,10,OK,1.250000,6.85,685.14,5006.02,5006.12,5006.07,10.0,CONTROL,CONTROL,0.000000,0.000000,0.000000,NO,,,,0.941118,8.56,5014.58,5014.58,-1.000000,TIME_EXIT,2026.03.16 04:55:00,1773636900056,5002.73,600.035,0.384153,6.5721,7013,2026.03.16 04:55:00,1773636900056,35,5002.73
P2F4_CANDIDATE_S1,1773636300021_SELL,XAUUSD,PERIOD_M5,2026.03.16 04:45:00,1773636300021,2026.03.16 04:45:00,SELL,10,OK,1.250000,6.85,685.14,5006.02,5006.12,5006.07,10.0,BE_050,BREAK_EVEN,0.500000,0.000000,0.000000,YES,2026.03.16 04:48:01,1773636481835,181.814,0.941118,8.56,5014.58,5006.02,0.000000,TIME_EXIT,2026.03.16 04:55:00,1773636900056,5002.73,600.035,0.384153,6.5721,7013,2026.03.16 04:55:00,1773636900056,35,5002.73
P2F4_CANDIDATE_S1,1773636300021_SELL,XAUUSD,PERIOD_M5,2026.03.16 04:45:00,1773636300021,2026.03.16 04:45:00,SELL,10,OK,1.250000,6.85,685.14,5006.02,5006.12,5006.07,10.0,LOCK_075_025,LOCK,0.750000,0.250000,0.000000,YES,2026.03.16 04:48:40,1773636520286,220.265,0.941118,8.56,5014.58,5003.88,0.250000,TIME_EXIT,2026.03.16 04:55:00,1773636900056,5002.73,600.035,0.384153,6.5721,7013,2026.03.16 04:55:00,1773636900056,35,5002.73
P2F4_CANDIDATE_S1,1773636300021_SELL,XAUUSD,PERIOD_M5,2026.03.16 04:45:00,1773636300021,2026.03.16 04:45:00,SELL,10,OK,1.250000,6.85,685.14,5006.02,5006.12,5006.07,10.0,TRAIL_100_050,TRAIL,1.000000,0.000000,0.500000,NO,,,,0.941118,8.56,5014.58,5014.58,-1.000000,TIME_EXIT,2026.03.16 04:55:00,1773636900056,5002.73,600.035,0.384153,6.5721,7013,2026.03.16 04:55:00,1773636900056,35,5002.73
P2F4_CANDIDATE_S1,1773645000144_SELL,XAUUSD,PERIOD_M5,2026.03.16 07:10:00,1773645000144,2026.03.16 07:10:00,SELL,10,OK,1.250000,3.90,389.57,5012.70,5012.83,5012.76,13.0,CONTROL,CONTROL,0.000000,0.000000,0.000000,NO,,,,0.946681,4.87,5017.57,5017.57,-1.000000,TIME_EXIT,2026.03.16 07:20:00,1773645600192,5010.26,600.048,0.501063,4.8676,2919,2026.03.16 07:20:00,1773645600192,48,5010.26
P2F4_CANDIDATE_S1,1773645000144_SELL,XAUUSD,PERIOD_M5,2026.03.16 07:10:00,1773645000144,2026.03.16 07:10:00,SELL,10,OK,1.250000,3.90,389.57,5012.70,5012.83,5012.76,13.0,BE_050,BREAK_EVEN,0.500000,0.000000,0.000000,YES,2026.03.16 07:15:40,1773645340216,340.072,0.946681,4.87,5017.57,5012.70,0.000000,TIME_EXIT,2026.03.16 07:20:00,1773645600192,5010.26,600.048,0.501063,4.8676,2919,2026.03.16 07:20:00,1773645600192,48,5010.26
P2F4_CANDIDATE_S1,1773645000144_SELL,XAUUSD,PERIOD_M5,2026.03.16 07:10:00,1773645000144,2026.03.16 07:10:00,SELL,10,OK,1.250000,3.90,389.57,5012.70,5012.83,5012.76,13.0,LOCK_075_025,LOCK,0.750000,0.250000,0.000000,YES,2026.03.16 07:17:20,1773645440298,440.154,0.946681,4.87,5017.57,5011.48,0.250000,TIME_EXIT,2026.03.16 07:20:00,1773645600192,5010.26,600.048,0.501063,4.8676,2919,2026.03.16 07:20:00,1773645600192,48,5010.26
P2F4_CANDIDATE_S1,1773645000144_SELL,XAUUSD,PERIOD_M5,2026.03.16 07:10:00,1773645000144,2026.03.16 07:10:00,SELL,10,OK,1.250000,3.90,389.57,5012.70,5012.83,5012.76,13.0,TRAIL_100_050,TRAIL,1.000000,0.000000,0.500000,NO,,,,0.946681,4.87,5017.57,5017.57,-1.000000,TIME_EXIT,2026.03.16 07:20:00,1773645600192,5010.26,600.048,0.501063,4.8676,2919,2026.03.16 07:20:00,1773645600192,48,5010.26
P2F4_CANDIDATE_S1,1773651600077_SELL,XAUUSD,PERIOD_M5,2026.03.16 09:00:00,1773651600077,2026.03.16 09:00:00,SELL,10,OK,1.250000,6.45,644.79,5012.16,5012.34,5012.25,18.0,CONTROL,CONTROL,0.000000,0.000000,0.000000,NO,,,,0.303977,8.06,5020.22,5020.22,-1.000000,TIME_EXIT,2026.03.16 09:10:00,1773652200081,5015.55,600.004,-0.420605,-6.7636,3812,2026.03.16 09:10:00,1773652200081,4,5015.55
P2F4_CANDIDATE_S1,1773651600077_SELL,XAUUSD,PERIOD_M5,2026.03.16 09:00:00,1773651600077,2026.03.16 09:00:00,SELL,10,OK,1.250000,6.45,644.79,5012.16,5012.34,5012.25,18.0,BE_050,BREAK_EVEN,0.500000,0.000000,0.000000,NO,,,,0.303977,8.06,5020.22,5020.22,-1.000000,TIME_EXIT,2026.03.16 09:10:00,1773652200081,5015.55,600.004,-0.420605,-6.7636,3812,2026.03.16 09:10:00,1773652200081,4,5015.55
