join_key,symbol,entry_timeframe,context_timeframe,signal_time,signal_time_msc,signal_bar_time,side,context_status,server_hour,server_minute,server_day_of_week,entry_bid,entry_ask,entry_mid,spread_points,spread_bps,m5_fast_ema_bar2,m5_slow_ema_bar2,m5_fast_ema_bar1,m5_slow_ema_bar1,m5_fast_slope_points,m5_slow_slope_points,m5_ema_separation_points,m5_ema_separation_bps,m5_signal_separation_bps,m5_atr_points,m5_atr_bps,spread_to_atr_ratio,m5_bar1_open,m5_bar1_high,m5_bar1_low,m5_bar1_close,m5_bar1_direction,m5_bar1_body_points,m5_bar1_range_points,m5_bar1_body_to_range,m5_bar1_range_to_atr,m5_momentum_3bar_bps,m5_signal_momentum_3bar_bps,m15_fast_ema_bar2,m15_slow_ema_bar2,m15_fast_ema_bar1,m15_slow_ema_bar1,m15_fast_slope_points,m15_slow_slope_points,m15_ema_separation_points,m15_ema_separation_bps,m15_trend,m15_signal_alignment
2026.01.05 06:25_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.05 06:25:00,1767594300072,2026.01.05 06:25:00,BUY,OK,6,25,1,4405.24,4405.32,4405.28,8.0,0.1816,4403.35497466,4403.54740353,4403.73197972,4403.70127594,37.70,15.39,3.07,0.0697,0.0697,402.36,9.1335,0.019883,4403.02,4406.39,4403.02,4405.24,BULLISH,222.00,337.00,0.658754,0.837564,11.3630,11.3630,4389.61625752,4371.28929875,4390.61470918,4372.41913018,99.85,112.98,1819.56,41.3040,BULLISH,ALIGNED
2026.01.05 13:20_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.05 13:20:00,1767619200021,2026.01.05 13:20:00,SELL,OK,13,20,1,4427.69,4427.83,4427.76,14.0,0.3162,4434.08935124,4433.45910513,4432.79748099,4432.92918649,-129.19,-52.99,-13.17,-0.2975,0.2975,341.43,7.7111,0.041004,4433.24,4433.72,4427.44,4427.63,BEARISH,561.00,628.00,0.893312,1.839331,-10.2658,10.2658,4426.53881532,4407.42843033,4427.17702338,4408.44064875,63.82,101.22,1873.64,42.3157,BULLISH,COUNTER
2026.01.05 16:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.05 16:05:00,1767629100008,2026.01.05 16:05:00,BUY,OK,16,5,1,4422.51,4422.60,4422.56,9.0,0.2035,4412.14447276,4413.19143842,4414.21757821,4414.03858038,207.31,84.71,17.90,0.4047,0.4047,671.57,15.1851,0.013401,4416.86,4423.38,4416.86,4422.51,BULLISH,565.00,652.00,0.866564,0.970857,19.1207,19.1207,4417.59530070,4409.90532146,4417.52146253,4410.17648532,-7.38,27.12,734.50,16.6080,BULLISH,ALIGNED
2026.01.05 21:15_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.05 21:15:00,1767647700434,2026.01.05 21:15:00,SELL,OK,21,15,1,4440.05,4440.21,4440.13,16.0,0.3603,4444.33128610,4444.30373699,4443.47302888,4443.91612453,-85.83,-38.76,-44.31,-0.9979,0.9979,463.86,10.4469,0.034493,4437.50,4440.58,4434.84,4440.04,BULLISH,254.00,574.00,0.442509,1.237450,-19.1971,19.1971,4439.83217778,4427.89740336,4439.85197037,4428.37358362,1.98,47.62,1147.84,25.8515,BULLISH,COUNTER
2026.01.05 22:25_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.05 22:25:00,1767651900259,2026.01.05 22:25:00,BUY,OK,22,25,1,4444.69,4444.89,4444.79,20.0,0.4500,4442.99504012,4443.08005986,4443.33403209,4443.22641805,33.90,14.64,10.76,0.2421,0.2421,335.79,7.5546,0.059562,4444.89,4446.97,4443.77,4444.69,BEARISH,20.00,320.00,0.062500,0.952989,7.8808,7.8808,4440.23141397,4429.84186624,4440.57699359,4430.39159698,34.56,54.97,1018.54,22.9154,BULLISH,ALIGNED
2026.01.05 22:40_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.05 22:40:00,1767652800093,2026.01.05 22:40:00,SELL,OK,22,40,1,4441.08,4441.28,4441.18,20.0,0.4503,4443.32858054,4443.26439509,4442.87886443,4443.06581371,-44.97,-19.86,-18.69,-0.4209,0.4209,349.93,7.8792,0.057155,4441.55,4443.24,4439.07,4441.08,BEARISH,47.00,417.00,0.112710,1.191672,-8.1221,8.1221,4440.57699359,4430.39159698,4441.04870849,4430.98525984,47.17,59.37,1006.34,22.6594,BULLISH,COUNTER
2026.01.05 23:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.05 23:05:00,1767654300052,2026.01.05 23:05:00,BUY,OK,23,5,1,4446.37,4446.64,4446.51,27.0,0.6072,4442.32446287,4442.60115000,4443.13357030,4442.94377273,80.91,34.26,18.98,0.4268,0.4268,380.21,8.5509,0.071013,4444.81,4447.65,4444.80,4446.37,BULLISH,156.00,285.00,0.547368,0.749577,13.0614,13.0614,4440.76311720,4431.26230848,4441.14758223,4431.79319834,38.45,53.09,935.44,21.0376,BULLISH,ALIGNED
2026.01.06 01:45_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 01:45:00,1767663900037,2026.01.06 01:45:00,SELL,OK,1,45,2,4442.95,4443.16,4443.06,21.0,0.4726,4447.66095476,4447.42172932,4446.72076381,4447.01611757,-94.02,-40.56,-29.54,-0.6648,0.6648,412.79,9.2906,0.050874,4443.95,4444.74,4441.60,4442.96,BEARISH,99.00,314.00,0.315287,0.760685,-13.4414,13.4414,4444.35236185,4435.27128920,4444.21975596,4435.57280727,-13.26,30.15,864.69,19.4617,BULLISH,COUNTER
2026.01.06 03:55_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 03:55:00,1767671700040,2026.01.06 03:55:00,BUY,OK,3,55,2,4447.64,4447.85,4447.75,21.0,0.4721,4438.55266759,4439.01959887,4440.37413408,4439.80508988,182.15,78.55,56.90,1.2794,1.2794,536.71,12.0671,0.039127,4440.66,4448.29,4439.70,4447.66,BULLISH,700.00,859.00,0.814901,1.600479,16.7785,16.7785,4441.36885126,4436.33976397,4441.16800828,4436.45428303,-20.08,11.45,471.37,10.5980,BULLISH,ALIGNED
2026.01.06 07:50_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 07:50:00,1767685800037,2026.01.06 07:50:00,SELL,OK,7,50,2,4459.83,4459.99,4459.91,16.0,0.3588,4466.70306355,4465.99525324,4465.33445084,4465.43750295,-136.86,-55.78,-10.31,-0.2311,0.2311,360.14,8.0751,0.044427,4463.24,4464.80,4457.83,4459.86,BEARISH,338.00,697.00,0.484935,1.935343,-25.7192,25.7192,4459.11357106,4448.53053964,4459.48846906,4449.09993025,37.49,56.94,1038.85,23.2932,BULLISH,COUNTER
2026.01.06 08:55_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 08:55:00,1767689700032,2026.01.06 08:55:00,BUY,OK,8,55,2,4464.76,4464.93,4464.85,17.0,0.3808,4461.83045599,4461.90865720,4462.41436479,4462.16696109,58.39,25.83,24.74,0.5541,0.5541,428.50,9.5972,0.039673,4463.20,4465.13,4461.74,4464.75,BULLISH,155.00,339.00,0.457227,0.791132,0.9184,0.9184,4458.87822149,4449.98912254,4459.32886707,4450.52327459,45.06,53.42,880.56,19.7221,BULLISH,ALIGNED
2026.01.06 10:00_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 10:00:00,1767693600008,2026.01.06 10:00:00,SELL,OK,10,0,2,4459.57,4459.64,4459.60,7.0,0.1570,4464.40828560,4464.17459067,4463.44062848,4463.75599152,-96.77,-41.86,-31.54,-0.7072,0.7072,361.43,8.1045,0.019368,4461.13,4461.25,4457.19,4459.57,BEARISH,156.00,406.00,0.384236,1.123320,-11.3335,11.3335,4461.45885585,4452.78885611,4461.27896482,4453.05478332,-17.99,26.59,822.42,18.4415,BULLISH,COUNTER
2026.01.06 10:25_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 10:25:00,1767695100200,2026.01.06 10:25:00,BUY,OK,10,25,2,4469.29,4469.40,4469.34,11.0,0.2461,4463.44155343,4463.58792331,4464.61124274,4464.10629392,116.97,51.84,50.49,1.1298,1.1298,357.93,8.0085,0.030732,4465.97,4470.26,4465.69,4469.29,BULLISH,332.00,457.00,0.726477,1.276791,13.8917,13.8917,4461.27896482,4453.05478332,4461.34573007,4453.40479182,6.68,35.00,794.09,17.7676,BULLISH,ALIGNED
2026.01.06 11:15_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 11:15:00,1767698100018,2026.01.06 11:15:00,SELL,OK,11,15,2,4457.96,4458.15,4458.06,19.0,0.4262,4465.30193615,4465.20584421,4463.83554892,4464.54804019,-146.64,-65.78,-71.25,-1.5982,1.5982,424.86,9.5301,0.044721,4461.60,4462.21,4453.83,4457.97,BEARISH,363.00,838.00,0.433174,1.972428,-23.2524,23.2524,4463.15351286,4455.09672353,4462.65984497,4455.20940104,-49.37,11.27,745.04,16.7123,BULLISH,COUNTER
2026.01.06 13:35_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 13:35:00,1767706500037,2026.01.06 13:35:00,BUY,OK,13,35,2,4460.51,4460.69,4460.60,18.0,0.4035,4452.49064230,4452.89980090,4454.09451384,4453.59163718,160.39,69.18,50.29,1.1274,1.1274,318.86,7.1483,0.056452,4455.57,4460.78,4454.86,4460.51,BULLISH,494.00,592.00,0.834459,1.856631,22.5369,22.5369,4456.44202378,4454.20037821,4456.35897390,4454.25408887,-8.30,5.37,210.49,4.7188,BULLISH,ALIGNED
2026.01.06 15:50_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 15:50:00,1767714600039,2026.01.06 15:50:00,SELL,OK,15,50,2,4458.19,4458.38,4458.28,19.0,0.4262,4461.25459663,4461.24678844,4460.63967731,4460.96798949,-61.49,-27.88,-32.83,-0.7364,0.7364,462.43,10.3723,0.041087,4461.23,4463.92,4456.82,4458.18,BEARISH,305.00,710.00,0.429577,1.535372,-0.5832,0.5832,4459.87712253,4456.59239285,4460.00311086,4456.77308333,12.60,18.07,323.00,7.2450,BULLISH,COUNTER
2026.01.06 15:55_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 15:55:00,1767714900100,2026.01.06 15:55:00,BUY,OK,15,55,2,4465.08,4465.23,4465.15,15.0,0.3359,4460.63967731,4460.96798949,4461.52774185,4461.34180863,88.81,37.38,18.59,0.4164,0.4164,516.86,11.5753,0.029022,4458.19,4465.17,4454.20,4465.08,BULLISH,689.00,1097.00,0.628077,2.122443,13.8375,13.8375,4459.87712253,4456.59239285,4460.00311086,4456.77308333,12.60,18.07,323.00,7.2339,BULLISH,ALIGNED
2026.01.06 21:10_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 21:10:00,1767733800047,2026.01.06 21:10:00,SELL,OK,21,10,2,4483.75,4483.94,4483.84,19.0,0.4237,4487.28453216,4487.03142559,4486.57562573,4486.73220509,-70.89,-29.92,-15.66,-0.3492,0.3492,347.07,7.7405,0.054744,4485.84,4486.46,4482.94,4483.74,BEARISH,210.00,352.00,0.596591,1.014200,-9.0913,9.0913,4481.34807940,4471.31661479,4482.02445279,4471.98851224,67.64,67.19,1003.59,22.3824,BULLISH,COUNTER
2026.01.06 22:25_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.06 22:25:00,1767738300009,2026.01.06 22:25:00,BUY,OK,22,25,2,4486.28,4486.43,4486.35,15.0,0.3343,4483.93796834,4484.01083298,4484.40637467,4484.21712089,46.84,20.63,18.93,0.4218,0.4218,310.29,6.9162,0.048343,4486.90,4487.63,4486.06,4486.28,BEARISH,62.00,157.00,0.394904,0.505985,5.6203,5.6203,4481.83803473,4473.39080047,4482.17155523,4473.85939653,33.35,46.86,831.22,18.5276,BULLISH,ALIGNED
2026.01.07 02:10_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 02:10:00,1767751800365,2026.01.07 02:10:00,SELL,OK,2,10,3,4492.17,4492.37,4492.27,20.0,0.4452,4495.19289176,4494.94383153,4494.58831341,4494.69166503,-60.46,-25.22,-10.34,-0.2301,0.2301,273.29,6.0835,0.073183,4493.03,4493.08,4491.02,4492.17,BEARISH,86.00,206.00,0.417476,0.753790,-8.5187,8.5187,4489.98210273,4480.51386158,4490.30380723,4481.01763171,32.17,50.38,928.62,20.6715,BULLISH,COUNTER
2026.01.07 05:20_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 05:20:00,1767763200069,2026.01.07 05:20:00,BUY,OK,5,20,3,4479.83,4480.04,4479.93,21.0,0.4688,4475.16427284,4475.42629857,4476.09541827,4475.82572597,93.11,39.94,26.97,0.6020,0.6020,434.93,9.7084,0.048284,4474.72,4480.21,4472.68,4479.82,BULLISH,510.00,753.00,0.677291,1.731319,9.8091,9.8091,4480.76289178,4479.80809305,4480.18737828,4479.60855999,-57.55,-19.95,57.88,1.2920,BULLISH,ALIGNED
2026.01.07 06:05_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 06:05:00,1767765900054,2026.01.07 06:05:00,SELL,OK,6,5,3,4473.10,4473.26,4473.18,16.0,0.3577,4476.45576223,4476.34346392,4475.78460979,4476.04860357,-67.12,-29.49,-26.40,-0.5902,0.5902,352.86,7.8883,0.045344,4474.75,4476.10,4472.45,4473.10,BEARISH,165.00,365.00,0.452055,1.034413,-8.4657,8.4657,4479.69052961,4479.44022781,4479.22000298,4479.25629731,-47.05,-18.39,-3.63,-0.0811,BEARISH,ALIGNED
2026.01.07 09:45_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 09:45:00,1767779100029,2026.01.07 09:45:00,BUY,OK,9,45,3,4458.92,4459.04,4458.98,12.0,0.2691,4453.31428396,4453.54136316,4454.43542717,4454.03033014,112.11,48.90,40.51,0.9085,0.9085,438.29,9.8293,0.027379,4459.01,4460.07,4456.66,4458.92,BEARISH,9.00,341.00,0.026393,0.778031,9.0462,9.0462,4461.44749767,4469.77942243,4461.20678361,4469.35356273,-24.07,-42.59,-814.68,-18.2705,BEARISH,COUNTER
2026.01.07 12:30_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 12:30:00,1767789000507,2026.01.07 12:30:00,SELL,OK,12,30,3,4459.88,4460.05,4459.97,17.0,0.3812,4464.21898855,4463.96485719,4463.35719084,4463.59623381,-86.18,-36.86,-23.90,-0.5360,0.5360,322.36,7.2278,0.052737,4464.36,4464.74,4458.79,4459.91,BEARISH,445.00,595.00,0.747899,1.845779,-10.9971,10.9971,4463.23018189,4467.75066271,4462.91397409,4467.44318574,-31.62,-30.75,-452.92,-10.1553,BEARISH,ALIGNED
2026.01.07 12:45_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 12:45:00,1767789900275,2026.01.07 12:45:00,BUY,OK,12,45,3,4466.08,4466.25,4466.16,17.0,0.3806,4463.67380214,4463.70176348,4464.15904171,4463.91978498,48.52,21.80,23.93,0.5357,0.5357,320.79,7.1826,0.052995,4464.78,4467.41,4464.70,4466.10,BULLISH,132.00,271.00,0.487085,0.844801,13.8792,13.8792,4462.91397409,4467.44318574,4463.21740513,4467.39051179,30.34,-5.27,-417.31,-9.3438,BEARISH,COUNTER
2026.01.07 13:15_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 13:15:00,1767791700254,2026.01.07 13:15:00,SELL,OK,13,15,3,4461.78,4461.95,4461.86,17.0,0.3810,4464.16208599,4464.09668712,4463.70566879,4463.89517011,-45.64,-20.15,-18.95,-0.4247,0.4247,284.07,6.3667,0.059844,4462.47,4463.27,4461.24,4461.88,BEARISH,59.00,203.00,0.290640,0.714609,-5.9133,5.9133,4463.34146178,4467.27794270,4463.20227495,4467.06625867,-13.92,-21.17,-386.40,-8.6600,BEARISH,ALIGNED
2026.01.07 16:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 16:05:00,1767801900023,2026.01.07 16:05:00,BUY,OK,16,5,3,4452.72,4452.76,4452.74,4.0,0.0898,4446.32855877,4446.48561759,4447.60684702,4447.05237962,127.83,56.68,55.45,1.2452,1.2452,758.57,17.0361,0.005273,4452.89,4454.34,4449.80,4452.72,BEARISH,17.00,454.00,0.037445,0.598493,12.3898,12.3898,4452.10823373,4460.23770345,4452.18268766,4459.94955822,7.45,-28.81,-776.69,-17.4429,BEARISH,COUNTER
2026.01.07 16:30_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 16:30:00,1767803400041,2026.01.07 16:30:00,SELL,OK,16,30,3,4444.65,4444.80,4444.73,15.0,0.3375,4447.60250054,4447.26524734,4447.01200043,4447.02749758,-59.05,-23.77,-1.55,-0.0349,0.0349,629.00,14.1516,0.023847,4445.49,4446.44,4442.79,4444.65,BEARISH,84.00,365.00,0.230137,0.580286,-5.7564,5.7564,4451.70909836,4459.44996770,4451.03680327,4458.86957681,-67.23,-58.04,-783.28,-17.6226,BEARISH,ALIGNED
2026.01.07 16:35_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 16:35:00,1767803700016,2026.01.07 16:35:00,BUY,OK,16,35,3,4449.39,4449.52,4449.45,13.0,0.2922,4447.01200043,4447.02749758,4447.50360034,4447.24954325,49.16,22.20,25.41,0.5710,0.5710,620.86,13.9536,0.020939,4444.65,4450.39,4440.75,4449.47,BULLISH,482.00,964.00,0.500000,1.552692,-0.8540,-0.8540,4451.70909836,4459.44996770,4451.03680327,4458.86957681,-67.23,-58.04,-783.28,-17.6039,BEARISH,COUNTER
2026.01.07 16:40_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 16:40:00,1767804000018,2026.01.07 16:40:00,SELL,OK,16,40,3,4441.04,4441.22,4441.13,18.0,0.4053,4447.50360034,4447.24954325,4446.21888028,4446.68867568,-128.47,-56.09,-46.98,-1.0578,1.0578,691.64,15.5736,0.026025,4449.39,4452.28,4435.79,4441.08,BEARISH,831.00,1649.00,0.503942,2.384178,-9.9202,9.9202,4451.70909836,4459.44996770,4451.03680327,4458.86957681,-67.23,-58.04,-783.28,-17.6369,BEARISH,ALIGNED
2026.01.07 18:00_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 18:00:00,1767808800043,2026.01.07 18:00:00,BUY,OK,18,0,3,4446.07,4446.23,4446.15,16.0,0.3599,4442.56049278,4442.67945673,4443.26439422,4442.98859703,70.39,30.91,27.58,0.6203,0.6203,781.29,17.5722,0.020479,4442.98,4446.24,4441.88,4446.08,BULLISH,310.00,436.00,0.711009,0.558054,8.8471,8.8471,4446.66657495,4455.44748422,4446.61071067,4455.08013190,-5.59,-36.74,-846.94,-19.0489,BEARISH,COUNTER
2026.01.07 20:05_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 20:05:00,1767816300014,2026.01.07 20:05:00,SELL,OK,20,5,3,4450.59,4450.74,4450.66,15.0,0.3370,4456.86176333,4456.76500570,4455.60741066,4456.20364155,-125.44,-56.14,-59.62,-1.3396,1.3396,388.71,8.7338,0.038589,4452.01,4452.98,4448.18,4450.59,BEARISH,142.00,480.00,0.295833,1.234840,-14.5387,14.5387,4452.92625144,4456.04342910,4452.83898940,4455.88525541,-8.73,-15.82,-304.63,-6.8445,BEARISH,ALIGNED
2026.01.07 21:55_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 21:55:00,1767822900076,2026.01.07 21:55:00,BUY,OK,21,55,3,4457.63,4457.67,4457.65,4.0,0.0897,4452.76912529,4453.07328164,4453.74130023,4453.48752876,97.22,41.42,25.38,0.5693,0.5693,377.79,8.4750,0.010588,4453.12,4457.78,4452.42,4457.63,BULLISH,451.00,536.00,0.841418,1.418794,5.8361,5.8361,4452.32211010,4455.00228714,4452.41429009,4454.93513862,9.22,-6.71,-252.08,-5.6551,BEARISH,COUNTER
2026.01.07 23:10_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.07 23:10:00,1767827400165,2026.01.07 23:10:00,SELL,OK,23,10,3,4452.91,4453.18,4453.05,27.0,0.6063,4455.93651929,4455.88262767,4455.33121544,4455.61238879,-60.53,-27.02,-28.12,-0.6314,0.6314,355.57,7.9849,0.075934,4453.39,4453.64,4452.12,4452.91,BEARISH,48.00,152.00,0.315789,0.427481,-12.9410,12.9410,4454.09129806,4455.31572527,4453.89879349,4455.18844193,-19.25,-12.73,-128.96,-2.8961,BEARISH,ALIGNED
2026.01.08 01:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 01:05:00,1767834300018,2026.01.08 01:05:00,BUY,OK,1,5,4,4462.12,4462.39,4462.26,27.0,0.6051,4454.44257712,4454.64343999,4455.96006170,4455.31494545,151.75,67.15,64.51,1.4457,1.4457,277.50,6.2188,0.097297,4456.15,4462.57,4456.15,4462.03,BULLISH,588.00,642.00,0.915888,2.313514,20.4360,20.4360,4453.69772859,4454.95645147,4453.93127825,4455.00325730,23.35,4.68,-107.20,-2.4023,BEARISH,COUNTER
