join_key,symbol,entry_timeframe,context_timeframe,signal_time,signal_time_msc,signal_bar_time,side,context_status,server_hour,server_minute,server_day_of_week,entry_bid,entry_ask,entry_mid,spread_points,spread_bps,m5_fast_ema_bar2,m5_slow_ema_bar2,m5_fast_ema_bar1,m5_slow_ema_bar1,m5_fast_slope_points,m5_slow_slope_points,m5_ema_separation_points,m5_ema_separation_bps,m5_signal_separation_bps,m5_atr_points,m5_atr_bps,spread_to_atr_ratio,m5_bar1_open,m5_bar1_high,m5_bar1_low,m5_bar1_close,m5_bar1_direction,m5_bar1_body_points,m5_bar1_range_points,m5_bar1_body_to_range,m5_bar1_range_to_atr,m5_momentum_3bar_bps,m5_signal_momentum_3bar_bps,m15_fast_ema_bar2,m15_slow_ema_bar2,m15_fast_ema_bar1,m15_slow_ema_bar1,m15_fast_slope_points,m15_slow_slope_points,m15_ema_separation_points,m15_ema_separation_bps,m15_trend,m15_signal_alignment
2026.01.08 02:40_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 02:40:00,1767840000064,2026.01.08 02:40:00,SELL,OK,2,40,4,4454.06,4454.10,4454.08,4.0,0.0898,4460.63809123,4460.28896329,4459.32247298,4459.72269390,-131.56,-56.63,-40.02,-0.8985,0.8985,309.71,6.9535,0.012915,4457.95,4457.95,4451.64,4454.06,BEARISH,389.00,631.00,0.616482,2.037362,-10.0929,10.0929,4457.40490303,4456.37962878,4457.36729322,4456.40434922,-3.76,2.47,96.29,2.1619,BULLISH,COUNTER
2026.01.08 08:45_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 08:45:00,1767861900105,2026.01.08 08:45:00,BUY,OK,8,45,4,4435.77,4435.92,4435.85,15.0,0.3382,4426.92139193,4427.07142793,4428.69111355,4427.86220721,176.97,79.08,82.89,1.8687,1.8687,650.36,14.6614,0.023064,4434.84,4436.55,4433.90,4435.77,BULLISH,93.00,265.00,0.350943,0.407468,21.8477,21.8477,4434.72420623,4443.94380942,4434.82380564,4443.62326787,9.96,-32.05,-879.95,-19.8372,BEARISH,COUNTER
2026.01.08 10:05_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 10:05:00,1767866700025,2026.01.08 10:05:00,SELL,OK,10,5,4,4425.75,4425.94,4425.84,19.0,0.4293,4432.33791981,4431.88336660,4431.03233585,4431.33124236,-130.56,-55.21,-29.89,-0.6754,0.6754,425.79,9.6204,0.044623,4430.96,4431.77,4425.81,4425.81,BEARISH,515.00,596.00,0.864094,1.399765,-8.4659,8.4659,4434.63387917,4442.24364085,4434.28398591,4441.80114513,-34.99,-44.25,-751.72,-16.9847,BEARISH,ALIGNED
2026.01.08 11:10_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 11:10:00,1767870600130,2026.01.08 11:10:00,BUY,OK,11,10,4,4432.88,4433.05,4432.97,17.0,0.3835,4427.82206153,4428.40429177,4428.83364922,4428.81117434,101.16,40.69,2.25,0.0507,0.0507,504.43,11.3790,0.033702,4431.42,4434.56,4430.92,4432.88,BULLISH,146.00,364.00,0.401099,0.721609,11.7895,11.7895,4431.73250614,4439.84941692,4431.72464841,4439.52787116,-0.79,-32.15,-780.32,-17.6027,BEARISH,COUNTER
2026.01.08 11:20_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 11:20:00,1767871200003,2026.01.08 11:20:00,SELL,OK,11,20,4,4426.51,4426.61,4426.56,10.0,0.2259,4429.25691938,4429.00561303,4428.74153550,4428.79419367,-51.54,-21.14,-5.27,-0.1190,0.1190,482.57,10.9017,0.020722,4430.95,4431.33,4426.08,4426.68,BEARISH,427.00,525.00,0.813333,1.087922,-10.7189,10.7189,4431.72464841,4439.52787116,4431.65087238,4439.19148405,-7.38,-33.64,-754.06,-17.0349,BEARISH,ALIGNED
2026.01.08 11:30_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 11:30:00,1767871800018,2026.01.08 11:30:00,BUY,OK,11,30,4,4430.37,4430.43,4430.40,6.0,0.1354,4428.51322840,4428.68563061,4428.88458272,4428.83875510,37.14,15.31,4.58,0.1034,0.1034,437.21,9.8685,0.013723,4427.60,4431.16,4427.56,4430.37,BULLISH,277.00,360.00,0.769444,0.823395,-1.3090,-1.3090,4431.65087238,4439.19148405,4431.52888453,4438.84554350,-12.20,-34.59,-731.67,-16.5147,BEARISH,COUNTER
2026.01.08 12:20_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 12:20:00,1767874800039,2026.01.08 12:20:00,SELL,OK,12,20,4,4424.39,4424.53,4424.46,14.0,0.3164,4430.44534514,4430.17728291,4429.23427611,4429.65116628,-121.11,-52.61,-41.69,-0.9422,0.9422,342.71,7.7459,0.040850,4429.35,4430.68,4424.31,4424.39,BEARISH,496.00,637.00,0.778650,1.858691,-13.0920,13.0920,4431.78137713,4438.39062282,4431.54981741,4438.03608859,-23.16,-35.45,-648.63,-14.6600,BEARISH,ALIGNED
2026.01.08 12:45_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 12:45:00,1767876300247,2026.01.08 12:45:00,BUY,OK,12,45,4,4432.61,4432.77,4432.69,16.0,0.3610,4429.23906349,4429.39294193,4429.91325080,4429.68540176,67.42,29.25,22.78,0.5140,0.5140,340.43,7.6800,0.047000,4432.20,4434.88,4431.99,4432.61,BULLISH,41.00,289.00,0.141869,0.848930,17.9901,17.9901,4430.89269194,4437.51114394,4431.05624509,4437.31894222,16.36,-19.22,-626.27,-14.1284,BEARISH,COUNTER
2026.01.08 13:20_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 13:20:00,1767878400132,2026.01.08 13:20:00,SELL,OK,13,20,4,4428.81,4428.98,4428.90,17.0,0.3838,4430.29905634,4430.13063737,4430.00124507,4430.01057943,-29.78,-12.01,-0.93,-0.0211,0.0211,349.29,7.8865,0.048671,4428.31,4429.56,4427.05,4428.81,BULLISH,50.00,251.00,0.199203,0.718609,-7.5133,7.5133,4431.26898365,4437.16094448,4430.98812806,4436.81424078,-28.09,-34.67,-582.61,-13.1548,BEARISH,ALIGNED
2026.01.08 14:50_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 14:50:00,1767883800008,2026.01.08 14:50:00,BUY,OK,14,50,4,4428.51,4428.63,4428.57,12.0,0.2710,4423.10410138,4423.75048561,4424.18928111,4424.18498692,108.52,43.45,0.43,0.0097,0.0097,527.43,11.9097,0.022752,4429.03,4430.35,4426.67,4428.53,BEARISH,50.00,368.00,0.135870,0.697725,10.1943,10.1943,4427.14080197,4434.04092142,4427.32263035,4433.84519901,18.18,-19.57,-652.26,-14.7284,BEARISH,COUNTER
2026.01.08 15:10_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 15:10:00,1767885000010,2026.01.08 15:10:00,SELL,OK,15,10,4,4418.68,4418.82,4418.75,14.0,0.3168,4425.07171193,4424.67415245,4423.79336954,4424.12922950,-127.83,-54.49,-33.59,-0.7601,0.7601,570.93,12.9206,0.024521,4423.81,4424.02,4418.21,4418.68,BEARISH,513.00,581.00,0.882960,1.017640,-19.3574,19.3574,4427.32263035,4433.84519901,4427.36142746,4433.60538728,3.88,-23.98,-624.40,-14.1306,BEARISH,ALIGNED
2026.01.08 15:25_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 15:25:00,1767885900026,2026.01.08 15:25:00,BUY,OK,15,25,4,4432.23,4432.27,4432.25,4.0,0.0902,4423.66335651,4423.97928058,4425.37668521,4424.72934598,171.33,75.01,64.73,1.4605,1.4605,543.64,12.2656,0.007358,4425.77,4433.13,4425.77,4432.23,BULLISH,646.00,736.00,0.877717,1.353830,30.6653,30.6653,4427.36142746,4433.60538728,4426.70891056,4433.09184268,-65.25,-51.35,-638.29,-14.4011,BEARISH,COUNTER
2026.01.08 16:15_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 16:15:00,1767888900003,2026.01.08 16:15:00,SELL,OK,16,15,4,4423.48,4423.58,4423.53,10.0,0.2261,4426.10553228,4426.10444568,4425.58042582,4425.86585971,-52.51,-23.86,-28.54,-0.6453,0.6453,628.79,14.2146,0.015904,4423.76,4428.05,4422.22,4423.48,BEARISH,28.00,583.00,0.048027,0.927184,-0.7234,0.7234,4427.61316462,4432.78889793,4427.21952989,4432.42384311,-39.36,-36.51,-520.43,-11.7651,BEARISH,ALIGNED
2026.01.08 16:25_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 16:25:00,1767889500014,2026.01.08 16:25:00,BUY,OK,16,25,4,4429.00,4429.10,4429.05,10.0,0.2258,4425.93834066,4426.00259974,4426.55267253,4426.27599976,61.43,27.34,27.67,0.6247,0.6247,681.79,15.3935,0.014667,4427.37,4429.16,4420.60,4429.01,BULLISH,164.00,856.00,0.191589,1.255526,11.8677,11.8677,4427.61316462,4432.78889793,4427.21952989,4432.42384311,-39.36,-36.51,-520.43,-11.7504,BEARISH,COUNTER
2026.01.08 20:20_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 20:20:00,1767903600015,2026.01.08 20:20:00,SELL,OK,20,20,4,4453.29,4453.37,4453.33,8.0,0.1796,4458.53929036,4457.97278508,4457.48943228,4457.54707735,-104.99,-42.57,-5.76,-0.1294,0.1294,326.93,7.3412,0.024470,4453.94,4456.57,4453.28,4453.29,BEARISH,65.00,329.00,0.197568,1.006336,-10.0723,10.0723,4448.84207488,4441.51859369,4449.32663918,4442.00531550,48.46,48.67,732.13,16.4401,BULLISH,COUNTER
2026.01.08 22:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.08 22:05:00,1767909900033,2026.01.08 22:05:00,BUY,OK,22,5,4,4458.06,4458.26,4458.16,20.0,0.4486,4450.99131632,4451.62529745,4452.40505305,4452.21027041,141.37,58.50,19.48,0.4369,0.4369,292.86,6.5690,0.068293,4452.08,4458.07,4451.47,4458.06,BULLISH,598.00,660.00,0.906061,2.253659,14.9391,14.9391,4449.60825625,4443.71769043,4449.84746994,4444.04719276,23.92,32.95,580.03,13.0105,BULLISH,ALIGNED
2026.01.09 02:20_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 02:20:00,1767925200050,2026.01.09 02:20:00,SELL,OK,2,20,5,4471.76,4471.96,4471.86,20.0,0.4472,4474.70459488,4474.50040084,4474.11567590,4474.25127349,-58.89,-24.91,-13.56,-0.3032,0.3032,250.86,5.6097,0.079727,4471.61,4472.77,4470.42,4471.76,BULLISH,15.00,235.00,0.063830,0.936788,-6.5256,6.5256,4467.41249668,4455.63523159,4467.81225890,4456.26169310,39.98,62.65,1155.06,25.8294,BULLISH,COUNTER
2026.01.09 04:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 04:05:00,1767931500034,2026.01.09 04:05:00,BUY,OK,4,5,5,4475.44,4475.66,4475.55,22.0,0.4916,4463.49506392,4464.17001926,4465.88405113,4465.19456297,238.90,102.45,68.95,1.5406,1.5406,521.21,11.6458,0.042209,4468.90,4475.88,4468.81,4475.44,BULLISH,654.00,707.00,0.925035,1.356448,23.9207,23.9207,4465.25724613,4457.56992335,4465.60512745,4458.01463224,34.79,44.47,759.05,16.9599,BULLISH,ALIGNED
2026.01.09 05:15_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 05:15:00,1767935700009,2026.01.09 05:15:00,SELL,OK,5,15,5,4464.31,4464.51,4464.41,20.0,0.4480,4468.39480053,4468.27004816,4467.57784043,4467.91004378,-81.70,-36.00,-33.22,-0.7441,0.7441,409.93,9.1821,0.048789,4465.36,4465.46,4462.29,4464.31,BEARISH,105.00,317.00,0.331230,0.773305,-11.5450,11.5450,4467.59024056,4460.03438025,4467.27783670,4460.20205162,-31.24,16.77,707.58,15.8493,BULLISH,COUNTER
2026.01.09 07:35_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 07:35:00,1767944100036,2026.01.09 07:35:00,BUY,OK,7,35,5,4470.94,4471.12,4471.03,18.0,0.4026,4463.06494528,4463.64290687,4464.63995622,4464.30627897,157.50,66.34,33.37,0.7463,0.7463,324.64,7.2610,0.055446,4464.67,4470.94,4464.48,4470.94,BULLISH,627.00,646.00,0.970588,1.989879,16.2422,16.2422,4465.17266220,4461.09379641,4465.12098009,4461.23247106,-5.17,13.87,388.85,8.6971,BULLISH,ALIGNED
2026.01.09 10:40_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 10:40:00,1767955200030,2026.01.09 10:40:00,SELL,OK,10,40,5,4466.73,4466.92,4466.82,19.0,0.4254,4472.41335417,4471.97757496,4471.27668333,4471.50052269,-113.67,-47.71,-22.38,-0.5011,0.5011,339.71,7.6053,0.055929,4470.38,4470.40,4466.49,4466.73,BEARISH,365.00,391.00,0.933504,1.150967,-16.2718,16.2718,4469.46084895,4464.85458682,4469.82362524,4465.18460302,36.28,33.00,463.90,10.3855,BULLISH,COUNTER
2026.01.09 11:15_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 11:15:00,1767957300002,2026.01.09 11:15:00,BUY,OK,11,15,5,4474.74,4474.93,4474.84,19.0,0.4246,4469.79802144,4470.36106872,4470.78641715,4470.75915338,98.84,39.81,2.73,0.0609,0.0609,315.36,7.0473,0.060249,4471.46,4474.99,4471.46,4474.74,BULLISH,328.00,353.00,0.929178,1.119366,13.8075,13.8075,4469.44024651,4465.37672121,4469.94498494,4465.74390861,50.47,36.72,420.11,9.3882,BULLISH,ALIGNED
2026.01.09 12:30_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 12:30:00,1767961800054,2026.01.09 12:30:00,SELL,OK,12,30,5,4469.07,4469.25,4469.16,18.0,0.4028,4472.35990872,4472.11999842,4471.70192698,4471.84272584,-65.80,-27.73,-14.08,-0.3150,0.3150,245.57,5.4948,0.073298,4471.67,4471.93,4469.07,4469.07,BEARISH,260.00,286.00,0.909091,1.164631,-6.5742,6.5742,4470.66394189,4466.69375801,4470.51213790,4466.78694397,-15.18,9.32,372.52,8.3353,BULLISH,COUNTER
2026.01.09 13:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 13:05:00,1767963900127,2026.01.09 13:05:00,BUY,OK,13,5,5,4473.70,4473.88,4473.79,18.0,0.4023,4471.07936979,4471.33716325,4471.60349583,4471.55196659,52.41,21.48,5.15,0.1152,0.1152,258.71,5.7829,0.069575,4472.62,4474.75,4472.62,4473.70,BULLISH,108.00,213.00,0.507042,0.823302,11.2337,11.2337,4470.38812477,4466.88196578,4470.60068431,4467.10698673,21.26,22.50,349.37,7.8093,BULLISH,ALIGNED
2026.01.09 13:10_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 13:10:00,1767964200029,2026.01.09 13:10:00,SELL,OK,13,10,5,4470.25,4470.41,4470.33,16.0,0.3579,4471.60349583,4471.55196659,4471.33279666,4471.43360599,-27.07,-11.84,-10.08,-0.2255,0.2255,276.14,6.1772,0.057941,4473.70,4474.13,4469.92,4470.25,BEARISH,345.00,421.00,0.819477,1.524573,-3.1979,3.1979,4470.38812477,4466.88196578,4470.60068431,4467.10698673,21.26,22.50,349.37,7.8153,BULLISH,COUNTER
2026.01.09 13:20_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 13:20:00,1767964800010,2026.01.09 13:20:00,BUY,OK,13,20,5,4472.28,4472.44,4472.36,16.0,0.3578,4471.48623733,4471.49418726,4471.64498986,4471.56562478,15.88,7.14,7.94,0.1775,0.1775,258.43,5.7783,0.061913,4472.10,4473.00,4471.53,4472.28,BULLISH,18.00,147.00,0.122449,0.568823,-3.1741,-3.1741,4470.60068431,4467.10698673,4470.74347628,4467.30279117,14.28,19.58,344.07,7.6932,BULLISH,ALIGNED
2026.01.09 13:35_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 13:35:00,1767965700163,2026.01.09 13:35:00,SELL,OK,13,35,5,4470.79,4470.94,4470.86,15.0,0.3355,4471.55919351,4471.54729321,4471.40535481,4471.47844837,-15.38,-6.88,-7.31,-0.1635,0.1635,245.79,5.4975,0.061029,4470.66,4471.33,4469.26,4470.79,BULLISH,13.00,207.00,0.062802,0.842197,-3.3316,3.3316,4470.74347628,4467.30279117,4470.73552616,4467.43444642,-0.80,13.17,330.11,7.3835,BULLISH,COUNTER
2026.01.09 13:50_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 13:50:00,1767966600073,2026.01.09 13:50:00,BUY,OK,13,50,5,4472.33,4472.49,4472.41,16.0,0.3577,4471.33222708,4471.43723006,4471.53178166,4471.51839096,19.96,8.12,1.34,0.0299,0.0299,241.71,5.4046,0.066194,4470.66,4472.40,4468.73,4472.33,BULLISH,167.00,367.00,0.455041,1.518322,3.4446,3.4446,4470.73552616,4467.43444642,4470.72833319,4467.56093872,-0.72,12.65,316.74,7.0821,BULLISH,ALIGNED
2026.01.09 14:30_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 14:30:00,1767969000039,2026.01.09 14:30:00,SELL,OK,14,30,5,4467.70,4467.88,4467.79,18.0,0.4029,4473.48391399,4472.90852121,4472.33113120,4472.43683747,-115.28,-47.17,-10.57,-0.2366,0.2366,291.00,6.5133,0.061856,4470.67,4471.19,4467.04,4467.72,BEARISH,295.00,415.00,0.710843,1.426117,-14.5500,14.5500,4471.46264917,4468.11707569,4471.10620639,4468.10150409,-35.64,-1.56,300.47,6.7253,BULLISH,COUNTER
2026.01.09 15:35_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 15:35:00,1767972900013,2026.01.09 15:35:00,BUY,OK,15,35,5,4487.04,4487.23,4487.14,19.0,0.4234,4469.12399272,4469.48812989,4472.70719418,4471.08375444,358.32,159.56,162.34,3.6180,3.6180,689.07,15.3566,0.027573,4472.57,4488.56,4458.95,4487.04,BULLISH,1447.00,2961.00,0.488686,4.297087,52.2209,52.2209,4469.93714174,4467.92799945,4470.18789014,4468.11003868,25.07,18.20,207.79,4.6307,BULLISH,ALIGNED
2026.01.09 19:50_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 19:50:00,1767988200071,2026.01.09 19:50:00,SELL,OK,19,50,5,4497.72,4497.92,4497.82,20.0,0.4447,4505.56954504,4505.19392915,4503.99963604,4504.51448105,-156.99,-67.94,-51.48,-1.1447,1.1447,440.14,9.7857,0.045440,4501.97,4503.35,4497.04,4497.72,BEARISH,425.00,631.00,0.673534,1.433625,-22.9588,22.9588,4496.10348268,4483.65568027,4496.66124623,4484.37349673,55.78,71.78,1228.77,27.3193,BULLISH,COUNTER
2026.01.09 21:30_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.09 21:30:00,1767994200018,2026.01.09 21:30:00,BUY,OK,21,30,5,4498.87,4499.04,4498.95,17.0,0.3779,4497.68458813,4497.71408210,4497.92167050,4497.81916555,23.71,10.51,10.25,0.2278,0.2278,422.36,9.3879,0.040250,4501.52,4501.68,4498.09,4498.87,BEARISH,265.00,359.00,0.738162,0.849992,3.9359,3.9359,4495.78096398,4486.49652590,4496.07515789,4486.98176018,29.42,48.52,909.34,20.2122,BULLISH,ALIGNED
2026.01.12 04:25_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 04:25:00,1768191900156,2026.01.12 04:25:00,SELL,OK,4,25,1,4567.40,4567.55,4567.48,15.0,0.3284,4571.10560507,4570.91252262,4570.36448406,4570.59320238,-74.11,-31.93,-22.87,-0.5008,0.5008,690.07,15.1084,0.021737,4568.47,4570.23,4566.26,4567.40,BEARISH,107.00,397.00,0.269521,0.575303,-1.6199,1.6199,4548.55911463,4520.74260900,4550.32015133,4522.55858511,176.10,181.60,2776.16,60.7810,BULLISH,COUNTER
2026.01.12 04:45_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 04:45:00,1768193100045,2026.01.12 04:45:00,BUY,OK,4,45,1,4578.77,4578.97,4578.87,20.0,0.4368,4570.46405584,4570.50946836,4572.11924467,4571.25769851,165.52,74.82,86.15,1.8816,1.8816,633.57,13.8369,0.031567,4573.60,4579.11,4573.23,4578.74,BULLISH,514.00,588.00,0.874150,0.928072,27.6164,27.6164,4551.82585121,4524.26726805,4554.38910347,4526.40345362,256.33,213.62,2798.56,61.1191,BULLISH,ALIGNED
2026.01.12 06:00_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 06:00:00,1768197600009,2026.01.12 06:00:00,SELL,OK,6,0,1,4570.68,4570.89,4570.78,21.0,0.4594,4574.92138008,4574.75487632,4574.06910406,4574.38261484,-85.23,-37.23,-31.35,-0.6859,0.6859,403.79,8.8341,0.052008,4573.26,4573.96,4569.36,4570.66,BEARISH,260.00,460.00,0.565217,1.139218,-4.7017,4.7017,4561.96242653,4533.95058591,4562.79076686,4535.39017077,82.83,143.96,2740.06,59.9472,BULLISH,COUNTER
2026.01.12 07:30_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 07:30:00,1768203000080,2026.01.12 07:30:00,BUY,OK,7,30,1,4572.53,4572.72,4572.63,19.0,0.4155,4570.22428965,4570.32542090,4570.68743172,4570.52674627,46.31,20.13,16.07,0.3514,0.3514,331.50,7.2497,0.057315,4572.63,4573.96,4571.45,4572.54,BEARISH,9.00,251.00,0.035857,0.757164,5.2734,5.2734,4565.17647822,4541.44942859,4565.87776601,4542.66866669,70.13,121.92,2320.91,50.7566,BULLISH,ALIGNED
2026.01.12 12:35_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 12:35:00,1768221300028,2026.01.12 12:35:00,SELL,OK,12,35,1,4587.52,4587.67,4587.60,15.0,0.3270,4591.33639269,4591.09013791,4590.57311415,4590.76557992,-76.33,-32.46,-19.25,-0.4195,0.4195,390.21,8.5059,0.038440,4592.44,4594.61,4586.74,4587.52,BEARISH,492.00,787.00,0.625159,2.016841,-3.7261,3.7261,4585.04631588,4566.01708633,4585.75047627,4567.05327902,70.42,103.62,1869.72,40.7560,BULLISH,COUNTER
2026.01.12 12:50_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 12:50:00,1768222200092,2026.01.12 12:50:00,BUY,OK,12,50,1,4592.34,4592.48,4592.41,14.0,0.3049,4590.63439306,4590.77378506,4590.96751445,4590.91253187,33.31,13.87,5.50,0.1197,0.1197,413.93,9.0133,0.033822,4589.77,4593.20,4589.54,4592.30,BULLISH,253.00,366.00,0.691257,0.884211,10.4196,10.4196,4585.75047627,4567.05327902,4586.13328806,4567.94413082,38.28,89.09,1818.92,39.6070,BULLISH,ALIGNED
2026.01.12 13:25_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 13:25:00,1768224300041,2026.01.12 13:25:00,SELL,OK,13,25,1,4588.22,4588.40,4588.31,18.0,0.3923,4591.52735547,4591.40124243,4590.86988437,4591.11385675,-65.75,-28.74,-24.40,-0.5317,0.5317,352.21,7.6763,0.051105,4589.87,4590.08,4586.59,4588.24,BEARISH,163.00,349.00,0.467049,0.990874,-8.4710,8.4710,4586.90345110,4568.97455707,4587.29550338,4569.83908424,39.21,86.45,1745.64,38.0454,BULLISH,COUNTER
2026.01.12 15:00_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 15:00:00,1768230000020,2026.01.12 15:00:00,BUY,OK,15,0,1,4590.45,4590.57,4590.51,12.0,0.2614,4585.76733922,4586.32738943,4586.70387138,4586.70217221,93.65,37.48,0.17,0.0037,0.0037,323.64,7.0503,0.037078,4588.76,4590.67,4587.63,4590.45,BULLISH,169.00,304.00,0.555921,0.939307,9.2888,9.2888,4586.44639065,4573.18906329,4586.82768677,4573.86596277,38.13,67.69,1296.17,28.2359,BULLISH,ALIGNED
2026.01.12 16:30_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 16:30:00,1768235400012,2026.01.12 16:30:00,SELL,OK,16,30,1,4586.56,4586.61,4586.59,5.0,0.1090,4601.81899962,4600.94556092,4598.76719970,4599.63778265,-305.18,-130.78,-87.06,-1.8981,1.8981,737.14,16.0717,0.006783,4596.96,4597.73,4584.92,4586.56,BEARISH,1040.00,1281.00,0.811866,1.737791,-21.4298,21.4298,4594.52574587,4579.78606694,4593.76710341,4580.05171138,-75.86,26.56,1371.54,29.9033,BULLISH,COUNTER
2026.01.12 16:40_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 16:40:00,1768236000035,2026.01.12 16:40:00,BUY,OK,16,40,1,4610.79,4610.93,4610.86,14.0,0.3036,4598.63175976,4599.49707514,4601.06340781,4600.52370467,243.16,102.66,53.97,1.1705,1.1705,908.79,19.7097,0.015405,4598.09,4611.41,4592.24,4610.79,BULLISH,1270.00,1917.00,0.662493,2.109408,30.1942,30.1942,4594.52574587,4579.78606694,4593.76710341,4580.05171138,-75.86,26.56,1371.54,29.7458,BULLISH,ALIGNED
2026.01.12 19:10_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 19:10:00,1768245000002,2026.01.12 19:10:00,SELL,OK,19,10,1,4614.19,4614.39,4614.29,20.0,0.4334,4617.58376833,4617.50404856,4616.90501467,4617.20277141,-67.88,-30.13,-29.78,-0.6453,0.6453,491.50,10.6517,0.040692,4615.96,4617.55,4613.66,4614.19,BEARISH,177.00,389.00,0.455013,0.791455,-5.9780,5.9780,4607.98468888,4591.26393777,4608.83948041,4592.27162648,85.48,100.77,1656.79,35.9055,BULLISH,COUNTER
2026.01.12 21:25_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 21:25:00,1768253100024,2026.01.12 21:25:00,BUY,OK,21,25,1,4614.81,4614.99,4614.90,18.0,0.3900,4611.16251249,4611.36914466,4611.89200999,4611.68194969,72.95,31.28,21.01,0.4552,0.4552,423.64,9.1799,0.042489,4614.50,4614.93,4612.67,4614.81,BULLISH,31.00,226.00,0.137168,0.533468,5.7674,5.7674,4609.94928272,4597.47397706,4610.31506532,4598.11382110,36.58,63.98,1220.12,26.4388,BULLISH,ALIGNED
2026.01.12 22:05_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.12 22:05:00,1768255500020,2026.01.12 22:05:00,SELL,OK,22,5,1,4604.07,4604.27,4604.17,20.0,0.4344,4613.45849410,4612.98860535,4611.58079528,4612.17782304,-187.77,-81.08,-59.70,-1.2967,1.2967,344.14,7.4746,0.058115,4611.24,4611.69,4603.30,4604.07,BEARISH,717.00,839.00,0.854589,2.437941,-19.7261,19.7261,4611.46425982,4599.53959418,4611.44290174,4599.99843362,-2.14,45.88,1144.45,24.8567,BULLISH,COUNTER
2026.01.13 02:20_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.13 02:20:00,1768270800155,2026.01.13 02:20:00,BUY,OK,2,20,2,4594.64,4594.85,4594.75,21.0,0.4570,4592.09522762,4592.23930986,4592.60418209,4592.45755442,50.90,21.82,14.66,0.3191,0.3191,604.36,13.1532,0.034748,4592.91,4595.90,4591.99,4594.64,BULLISH,173.00,391.00,0.442455,0.646968,0.0218,0.0218,4597.71899905,4597.10577759,4597.26099914,4596.94123729,-45.80,-16.45,31.98,0.6959,BULLISH,ALIGNED
