signal_id,symbol,timeframe,magic,signal_time,signal_bar_time,side,horizon_hours,target_time,observed_time,delay_seconds,status,entry_bid,entry_ask,entry_mid,entry_spread_points,future_bid,future_ask,future_mid,future_spread_points,mid_return_points,executable_return_points,mid_return_bps,executable_return_bps,fast_ema_bar2,slow_ema_bar2,fast_ema_bar1,slow_ema_bar1
2,XAUUSD,PERIOD_H1,26090401,2025.01.07 14:00:00,2025.01.07 14:00:00,BUY,12,2025.01.08 02:00:00,2025.01.08 02:00:00,0,OK,2648.50,2648.63,2648.57,13.0,2649.69,2649.84,2649.77,15.0,120.0,106.0,4.5308,4.0021,2639.27152487,2639.41938905,2640.14661774,2639.77392281
2,XAUUSD,PERIOD_H1,26090401,2025.01.07 14:00:00,2025.01.07 14:00:00,BUY,24,2025.01.08 14:00:00,2025.01.08 14:00:00,0,OK,2648.50,2648.63,2648.57,13.0,2650.75,2651.00,2650.88,25.0,231.0,212.0,8.7217,8.0041,2639.27152487,2639.41938905,2640.14661774,2639.77392281
3,XAUUSD,PERIOD_H1,26090401,2025.01.13 20:00:00,2025.01.13 20:00:00,SELL,1,2025.01.13 21:00:00,2025.01.13 21:00:00,0,OK,2660.95,2661.02,2660.98,7.0,2659.35,2659.40,2659.38,5.0,161.0,155.0,6.0504,5.8250,2677.42068066,2676.59068914,2675.84442536,2675.97419152
3,XAUUSD,PERIOD_H1,26090401,2025.01.13 20:00:00,2025.01.13 20:00:00,SELL,2,2025.01.13 22:00:00,2025.01.13 22:00:00,0,OK,2660.95,2661.02,2660.98,7.0,2658.95,2659.00,2658.97,5.0,201.0,195.0,7.5536,7.3282,2677.42068066,2676.59068914,2675.84442536,2675.97419152
3,XAUUSD,PERIOD_H1,26090401,2025.01.13 20:00:00,2025.01.13 20:00:00,SELL,4,2025.01.14 00:00:00,,,NO_TICK_NEAR_TARGET,2660.95,2661.02,2660.98,7.0,,,,,,,,,2677.42068066,2676.59068914,2675.84442536,2675.97419152
3,XAUUSD,PERIOD_H1,26090401,2025.01.13 20:00:00,2025.01.13 20:00:00,SELL,8,2025.01.14 04:00:00,2025.01.14 04:00:00,0,OK,2660.95,2661.02,2660.98,7.0,2670.77,2670.86,2670.82,9.0,-983.0,-991.0,-36.9412,-37.2423,2677.42068066,2676.59068914,2675.84442536,2675.97419152
3,XAUUSD,PERIOD_H1,26090401,2025.01.13 20:00:00,2025.01.13 20:00:00,SELL,12,2025.01.14 08:00:00,2025.01.14 08:00:00,0,OK,2660.95,2661.02,2660.98,7.0,2668.70,2668.75,2668.72,5.0,-774.0,-780.0,-29.0870,-29.3128,2677.42068066,2676.59068914,2675.84442536,2675.97419152
3,XAUUSD,PERIOD_H1,26090401,2025.01.13 20:00:00,2025.01.13 20:00:00,SELL,24,2025.01.14 20:00:00,2025.01.14 20:00:00,0,OK,2660.95,2661.02,2660.98,7.0,2669.11,2669.23,2669.17,12.0,-818.5,-828.0,-30.7593,-31.1167,2677.42068066,2676.59068914,2675.84442536,2675.97419152
4,XAUUSD,PERIOD_H1,26090401,2025.01.15 06:00:00,2025.01.15 06:00:00,BUY,1,2025.01.15 07:00:00,2025.01.15 07:00:00,0,OK,2676.03,2676.14,2676.09,11.0,2675.72,2675.84,2675.78,12.0,-30.5,-42.0,-1.1397,-1.5694,2671.75156568,2671.97471524,2672.16665467,2672.13688327
4,XAUUSD,PERIOD_H1,26090401,2025.01.15 06:00:00,2025.01.15 06:00:00,BUY,2,2025.01.15 08:00:00,2025.01.15 08:00:00,0,OK,2676.03,2676.14,2676.09,11.0,2679.39,2679.52,2679.45,13.0,337.0,325.0,12.5930,12.1444,2671.75156568,2671.97471524,2672.16665467,2672.13688327
4,XAUUSD,PERIOD_H1,26090401,2025.01.15 06:00:00,2025.01.15 06:00:00,BUY,4,2025.01.15 10:00:00,2025.01.15 10:00:00,0,OK,2676.03,2676.14,2676.09,11.0,2681.37,2681.42,2681.39,5.0,531.0,523.0,19.8424,19.5431,2671.75156568,2671.97471524,2672.16665467,2672.13688327
4,XAUUSD,PERIOD_H1,26090401,2025.01.15 06:00:00,2025.01.15 06:00:00,BUY,8,2025.01.15 14:00:00,2025.01.15 14:00:00,0,OK,2676.03,2676.14,2676.09,11.0,2686.82,2686.95,2686.89,13.0,1080.0,1068.0,40.3575,39.9082,2671.75156568,2671.97471524,2672.16665467,2672.13688327
4,XAUUSD,PERIOD_H1,26090401,2025.01.15 06:00:00,2025.01.15 06:00:00,BUY,12,2025.01.15 18:00:00,2025.01.15 18:00:00,0,OK,2676.03,2676.14,2676.09,11.0,2678.64,2678.73,2678.68,9.0,260.0,250.0,9.7157,9.3418,2671.75156568,2671.97471524,2672.16665467,2672.13688327
4,XAUUSD,PERIOD_H1,26090401,2025.01.15 06:00:00,2025.01.15 06:00:00,BUY,24,2025.01.16 06:00:00,2025.01.16 06:00:00,0,OK,2676.03,2676.14,2676.09,11.0,2697.26,2697.39,2697.32,13.0,2124.0,2112.0,79.3697,78.9196,2671.75156568,2671.97471524,2672.16665467,2672.13688327
5,XAUUSD,PERIOD_H1,26090401,2025.01.27 18:00:00,2025.01.27 18:00:00,SELL,1,2025.01.27 19:00:00,2025.01.27 19:00:00,0,OK,2741.95,2742.13,2742.04,18.0,2734.73,2734.91,2734.82,18.0,722.0,704.0,26.3308,25.6752,2761.98940989,2761.48801067,2760.07327562,2760.71867692
5,XAUUSD,PERIOD_H1,26090401,2025.01.27 18:00:00,2025.01.27 18:00:00,SELL,2,2025.01.27 20:00:00,2025.01.27 20:00:00,0,OK,2741.95,2742.13,2742.04,18.0,2733.52,2733.70,2733.61,18.0,843.0,825.0,30.7435,30.0881,2761.98940989,2761.48801067,2760.07327562,2760.71867692
5,XAUUSD,PERIOD_H1,26090401,2025.01.27 18:00:00,2025.01.27 18:00:00,SELL,4,2025.01.27 22:00:00,2025.01.27 22:00:00,0,OK,2741.95,2742.13,2742.04,18.0,2739.41,2739.59,2739.50,18.0,254.0,236.0,9.2632,8.6070,2761.98940989,2761.48801067,2760.07327562,2760.71867692
5,XAUUSD,PERIOD_H1,26090401,2025.01.27 18:00:00,2025.01.27 18:00:00,SELL,8,2025.01.28 02:00:00,2025.01.28 02:00:00,0,OK,2741.95,2742.13,2742.04,18.0,2741.76,2741.95,2741.86,19.0,18.5,0.0,0.6747,0.0000,2761.98940989,2761.48801067,2760.07327562,2760.71867692
5,XAUUSD,PERIOD_H1,26090401,2025.01.27 18:00:00,2025.01.27 18:00:00,SELL,12,2025.01.28 06:00:00,2025.01.28 06:00:00,0,OK,2741.95,2742.13,2742.04,18.0,2738.88,2739.07,2738.98,19.0,306.5,288.0,11.1778,10.5035,2761.98940989,2761.48801067,2760.07327562,2760.71867692
5,XAUUSD,PERIOD_H1,26090401,2025.01.27 18:00:00,2025.01.27 18:00:00,SELL,24,2025.01.28 18:00:00,2025.01.28 18:00:00,0,OK,2741.95,2742.13,2742.04,18.0,2755.44,2755.57,2755.51,13.0,-1346.5,-1362.0,-49.1058,-49.6727,2761.98940989,2761.48801067,2760.07327562,2760.71867692
6,XAUUSD,PERIOD_H1,26090401,2025.01.28 23:00:00,2025.01.28 23:00:00,BUY,1,2025.01.29 00:00:00,,,NO_TICK_NEAR_TARGET,2764.04,2764.34,2764.19,30.0,,,,,,,,,2751.28993310,2751.74806015,2752.50898709,2752.23205779
6,XAUUSD,PERIOD_H1,26090401,2025.01.28 23:00:00,2025.01.28 23:00:00,BUY,2,2025.01.29 01:00:00,2025.01.29 01:00:00,0,OK,2764.04,2764.34,2764.19,30.0,2763.23,2763.34,2763.28,11.0,-90.5,-111.0,-3.2740,-4.0154,2751.28993310,2751.74806015,2752.50898709,2752.23205779
