research_join_key,signal_time,signal_time_msc,arm,max_layers,status,base_entry_bid,m5_atr,stop_distance,layers_opened,checkpoint_pass_count,checkpoint_reject_count,checkpoint_missing_count,protected_exit_count,hard_sl_exit_count,time_exit_count,gross_total_r,nominal_total_r_1bps,stress_total_r_2bps,incremental_gross_r_vs_control,incremental_nominal_r_vs_control,incremental_stress_r_vs_control
1770324900011_SELL,2026.02.05 20:55:00,1770324900011,PYRAMID_L5,5,OK,4858.84,14.13,17.66,2,1,3,0,1,0,1,-0.03851327,-0.09352462,-0.14853596,-0.26846018,-0.29595242,-0.32344467
1770324900011_SELL,2026.02.05 20:55:00,1770324900011,PYRAMID_L7,7,OK,4858.84,14.13,17.66,3,2,4,0,2,0,1,-0.11893805,-0.20143156,-0.28392507,-0.34888496,-0.40385937,-0.45883378
1770324900011_SELL,2026.02.05 20:55:00,1770324900011,PYRAMID_L10,10,OK,4858.84,14.13,17.66,3,2,7,0,2,0,1,-0.08722124,-0.16971905,-0.25221686,-0.31716814,-0.37214686,-0.42712558
1770348000038_SELL,2026.02.06 03:20:00,1770348000038,CONTROL_L1,1,OK,4718.03,30.54,38.17,1,0,0,0,0,0,1,0.15430750,0.14194710,0.12958671,0.00000000,0.00000000,0.00000000
1770348000038_SELL,2026.02.06 03:20:00,1770348000038,PYRAMID_L3,3,OK,4718.03,30.54,38.17,2,1,1,0,1,0,1,0.02593624,0.00122799,-0.02348026,-0.12837127,-0.14071911,-0.15306696
1770348000038_SELL,2026.02.06 03:20:00,1770348000038,PYRAMID_L5,5,OK,4718.03,30.54,38.17,2,1,3,0,1,0,1,-0.10191107,-0.12660653,-0.15130199,-0.25621857,-0.26855363,-0.28088870
1770348000038_SELL,2026.02.06 03:20:00,1770348000038,PYRAMID_L7,7,OK,4718.03,30.54,38.17,2,1,5,0,1,0,1,-0.15980913,-0.18449880,-0.20918847,-0.31411663,-0.32644590,-0.33877518
1770348000038_SELL,2026.02.06 03:20:00,1770348000038,PYRAMID_L10,10,OK,4718.03,30.54,38.17,2,1,8,0,1,0,1,0.10557882,0.08086266,0.05614650,-0.04872868,-0.06108445,-0.07344021
1770700500091_SELL,2026.02.10 05:15:00,1770700500091,CONTROL_L1,1,OK,5026.88,8.73,10.91,1,0,0,0,0,0,1,0.13934681,0.09326262,0.04717843,0.00000000,0.00000000,0.00000000
1770700500091_SELL,2026.02.10 05:15:00,1770700500091,PYRAMID_L3,3,OK,5026.88,8.73,10.91,2,1,1,0,0,0,2,-0.27869362,-0.37080627,-0.46291891,-0.41804044,-0.46406889,-0.51009734
1770700500091_SELL,2026.02.10 05:15:00,1770700500091,PYRAMID_L5,5,OK,5026.88,8.73,10.91,3,2,2,0,1,0,2,-0.45654416,-0.59470570,-0.73286724,-0.59589097,-0.68796832,-0.78004567
1770700500091_SELL,2026.02.10 05:15:00,1770700500091,PYRAMID_L7,7,OK,5026.88,8.73,10.91,4,3,3,0,2,0,2,-0.55096996,-0.73515198,-0.91933399,-0.69031677,-0.82841460,-0.96651242
1770700500091_SELL,2026.02.10 05:15:00,1770700500091,PYRAMID_L10,10,OK,5026.88,8.73,10.91,3,2,7,0,1,0,2,-0.45654416,-0.59466940,-0.73279463,-0.59589097,-0.68793202,-0.77997306
1770708000060_SELL,2026.02.10 07:20:00,1770708000060,CONTROL_L1,1,OK,5023.59,5.20,6.50,1,0,0,0,0,0,1,0.64189115,0.56456266,0.48723417,0.00000000,0.00000000,0.00000000
1770708000060_SELL,2026.02.10 07:20:00,1770708000060,PYRAMID_L3,3,OK,5023.59,5.20,6.50,2,1,1,0,1,0,1,0.53567894,0.38103043,0.22638192,-0.10621220,-0.18353223,-0.26085225
1770708000060_SELL,2026.02.10 07:20:00,1770708000060,PYRAMID_L5,5,OK,5023.59,5.20,6.50,4,3,1,0,0,0,4,0.31709731,0.00800840,-0.30108051,-0.32479384,-0.55655426,-0.78831468
1770708000060_SELL,2026.02.10 07:20:00,1770708000060,PYRAMID_L7,7,OK,5023.59,5.20,6.50,5,4,2,0,1,0,4,0.89587686,0.50947501,0.12307316,0.25398571,-0.05508765,-0.36416101
1770708000060_SELL,2026.02.10 07:20:00,1770708000060,PYRAMID_L10,10,OK,5023.59,5.20,6.50,2,1,8,0,1,0,1,0.61726223,0.46260695,0.30795167,-0.02462892,-0.10195571,-0.17928251
1770713700081_SELL,2026.02.10 08:55:00,1770713700081,CONTROL_L1,1,OK,5022.23,6.70,8.37,1,0,0,0,0,0,1,-0.84701867,-0.90701757,-0.96701648,0.00000000,0.00000000,0.00000000
1770713700081_SELL,2026.02.10 08:55:00,1770713700081,PYRAMID_L3,3,OK,5022.23,6.70,8.37,2,1,1,0,1,0,1,-0.96768000,-1.08766694,-1.20765389,-0.12066133,-0.18064937,-0.24063741
1770713700081_SELL,2026.02.10 08:55:00,1770713700081,PYRAMID_L5,5,OK,5022.23,6.70,8.37,1,0,4,0,0,0,1,-0.84701867,-0.90701757,-0.96701648,0.00000000,0.00000000,0.00000000
1770713700081_SELL,2026.02.10 08:55:00,1770713700081,PYRAMID_L7,7,OK,5022.23,6.70,8.37,1,0,6,0,0,0,1,-0.84701867,-0.90701757,-0.96701648,0.00000000,0.00000000,0.00000000
1770713700081_SELL,2026.02.10 08:55:00,1770713700081,PYRAMID_L10,10,OK,5022.23,6.70,8.37,1,0,9,0,0,0,1,-0.84701867,-0.90701757,-0.96701648,0.00000000,0.00000000,0.00000000
1770754200012_SELL,2026.02.10 20:10:00,1770754200012,CONTROL_L1,1,OK,5021.00,6.14,7.68,1,0,0,0,0,0,1,1.19525692,1.12988235,1.06450779,0.00000000,0.00000000,0.00000000
1770754200012_SELL,2026.02.10 20:10:00,1770754200012,PYRAMID_L3,3,OK,5021.00,6.14,7.68,3,2,0,0,0,0,3,2.32931876,2.13332072,1.93732267,1.13406185,1.00343836,0.87281488
1770754200012_SELL,2026.02.10 20:10:00,1770754200012,PYRAMID_L5,5,OK,5021.00,6.14,7.68,3,2,2,0,1,0,2,1.52987677,1.33387313,1.13786948,0.33461986,0.20399077,0.07336169
1770754200012_SELL,2026.02.10 20:10:00,1770754200012,PYRAMID_L7,7,OK,5021.00,6.14,7.68,3,2,4,0,1,0,2,1.80460358,1.60858613,1.41256869,0.60934666,0.47870378,0.34806090
1770754200012_SELL,2026.02.10 20:10:00,1770754200012,PYRAMID_L10,10,OK,5021.00,6.14,7.68,3,2,7,0,1,0,2,2.01683329,1.82077535,1.62471741,0.82157638,0.69089300,0.56020963
1770767100003_SELL,2026.02.10 23:45:00,1770767100003,CONTROL_L1,1,OK,5024.06,4.87,6.08,1,0,0,0,0,0,1,-0.34362889,-0.42623234,-0.50883580,0.00000000,0.00000000,0.00000000
1770767100003_SELL,2026.02.10 23:45:00,1770767100003,PYRAMID_L3,3,OK,5024.06,4.87,6.08,2,1,1,0,1,0,1,-0.54092777,-0.70611528,-0.87130278,-0.19729888,-0.27988294,-0.36246699
1770767100003_SELL,2026.02.10 23:45:00,1770767100003,PYRAMID_L5,5,OK,5024.06,4.87,6.08,2,1,3,0,1,1,0,-1.04568409,-1.21082934,-1.37597459,-0.70205520,-0.78459699,-0.86713879
1770767100003_SELL,2026.02.10 23:45:00,1770767100003,PYRAMID_L7,7,OK,5024.06,4.87,6.08,3,2,4,0,2,1,0,-1.02595420,-1.27370307,-1.52145193,-0.68232531,-0.84747072,-1.01261614
1770767100003_SELL,2026.02.10 23:45:00,1770767100003,PYRAMID_L10,10,OK,5024.06,4.87,6.08,2,1,8,0,1,1,0,-1.04568409,-1.21082934,-1.37597459,-0.70205520,-0.78459699,-0.86713879
1770871800022_SELL,2026.02.12 04:50:00,1770871800022,CONTROL_L1,1,OK,5060.38,6.14,7.68,1,0,0,0,0,0,1,-0.75439739,-0.82033068,-0.88626397,0.00000000,0.00000000,0.00000000
1770871800022_SELL,2026.02.12 04:50:00,1770871800022,PYRAMID_L3,3,OK,5060.38,6.14,7.68,1,0,2,0,0,0,1,-0.75439739,-0.82033068,-0.88626397,0.00000000,0.00000000,0.00000000
1770871800022_SELL,2026.02.12 04:50:00,1770871800022,PYRAMID_L5,5,OK,5060.38,6.14,7.68,1,0,4,0,0,0,1,-0.75439739,-0.82033068,-0.88626397,0.00000000,0.00000000,0.00000000
1770871800022_SELL,2026.02.12 04:50:00,1770871800022,PYRAMID_L7,7,OK,5060.38,6.14,7.68,1,0,6,0,0,0,1,-0.75439739,-0.82033068,-0.88626397,0.00000000,0.00000000,0.00000000
1770871800022_SELL,2026.02.12 04:50:00,1770871800022,PYRAMID_L10,10,OK,5060.38,6.14,7.68,1,0,9,0,0,0,1,-0.75439739,-0.82033068,-0.88626397,0.00000000,0.00000000,0.00000000
1770892800280_SELL,2026.02.12 10:40:00,1770892800280,CONTROL_L1,1,OK,5060.02,4.77,5.96,1,0,0,0,0,0,1,-0.34051221,-0.42538898,-0.51026576,0.00000000,0.00000000,0.00000000
1770892800280_SELL,2026.02.12 10:40:00,1770892800280,PYRAMID_L3,3,OK,5060.02,4.77,5.96,1,0,2,0,0,0,1,-0.34051221,-0.42538898,-0.51026576,0.00000000,0.00000000,0.00000000
1770892800280_SELL,2026.02.12 10:40:00,1770892800280,PYRAMID_L5,5,OK,5060.02,4.77,5.96,1,0,4,0,0,0,1,-0.34051221,-0.42538898,-0.51026576,0.00000000,0.00000000,0.00000000
1770892800280_SELL,2026.02.12 10:40:00,1770892800280,PYRAMID_L7,7,OK,5060.02,4.77,5.96,1,0,6,0,0,0,1,-0.34051221,-0.42538898,-0.51026576,0.00000000,0.00000000,0.00000000
1770892800280_SELL,2026.02.12 10:40:00,1770892800280,PYRAMID_L10,10,OK,5060.02,4.77,5.96,1,0,9,0,0,0,1,-0.34051221,-0.42538898,-0.51026576,0.00000000,0.00000000,0.00000000
1770913800023_SELL,2026.02.12 16:30:00,1770913800023,CONTROL_L1,1,OK,5059.96,8.59,10.74,1,0,0,0,0,1,0,-1.01268179,-1.05977857,-1.10687535,0.00000000,0.00000000,0.00000000
1770913800023_SELL,2026.02.12 16:30:00,1770913800023,PYRAMID_L3,3,OK,5059.96,8.59,10.74,1,0,2,0,0,1,0,-1.01268179,-1.05977857,-1.10687535,0.00000000,0.00000000,0.00000000
1770913800023_SELL,2026.02.12 16:30:00,1770913800023,PYRAMID_L5,5,OK,5059.96,8.59,10.74,1,0,4,0,0,1,0,-1.01268179,-1.05977857,-1.10687535,0.00000000,0.00000000,0.00000000
1770913800023_SELL,2026.02.12 16:30:00,1770913800023,PYRAMID_L7,7,OK,5059.96,8.59,10.74,1,0,6,0,0,1,0,-1.01268179,-1.05977857,-1.10687535,0.00000000,0.00000000,0.00000000
1770913800023_SELL,2026.02.12 16:30:00,1770913800023,PYRAMID_L10,10,OK,5059.96,8.59,10.74,2,1,8,0,1,1,0,-1.02664340,-1.12082802,-1.21501264,-0.01396161,-0.06104945,-0.10813729
1770919800044_SELL,2026.02.12 18:10:00,1770919800044,CONTROL_L1,1,OK,5050.12,7.83,9.79,1,0,0,0,0,0,1,11.77598249,11.72440837,11.67283424,0.00000000,0.00000000,0.00000000
1770919800044_SELL,2026.02.12 18:10:00,1770919800044,PYRAMID_L3,3,OK,5050.12,7.83,9.79,3,2,0,0,0,0,3,19.81420626,19.66103525,19.50786425,8.03822376,7.93662688,7.83503001
1770919800044_SELL,2026.02.12 18:10:00,1770919800044,PYRAMID_L5,5,OK,5050.12,7.83,9.79,4,3,1,0,0,1,3,24.77745965,24.57316826,24.36887687,13.00147716,12.84875989,12.69604263
1770919800044_SELL,2026.02.12 18:10:00,1770919800044,PYRAMID_L7,7,OK,5050.12,7.83,9.79,5,4,2,0,0,1,4,31.22662533,30.97125726,30.71588919,19.45064284,19.24684890,19.04305495
1770919800044_SELL,2026.02.12 18:10:00,1770919800044,PYRAMID_L10,10,OK,5050.12,7.83,9.79,6,5,4,0,0,1,5,42.39598796,42.08909469,41.78220141,30.62000547,30.36468632,30.10936717
1770934800047_SELL,2026.02.12 22:20:00,1770934800047,CONTROL_L1,1,OK,4937.60,9.03,11.29,1,0,0,0,0,0,1,1.30358188,1.25985521,1.21612854,0.00000000,0.00000000,0.00000000
1770934800047_SELL,2026.02.12 22:20:00,1770934800047,PYRAMID_L3,3,OK,4937.60,9.03,11.29,3,2,0,0,0,0,3,2.93837274,2.80728996,2.67620719,1.63479086,1.54743476,1.46007865
1770934800047_SELL,2026.02.12 22:20:00,1770934800047,PYRAMID_L5,5,OK,4937.60,9.03,11.29,4,3,1,0,1,0,3,2.63284573,2.45812644,2.28340715,1.32926386,1.19827124,1.06727861
1770934800047_SELL,2026.02.12 22:20:00,1770934800047,PYRAMID_L7,7,OK,4937.60,9.03,11.29,3,2,4,0,1,0,2,2.30695026,2.17582861,2.04470696,1.00336839,0.91597341,0.82857843
1770934800047_SELL,2026.02.12 22:20:00,1770934800047,PYRAMID_L10,10,OK,4937.60,9.03,11.29,5,4,5,0,2,0,3,2.47344034,2.25509126,2.03674218,1.16985846,0.99523606,0.82061365
1770965700033_SELL,2026.02.13 06:55:00,1770965700033,CONTROL_L1,1,OK,4975.18,5.85,7.32,1,0,0,0,0,0,1,-0.74356846,-0.81157190,-0.87957534,0.00000000,0.00000000,0.00000000
1770965700033_SELL,2026.02.13 06:55:00,1770965700033,PYRAMID_L3,3,OK,4975.18,5.85,7.32,1,0,2,0,0,0,1,-0.74356846,-0.81157190,-0.87957534,0.00000000,0.00000000,0.00000000
1770965700033_SELL,2026.02.13 06:55:00,1770965700033,PYRAMID_L5,5,OK,4975.18,5.85,7.32,1,0,4,0,0,0,1,-0.74356846,-0.81157190,-0.87957534,0.00000000,0.00000000,0.00000000
1770965700033_SELL,2026.02.13 06:55:00,1770965700033,PYRAMID_L7,7,OK,4975.18,5.85,7.32,2,1,5,0,1,1,0,-1.03197462,-1.16797493,-1.30397524,-0.28840615,-0.35640303,-0.42439990
1770965700033_SELL,2026.02.13 06:55:00,1770965700033,PYRAMID_L10,10,OK,4975.18,5.85,7.32,1,0,9,0,0,0,1,-0.74356846,-0.81157190,-0.87957534,0.00000000,0.00000000,0.00000000
1770982200032_SELL,2026.02.13 11:30:00,1770982200032,CONTROL_L1,1,OK,4964.98,6.87,8.58,1,0,0,0,0,0,1,-0.01980239,-0.07763679,-0.13547119,0.00000000,0.00000000,0.00000000
1770982200032_SELL,2026.02.13 11:30:00,1770982200032,PYRAMID_L3,3,OK,4964.98,6.87,8.58,1,0,2,0,0,0,1,-0.01980239,-0.07763679,-0.13547119,0.00000000,0.00000000,0.00000000
1770982200032_SELL,2026.02.13 11:30:00,1770982200032,PYRAMID_L5,5,OK,4964.98,6.87,8.58,1,0,4,0,0,0,1,-0.01980239,-0.07763679,-0.13547119,0.00000000,0.00000000,0.00000000
1770982200032_SELL,2026.02.13 11:30:00,1770982200032,PYRAMID_L7,7,OK,4964.98,6.87,8.58,1,0,6,0,0,0,1,-0.01980239,-0.07763679,-0.13547119,0.00000000,0.00000000,0.00000000
1770982200032_SELL,2026.02.13 11:30:00,1770982200032,PYRAMID_L10,10,OK,4964.98,6.87,8.58,2,1,8,0,1,0,1,-0.05591264,-0.17157783,-0.28724302,-0.03611024,-0.09394103,-0.15177182
1771292400019_SELL,2026.02.17 01:40:00,1771292400019,CONTROL_L1,1,OK,4989.92,5.43,6.78,1,0,0,0,0,0,1,-0.57923411,-0.65277945,-0.72632479,0.00000000,0.00000000,0.00000000
1771292400019_SELL,2026.02.17 01:40:00,1771292400019,PYRAMID_L3,3,OK,4989.92,5.43,6.78,2,1,1,0,1,0,1,-0.68387946,-0.83095997,-0.97804048,-0.10464535,-0.17818052,-0.25171569
1771292400019_SELL,2026.02.17 01:40:00,1771292400019,PYRAMID_L5,5,OK,4989.92,5.43,6.78,2,1,3,0,1,0,1,-0.78115542,-0.92823666,-1.07531791,-0.20192131,-0.27545721,-0.34899312
1771292400019_SELL,2026.02.17 01:40:00,1771292400019,PYRAMID_L7,7,OK,4989.92,5.43,6.78,2,1,5,0,1,0,1,-0.71483090,-0.86190831,-1.00898573,-0.13559679,-0.20912886,-0.28266094
1771292400019_SELL,2026.02.17 01:40:00,1771292400019,PYRAMID_L10,10,OK,4989.92,5.43,6.78,2,1,8,0,1,0,1,-0.64261087,-0.78969521,-0.93677956,-0.06337676,-0.13691576,-0.21045477
1771303500080_SELL,2026.02.17 04:45:00,1771303500080,CONTROL_L1,1,OK,4961.03,4.67,5.83,1,0,0,0,0,0,1,-0.41310070,-0.49813826,-0.58317581,0.00000000,0.00000000,0.00000000
1771303500080_SELL,2026.02.17 04:45:00,1771303500080,PYRAMID_L3,3,OK,4961.03,4.67,5.83,1,0,2,0,0,0,1,-0.41310070,-0.49813826,-0.58317581,0.00000000,0.00000000,0.00000000
1771303500080_SELL,2026.02.17 04:45:00,1771303500080,PYRAMID_L5,5,OK,4961.03,4.67,5.83,1,0,4,0,0,0,1,-0.41310070,-0.49813826,-0.58317581,0.00000000,0.00000000,0.00000000
1771303500080_SELL,2026.02.17 04:45:00,1771303500080,PYRAMID_L7,7,OK,4961.03,4.67,5.83,1,0,6,0,0,0,1,-0.41310070,-0.49813826,-0.58317581,0.00000000,0.00000000,0.00000000
1771303500080_SELL,2026.02.17 04:45:00,1771303500080,PYRAMID_L10,10,OK,4961.03,4.67,5.83,1,0,9,0,0,0,1,-0.41310070,-0.49813826,-0.58317581,0.00000000,0.00000000,0.00000000
1771305300049_SELL,2026.02.17 05:15:00,1771305300049,CONTROL_L1,1,OK,4961.56,4.75,5.94,1,0,0,0,0,0,1,0.57785800,0.49426975,0.41068149,0.00000000,0.00000000,0.00000000
1771305300049_SELL,2026.02.17 05:15:00,1771305300049,PYRAMID_L3,3,OK,4961.56,4.75,5.94,2,1,1,0,1,0,1,0.25776173,0.09061706,-0.07652761,-0.32009627,-0.40365268,-0.48720910
1771305300049_SELL,2026.02.17 05:15:00,1771305300049,PYRAMID_L5,5,OK,4961.56,4.75,5.94,4,3,1,0,3,0,1,-0.17858002,-0.51281107,-0.84704212,-0.75643803,-1.00708082,-1.25772361
1771305300049_SELL,2026.02.17 05:15:00,1771305300049,PYRAMID_L7,7,OK,4961.56,4.75,5.94,3,2,4,0,2,0,1,0.03706378,-0.21360041,-0.46426460,-0.54079422,-0.70787016,-0.87494609
1771305300049_SELL,2026.02.17 05:15:00,1771305300049,PYRAMID_L10,10,OK,4961.56,4.75,5.94,3,2,7,0,2,0,1,-0.32851986,-0.57914007,-0.82976029,-0.90637786,-1.07340982,-1.24044178
1771365900046_SELL,2026.02.17 22:05:00,1771365900046,CONTROL_L1,1,OK,4879.02,7.21,9.01,1,0,0,0,0,0,1,-0.09659001,-0.15075835,-0.20492669,0.00000000,0.00000000,0.00000000
1771365900046_SELL,2026.02.17 22:05:00,1771365900046,PYRAMID_L3,3,OK,4879.02,7.21,9.01,2,1,1,0,1,0,1,-0.41966693,-0.52797197,-0.63627702,-0.32307692,-0.37721362,-0.43135033
1771365900046_SELL,2026.02.17 22:05:00,1771365900046,PYRAMID_L5,5,OK,4879.02,7.21,9.01,3,2,2,0,2,0,1,-0.40079302,-0.56325286,-0.72571270,-0.30420301,-0.41249451,-0.52078601
1771365900046_SELL,2026.02.17 22:05:00,1771365900046,PYRAMID_L7,7,OK,4879.02,7.21,9.01,4,3,3,0,3,0,1,-0.51847740,-0.73507805,-0.95167870,-0.42188739,-0.58431970,-0.74675201
1771365900046_SELL,2026.02.17 22:05:00,1771365900046,PYRAMID_L10,10,OK,4879.02,7.21,9.01,2,1,8,0,1,0,1,-0.18207772,-0.29040585,-0.39873399,-0.08548771,-0.13964750,-0.19380730
1771922100025_SELL,2026.02.24 08:35:00,1771922100025,CONTROL_L1,1,OK,5166.50,6.47,8.09,1,0,0,0,0,0,1,-0.33137558,-0.39525811,-0.45914065,0.00000000,0.00000000,0.00000000
1771922100025_SELL,2026.02.24 08:35:00,1771922100025,PYRAMID_L3,3,OK,5166.50,6.47,8.09,2,1,1,0,1,1,0,-1.03616692,-1.16391481,-1.29166269,-0.70479134,-0.76865669,-0.83252204
1771922100025_SELL,2026.02.24 08:35:00,1771922100025,PYRAMID_L5,5,OK,5166.50,6.47,8.09,2,1,3,0,1,1,0,-1.02503864,-1.15270961,-1.28038059,-0.69366306,-0.75745150,-0.82123994
1771922100025_SELL,2026.02.24 08:35:00,1771922100025,PYRAMID_L7,7,OK,5166.50,6.47,8.09,2,1,5,0,1,1,0,-1.03616692,-1.16381713,-1.29146733,-0.70479134,-0.76855901,-0.83232668
1771922100025_SELL,2026.02.24 08:35:00,1771922100025,PYRAMID_L10,10,OK,5166.50,6.47,8.09,3,2,7,0,2,1,0,-1.06707883,-1.25855852,-1.45003821,-0.73570325,-0.86330040,-0.99089756
1772495400108_SELL,2026.03.02 23:50:00,1772495400108,ALL,0,NO_TICK_NEAR_TARGET,5327.23,6.03,7.54,0,0,0,0,0,0,0,,,,,,
1772533800012_SELL,2026.03.03 10:30:00,1772533800012,CONTROL_L1,1,OK,5312.34,8.47,10.59,1,0,0,0,0,0,1,1.15976052,1.10958917,1.05941781,0.00000000,0.00000000,0.00000000
1772533800012_SELL,2026.03.03 10:30:00,1772533800012,PYRAMID_L3,3,OK,5312.34,8.47,10.59,3,2,0,0,1,0,2,1.99935914,1.84890325,1.69844737,0.83959862,0.73931409,0.63902956
1772533800012_SELL,2026.03.03 10:30:00,1772533800012,PYRAMID_L5,5,OK,5312.34,8.47,10.59,3,2,2,0,1,0,2,1.69147483,1.54105937,1.39064391,0.53171431,0.43147020,0.33122609
1772533800012_SELL,2026.03.03 10:30:00,1772533800012,PYRAMID_L7,7,OK,5312.34,8.47,10.59,3,2,4,0,1,0,2,1.81991736,1.66948141,1.51904545,0.66015684,0.55989224,0.45962764
1772533800012_SELL,2026.03.03 10:30:00,1772533800012,PYRAMID_L10,10,OK,5312.34,8.47,10.59,4,3,6,0,2,0,2,1.79441774,1.59384056,1.39326338,0.63465722,0.48425139,0.33384557
1772550600012_SELL,2026.03.03 15:10:00,1772550600012,CONTROL_L1,1,OK,5152.70,19.81,24.76,1,0,0,0,0,0,1,-0.89499838,-0.91580911,-0.93661984,0.00000000,0.00000000,0.00000000
1772550600012_SELL,2026.03.03 15:10:00,1772550600012,PYRAMID_L3,3,OK,5152.70,19.81,24.76,1,0,2,0,0,0,1,-0.89499838,-0.91580911,-0.93661984,0.00000000,0.00000000,0.00000000
1772550600012_SELL,2026.03.03 15:10:00,1772550600012,PYRAMID_L5,5,OK,5152.70,19.81,24.76,1,0,4,0,0,0,1,-0.89499838,-0.91580911,-0.93661984,0.00000000,0.00000000,0.00000000
1772550600012_SELL,2026.03.03 15:10:00,1772550600012,PYRAMID_L7,7,OK,5152.70,19.81,24.76,1,0,6,0,0,0,1,-0.89499838,-0.91580911,-0.93661984,0.00000000,0.00000000,0.00000000
1772550600012_SELL,2026.03.03 15:10:00,1772550600012,PYRAMID_L10,10,OK,5152.70,19.81,24.76,2,1,8,0,1,1,0,-1.01979734,-1.06139970,-1.10300206,-0.12479896,-0.14559059,-0.16638222
1772578200046_SELL,2026.03.03 22:50:00,1772578200046,CONTROL_L1,1,OK,5104.64,11.65,14.56,1,0,0,0,0,0,1,0.49167382,0.45662050,0.42156718,0.00000000,0.00000000,0.00000000
1772578200046_SELL,2026.03.03 22:50:00,1772578200046,PYRAMID_L3,3,OK,5104.64,11.65,14.56,2,1,1,0,0,1,1,-0.50952790,-0.57951856,-0.64950922,-1.00120172,-1.03613906,-1.07107639
1772578200046_SELL,2026.03.03 22:50:00,1772578200046,PYRAMID_L5,5,OK,5104.64,11.65,14.56,2,1,3,0,0,0,2,0.10506438,0.03504556,-0.03497325,-0.38660944,-0.42157494,-0.45654043
1772578200046_SELL,2026.03.03 22:50:00,1772578200046,PYRAMID_L7,7,OK,5104.64,11.65,14.56,3,2,4,0,1,0,2,0.23210300,0.12704076,0.02197851,-0.25957082,-0.32957974,-0.39958867
1772578200046_SELL,2026.03.03 22:50:00,1772578200046,PYRAMID_L10,10,OK,5104.64,11.65,14.56,3,2,7,0,1,0,2,0.10506438,0.00001463,-0.10503512,-0.38660944,-0.45660587,-0.52660230
1772601000125_SELL,2026.03.04 05:10:00,1772601000125,CONTROL_L1,1,OK,5152.52,11.30,14.12,1,0,0,0,0,0,1,-0.59692736,-0.63341229,-0.66989723,0.00000000,0.00000000,0.00000000
1772601000125_SELL,2026.03.04 05:10:00,1772601000125,PYRAMID_L3,3,OK,5152.52,11.30,14.12,1,0,2,0,0,0,1,-0.59692736,-0.63341229,-0.66989723,0.00000000,0.00000000,0.00000000
1772601000125_SELL,2026.03.04 05:10:00,1772601000125,PYRAMID_L5,5,OK,5152.52,11.30,14.12,1,0,4,0,0,0,1,-0.59692736,-0.63341229,-0.66989723,0.00000000,0.00000000,0.00000000
1772601000125_SELL,2026.03.04 05:10:00,1772601000125,PYRAMID_L7,7,OK,5152.52,11.30,14.12,1,0,6,0,0,0,1,-0.59692736,-0.63341229,-0.66989723,0.00000000,0.00000000,0.00000000
1772601000125_SELL,2026.03.04 05:10:00,1772601000125,PYRAMID_L10,10,OK,5152.52,11.30,14.12,1,0,9,0,0,0,1,-0.59692736,-0.63341229,-0.66989723,0.00000000,0.00000000,0.00000000
1774248900012_SELL,2026.03.23 06:55:00,1774248900012,CONTROL_L1,1,OK,4354.22,10.31,12.89,1,0,0,0,0,1,0,-1.00217467,-1.03594935,-1.06972403,0.00000000,0.00000000,0.00000000
1774248900012_SELL,2026.03.23 06:55:00,1774248900012,PYRAMID_L3,3,OK,4354.22,10.31,12.89,1,0,2,0,0,1,0,-1.00217467,-1.03594935,-1.06972403,0.00000000,0.00000000,0.00000000
1774248900012_SELL,2026.03.23 06:55:00,1774248900012,PYRAMID_L5,5,OK,4354.22,10.31,12.89,1,0,4,0,0,1,0,-1.00217467,-1.03594935,-1.06972403,0.00000000,0.00000000,0.00000000
1774248900012_SELL,2026.03.23 06:55:00,1774248900012,PYRAMID_L7,7,OK,4354.22,10.31,12.89,1,0,6,0,0,1,0,-1.00217467,-1.03594935,-1.06972403,0.00000000,0.00000000,0.00000000
1774248900012_SELL,2026.03.23 06:55:00,1774248900012,PYRAMID_L10,10,OK,4354.22,10.31,12.89,2,1,8,0,1,1,0,-1.02311794,-1.09066180,-1.15820566,-0.02094328,-0.05471245,-0.08848163
1774250700030_SELL,2026.03.23 07:25:00,1774250700030,CONTROL_L1,1,OK,4354.42,10.47,13.08,1,0,0,0,0,0,1,1.61605351,1.58276602,1.54947853,0.00000000,0.00000000,0.00000000
1774250700030_SELL,2026.03.23 07:25:00,1774250700030,PYRAMID_L3,3,OK,4354.42,10.47,13.08,2,1,1,0,0,0,2,1.30492117,1.23853890,1.17215664,-0.31113235,-0.34422712,-0.37732189
1774250700030_SELL,2026.03.23 07:25:00,1774250700030,PYRAMID_L5,5,OK,4354.42,10.47,13.08,2,1,3,0,1,0,1,1.54648829,1.47991989,1.41335148,-0.06956522,-0.10284613,-0.13612705
1774250700030_SELL,2026.03.23 07:25:00,1774250700030,PYRAMID_L7,7,OK,4354.42,10.47,13.08,2,1,5,0,1,0,1,1.41194458,1.34538656,1.27882855,-0.20410893,-0.23737946,-0.27064998
1774250700030_SELL,2026.03.23 07:25:00,1774250700030,PYRAMID_L10,10,OK,4354.42,10.47,13.08,2,1,8,0,1,0,1,1.54648829,1.47991989,1.41335148,-0.06956522,-0.10284613,-0.13612705
1774330800114_SELL,2026.03.24 05:40:00,1774330800114,CONTROL_L1,1,OK,4342.09,14.03,17.54,1,0,0,0,0,0,1,0.09807056,0.07331293,0.04855530,0.00000000,0.00000000,0.00000000
