research_join_key,signal_time,signal_time_msc,arm,max_layers,status,base_entry_bid,m5_atr,stop_distance,layers_opened,checkpoint_pass_count,checkpoint_reject_count,checkpoint_missing_count,protected_exit_count,hard_sl_exit_count,time_exit_count,gross_total_r,nominal_total_r_1bps,stress_total_r_2bps,incremental_gross_r_vs_control,incremental_nominal_r_vs_control,incremental_stress_r_vs_control
1770073200031_SELL,2026.02.02 23:00:00,1770073200031,PYRAMID_L3,3,OK,4652.67,21.13,26.41,2,1,1,0,1,0,1,-0.60812766,-0.64334689,-0.67856611,-0.19084455,-0.20844598,-0.22604741
1770073200031_SELL,2026.02.02 23:00:00,1770073200031,PYRAMID_L5,5,OK,4652.67,21.13,26.41,2,1,3,0,1,0,1,-0.58995199,-0.62517038,-0.66038878,-0.17266888,-0.19026948,-0.20787008
1770073200031_SELL,2026.02.02 23:00:00,1770073200031,PYRAMID_L7,7,OK,4652.67,21.13,26.41,2,1,5,0,1,0,1,-0.47446075,-0.50969334,-0.54492593,-0.05717763,-0.07479243,-0.09240723
1770073200031_SELL,2026.02.02 23:00:00,1770073200031,PYRAMID_L10,10,OK,4652.67,21.13,26.41,2,1,8,0,1,0,1,-0.58995199,-0.62517038,-0.66038878,-0.17266888,-0.19026948,-0.20787008
1770076500040_SELL,2026.02.02 23:55:00,1770076500040,ALL,0,NO_TICK_NEAR_TARGET,4664.72,16.15,20.18,0,0,0,0,0,0,0,,,,,,
1770288900046_SELL,2026.02.05 10:55:00,1770288900046,CONTROL_L1,1,OK,4904.71,12.06,15.07,1,0,0,0,0,0,1,1.35745513,1.32491396,1.29237278,0.00000000,0.00000000,0.00000000
1770288900046_SELL,2026.02.05 10:55:00,1770288900046,PYRAMID_L3,3,OK,4904.71,12.06,15.07,2,1,1,0,0,0,2,2.52582193,2.46075850,2.39569506,1.16836680,1.13584454,1.10332228
1770288900046_SELL,2026.02.05 10:55:00,1770288900046,PYRAMID_L5,5,OK,4904.71,12.06,15.07,2,1,3,0,1,0,1,1.14580890,1.08074772,1.01568654,-0.21164623,-0.24416624,-0.27668624
1770288900046_SELL,2026.02.05 10:55:00,1770288900046,PYRAMID_L7,7,OK,4904.71,12.06,15.07,2,1,5,0,1,0,1,1.25859842,1.19352597,1.12845351,-0.09885670,-0.13138799,-0.16391927
1770288900046_SELL,2026.02.05 10:55:00,1770288900046,PYRAMID_L10,10,OK,4904.71,12.06,15.07,2,1,8,0,1,0,1,1.14580890,1.08074772,1.01568654,-0.21164623,-0.24416624,-0.27668624
1770299400010_SELL,2026.02.05 13:50:00,1770299400010,CONTROL_L1,1,OK,4871.72,10.79,13.48,1,0,0,0,0,0,1,0.24547742,0.20934759,0.17321777,0.00000000,0.00000000,0.00000000
1770299400010_SELL,2026.02.05 13:50:00,1770299400010,PYRAMID_L3,3,OK,4871.72,10.79,13.48,2,1,1,0,1,0,1,-0.14461661,-0.21684556,-0.28907451,-0.39009403,-0.42619315,-0.46229227
1770299400010_SELL,2026.02.05 13:50:00,1770299400010,PYRAMID_L5,5,OK,4871.72,10.79,13.48,3,2,2,0,2,0,1,-0.26401801,-0.37233481,-0.48065161,-0.50949543,-0.58168240,-0.65386938
1770299400010_SELL,2026.02.05 13:50:00,1770299400010,PYRAMID_L7,7,OK,4871.72,10.79,13.48,3,2,4,0,2,0,1,-0.26846775,-0.37679501,-0.48512227,-0.51394517,-0.58614260,-0.65834003
1770299400010_SELL,2026.02.05 13:50:00,1770299400010,PYRAMID_L10,10,OK,4871.72,10.79,13.48,4,3,6,0,3,0,1,-0.30999868,-0.45443351,-0.59886835,-0.55547610,-0.66378110,-0.77208611
1770311700035_SELL,2026.02.05 17:15:00,1770311700035,CONTROL_L1,1,OK,4828.45,26.15,32.69,1,0,0,0,0,0,1,-0.08686913,-0.10163826,-0.11640738,0.00000000,0.00000000,0.00000000
1770311700035_SELL,2026.02.05 17:15:00,1770311700035,PYRAMID_L3,3,OK,4828.45,26.15,32.69,1,0,2,0,0,0,1,-0.08686913,-0.10163826,-0.11640738,0.00000000,0.00000000,0.00000000
1770311700035_SELL,2026.02.05 17:15:00,1770311700035,PYRAMID_L5,5,OK,4828.45,26.15,32.69,2,1,3,0,1,0,1,-0.10797466,-0.13751154,-0.16704842,-0.02110553,-0.03587328,-0.05064103
1770311700035_SELL,2026.02.05 17:15:00,1770311700035,PYRAMID_L7,7,OK,4828.45,26.15,32.69,2,1,5,0,1,0,1,-0.09359843,-0.12313601,-0.15267359,-0.00672930,-0.02149775,-0.03626621
1770311700035_SELL,2026.02.05 17:15:00,1770311700035,PYRAMID_L10,10,OK,4828.45,26.15,32.69,2,1,8,0,1,0,1,-0.10797466,-0.13751154,-0.16704842,-0.02110553,-0.03587328,-0.05064103
1770312300005_SELL,2026.02.05 17:25:00,1770312300005,CONTROL_L1,1,OK,4831.24,24.84,31.05,1,0,0,0,0,0,1,0.53135513,0.51579692,0.50023871,0.00000000,0.00000000,0.00000000
1770312300005_SELL,2026.02.05 17:25:00,1770312300005,PYRAMID_L3,3,OK,4831.24,24.84,31.05,2,1,1,0,0,0,2,0.69269387,0.66161445,0.63053504,0.16133874,0.14581753,0.13029633
1770312300005_SELL,2026.02.05 17:25:00,1770312300005,PYRAMID_L5,5,OK,4831.24,24.84,31.05,3,2,2,0,0,0,3,0.99379511,0.94718051,0.90056592,0.46243998,0.43138359,0.40032720
1770312300005_SELL,2026.02.05 17:25:00,1770312300005,PYRAMID_L7,7,OK,4831.24,24.84,31.05,3,2,4,0,1,0,2,0.52813479,0.48155620,0.43497761,-0.00322033,-0.03424072,-0.06526110
1770312300005_SELL,2026.02.05 17:25:00,1770312300005,PYRAMID_L10,10,OK,4831.24,24.84,31.05,4,3,6,0,1,0,3,0.98606630,0.92393875,0.86181119,0.45471118,0.40814183,0.36157248
1770324900011_SELL,2026.02.05 20:55:00,1770324900011,CONTROL_L1,1,OK,4858.84,14.13,17.66,1,0,0,0,0,0,1,0.22994690,0.20242781,0.17490872,0.00000000,0.00000000,0.00000000
1770324900011_SELL,2026.02.05 20:55:00,1770324900011,PYRAMID_L3,3,OK,4858.84,14.13,17.66,2,1,1,0,1,0,1,-0.08325664,-0.13826350,-0.19327037,-0.31320354,-0.34069131,-0.36817909
