join_key,symbol,entry_timeframe,context_timeframe,signal_time,signal_time_msc,signal_bar_time,side,context_status,server_hour,server_minute,server_day_of_week,entry_bid,entry_ask,entry_mid,spread_points,spread_bps,m5_fast_ema_bar2,m5_slow_ema_bar2,m5_fast_ema_bar1,m5_slow_ema_bar1,m5_fast_slope_points,m5_slow_slope_points,m5_ema_separation_points,m5_ema_separation_bps,m5_signal_separation_bps,m5_atr_points,m5_atr_bps,spread_to_atr_ratio,m5_bar1_open,m5_bar1_high,m5_bar1_low,m5_bar1_close,m5_bar1_direction,m5_bar1_body_points,m5_bar1_range_points,m5_bar1_body_to_range,m5_bar1_range_to_atr,m5_momentum_3bar_bps,m5_signal_momentum_3bar_bps,m15_fast_ema_bar2,m15_slow_ema_bar2,m15_fast_ema_bar1,m15_slow_ema_bar1,m15_fast_slope_points,m15_slow_slope_points,m15_ema_separation_points,m15_ema_separation_bps,m15_trend,m15_signal_alignment
2026.06.01 13:20_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.01 13:20:00,1780320000009,2026.06.01 13:20:00,BUY,OK,13,20,1,4500.19,4500.36,4500.27,17.0,0.3778,4498.64909817,4498.66626901,4498.95727854,4498.80479001,30.82,13.85,15.25,0.3388,0.3388,466.07,10.3565,0.036475,4501.52,4501.99,4499.44,4500.19,BEARISH,133.00,255.00,0.521569,0.547126,4.3795,4.3795,4504.43676261,4516.16948643,4504.15897569,4515.59499677,-27.78,-57.45,-1143.60,-25.4118,BEARISH,COUNTER
2026.06.01 15:25_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.01 15:25:00,1780327500017,2026.06.01 15:25:00,SELL,OK,15,25,1,4501.90,4502.07,4501.98,17.0,0.3776,4505.78886074,4505.48870534,4505.00308859,4505.15882304,-78.58,-32.99,-15.57,-0.3459,0.3459,431.64,9.5878,0.039384,4503.37,4503.37,4497.43,4501.86,BEARISH,151.00,594.00,0.254209,1.376138,-12.8227,12.8227,4505.07036563,4513.19898940,4504.90080699,4512.81040158,-16.96,-38.86,-790.96,-17.5691,BEARISH,ALIGNED
2026.06.01 15:50_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.01 15:50:00,1780329000024,2026.06.01 15:50:00,BUY,OK,15,50,1,4506.75,4506.92,4506.84,17.0,0.3772,4504.76260909,4504.92801929,4505.19208727,4505.10819935,42.95,18.02,8.39,0.1861,0.1861,487.00,10.8058,0.034908,4507.40,4510.45,4505.50,4506.91,BEARISH,49.00,495.00,0.098990,1.016427,13.1304,13.1304,4504.96358728,4512.52607210,4505.19562659,4512.32504967,23.20,-20.10,-712.94,-15.8191,BEARISH,COUNTER
2026.06.01 16:00_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.01 16:00:00,1780329600032,2026.06.01 16:00:00,SELL,OK,16,0,1,4502.25,4502.42,4502.34,17.0,0.3776,4505.29366982,4505.16199941,4504.68493585,4504.89727219,-60.87,-26.47,-21.23,-0.4716,0.4716,512.79,11.3893,0.033152,4505.69,4506.18,4498.62,4502.25,BEARISH,344.00,756.00,0.455026,1.474300,-11.4257,11.4257,4505.19562659,4512.32504967,4504.91509072,4511.92994968,-28.05,-39.51,-701.49,-15.5805,BEARISH,ALIGNED
2026.06.01 18:35_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.01 18:35:00,1780338900016,2026.06.01 18:35:00,BUY,OK,18,35,1,4477.17,4477.34,4477.26,17.0,0.3797,4463.61178501,4464.82069881,4466.31542801,4465.93972619,270.36,111.90,37.57,0.8391,0.8391,599.14,13.3819,0.028374,4468.39,4478.87,4468.13,4477.13,BULLISH,874.00,1074.00,0.813780,1.792561,26.4932,26.4932,4479.44990986,4497.00941121,4478.39658511,4495.88708136,-105.33,-112.23,-1749.05,-39.0652,BEARISH,COUNTER
2026.06.01 22:45_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.01 22:45:00,1780353900068,2026.06.01 22:45:00,SELL,OK,22,45,1,4483.52,4483.69,4483.60,17.0,0.3792,4485.35917728,4485.16865755,4484.99134182,4485.01877959,-36.78,-14.99,-2.74,-0.0612,0.0612,202.43,4.5149,0.083980,4484.39,4485.47,4483.29,4483.52,BEARISH,87.00,218.00,0.399083,1.076923,-2.6980,2.6980,4482.13744212,4489.13135889,4482.26911430,4488.91130560,13.17,-22.01,-664.22,-14.8144,BEARISH,ALIGNED
2026.06.02 02:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.02 02:05:00,1780365900123,2026.06.02 02:05:00,BUY,OK,2,5,2,4486.38,4486.63,4486.51,25.0,0.5572,4483.55350497,4483.56505610,4484.11680398,4483.82005100,56.33,25.50,29.68,0.6614,0.6614,342.64,7.6372,0.072962,4485.62,4487.79,4481.73,4486.37,BULLISH,75.00,606.00,0.123762,1.768605,4.7946,4.7946,4482.24229742,4487.91962285,4482.56493576,4487.82983372,32.26,-8.98,-526.49,-11.7350,BEARISH,COUNTER
2026.06.02 02:50_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.02 02:50:00,1780368600011,2026.06.02 02:50:00,SELL,OK,2,50,2,4481.12,4481.37,4481.24,25.0,0.5579,4485.07180553,4484.73884624,4484.28144442,4484.40986022,-79.04,-32.90,-12.84,-0.2866,0.2866,289.64,6.4634,0.086313,4483.45,4483.45,4479.38,4481.12,BEARISH,233.00,407.00,0.572482,1.405179,-8.0718,8.0718,4483.32367757,4487.74534055,4483.33570828,4487.57689582,1.20,-16.84,-424.12,-9.4643,BEARISH,ALIGNED
2026.06.02 03:25_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.02 03:25:00,1780370700078,2026.06.02 03:25:00,BUY,OK,3,25,2,4489.66,4489.87,4489.76,21.0,0.4677,4483.28455273,4483.79330182,4484.55964218,4484.32663802,127.51,53.33,23.30,0.5190,0.5190,374.50,8.3412,0.056075,4485.14,4489.66,4484.21,4489.66,BULLISH,452.00,545.00,0.829358,1.455274,25.0758,25.0758,4483.43897416,4487.45309598,4483.22764329,4487.20866085,-21.13,-24.44,-398.10,-8.8669,BEARISH,COUNTER
2026.06.02 04:00_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.02 04:00:00,1780372800001,2026.06.02 04:00:00,SELL,OK,4,0,2,4481.37,4481.58,4481.48,21.0,0.4686,4485.29847772,4485.23890377,4484.54678218,4484.90263979,-75.17,-33.63,-35.59,-0.7941,0.7941,468.43,10.4526,0.044831,4481.78,4484.20,4480.76,4481.54,BEARISH,24.00,344.00,0.069767,0.734370,-12.4356,12.4356,4484.50330890,4487.45089377,4484.22108901,4487.21909401,-28.22,-23.18,-299.80,-6.6898,BEARISH,ALIGNED
2026.06.02 04:30_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.02 04:30:00,1780374600023,2026.06.02 04:30:00,BUY,OK,4,30,2,4486.39,4486.60,4486.50,21.0,0.4681,4484.41523358,4484.62819839,4484.81018687,4484.78836217,39.50,16.02,2.18,0.0486,0.0486,694.07,15.4702,0.030256,4483.10,4492.26,4483.07,4486.39,BULLISH,329.00,919.00,0.357998,1.324071,-7.7508,-7.7508,4484.75908053,4487.32305111,4484.91440619,4487.28646087,15.53,-3.66,-237.21,-5.2871,BEARISH,COUNTER
2026.06.02 04:40_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.02 04:40:00,1780375200009,2026.06.02 04:40:00,SELL,OK,4,40,2,4481.86,4482.07,4481.97,21.0,0.4685,4485.29014949,4485.00851107,4484.60411959,4484.72228279,-68.60,-28.62,-11.82,-0.2636,0.2636,702.64,15.6771,0.029887,4487.21,4489.34,4480.95,4481.86,BEARISH,535.00,839.00,0.637664,1.194063,-2.7659,2.7659,4484.75908053,4487.32305111,4484.91440619,4487.28646087,15.53,-3.66,-237.21,-5.2924,BEARISH,ALIGNED
2026.06.02 06:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.02 06:05:00,1780380300294,2026.06.02 06:05:00,BUY,OK,6,5,2,4488.10,4488.31,4488.20,21.0,0.4679,4479.94612333,4480.32823865,4481.57689866,4481.03476241,163.08,70.65,54.21,1.2079,1.2079,531.36,11.8390,0.039521,4485.91,4492.61,4485.72,4488.10,BULLISH,219.00,689.00,0.317852,1.296680,30.3048,30.3048,4482.43565480,4485.71371904,4482.76654482,4485.72141634,33.09,0.77,-295.49,-6.5836,BEARISH,COUNTER
2026.06.02 11:45_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.02 11:45:00,1780400700064,2026.06.02 11:45:00,SELL,OK,11,45,2,4528.79,4528.96,4528.88,17.0,0.3754,4532.50668275,4532.19754761,4531.76334620,4531.88777056,-74.33,-30.98,-12.44,-0.2747,0.2747,361.00,7.9711,0.047091,4530.18,4530.61,4528.28,4528.79,BEARISH,139.00,233.00,0.596567,0.645429,-5.2525,5.2525,4522.06049750,4507.37603936,4522.70140250,4508.21580253,64.09,83.98,1448.56,31.9850,BULLISH,COUNTER
2026.06.02 13:55_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.02 13:55:00,1780408500467,2026.06.02 13:55:00,BUY,OK,13,55,2,4532.33,4532.50,4532.41,17.0,0.3751,4528.53873596,4528.70784896,4529.29698877,4529.03713542,75.83,32.93,25.99,0.5733,0.5733,315.64,6.9641,0.053858,4530.64,4532.43,4529.56,4532.33,BULLISH,169.00,287.00,0.588850,0.909255,12.5037,12.5037,4525.66214935,4513.19274600,4525.96099227,4513.80479517,29.88,61.20,1215.62,26.8206,BULLISH,ALIGNED
2026.06.02 14:40_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.02 14:40:00,1780411200059,2026.06.02 14:40:00,SELL,OK,14,40,2,4527.36,4527.53,4527.44,17.0,0.3755,4529.56335277,4529.42671530,4529.12268222,4529.23883209,-44.07,-18.79,-11.61,-0.2565,0.2565,276.50,6.1072,0.061483,4529.93,4530.05,4526.20,4527.36,BEARISH,257.00,385.00,0.667532,1.392405,-3.0472,3.0472,4526.86103903,4515.12599508,4527.14094007,4515.70144626,27.99,57.55,1143.95,25.2670,BULLISH,COUNTER
2026.06.03 01:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 01:05:00,1780448700043,2026.06.03 01:05:00,BUY,OK,1,5,3,4490.18,4490.80,4490.49,62.0,1.3807,4487.00557086,4487.18503018,4487.55645669,4487.41911835,55.09,23.41,13.73,0.3058,0.3058,302.43,6.7349,0.205007,4480.04,4492.31,4480.04,4489.76,BULLISH,972.00,1227.00,0.792176,4.057156,6.1734,6.1734,4492.76238397,4501.52657134,4492.31739502,4500.99964697,-44.50,-52.69,-868.23,-19.3348,BEARISH,COUNTER
2026.06.03 02:00_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 02:00:00,1780452000017,2026.06.03 02:00:00,SELL,OK,2,0,3,4484.76,4485.01,4484.89,25.0,0.5574,4488.47599648,4488.31424209,4487.73679719,4487.99294736,-73.92,-32.13,-25.62,-0.5711,0.5711,386.29,8.6131,0.064719,4486.95,4488.25,4484.75,4484.78,BEARISH,217.00,350.00,0.620000,0.906065,-9.2672,9.2672,4491.58481724,4499.69949602,4490.93673941,4499.11441775,-64.81,-58.51,-817.77,-18.2339,BEARISH,ALIGNED
2026.06.03 03:35_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 03:35:00,1780457700060,2026.06.03 03:35:00,BUY,OK,3,35,3,4485.09,4485.27,4485.18,18.0,0.4013,4477.57834680,4477.96545977,4479.08067744,4478.61314524,150.23,64.77,46.75,1.0424,1.0424,534.21,11.9107,0.033694,4483.09,4485.26,4481.25,4485.09,BULLISH,200.00,401.00,0.498753,0.750635,16.9514,16.9514,4484.29972706,4494.56570872,4484.18451496,4494.11568093,-11.52,-45.00,-993.12,-22.1422,BEARISH,COUNTER
2026.06.03 04:15_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 04:15:00,1780460100006,2026.06.03 04:15:00,SELL,OK,4,15,3,4471.36,4471.57,4471.47,21.0,0.4696,4481.91625816,4481.49966880,4479.80500653,4480.57788073,-211.13,-92.18,-77.29,-1.7285,1.7285,596.64,13.3433,0.035197,4474.21,4477.48,4468.79,4471.36,BEARISH,285.00,869.00,0.327963,1.456483,-32.9681,32.9681,4485.37603152,4493.86826986,4484.04117138,4492.98559261,-133.49,-88.27,-894.44,-20.0033,BEARISH,ALIGNED
2026.06.03 05:25_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 05:25:00,1780464300071,2026.06.03 05:25:00,BUY,OK,5,25,3,4478.31,4478.52,4478.42,21.0,0.4689,4475.80449389,4475.96915268,4476.30359511,4476.18104789,49.91,21.19,12.25,0.2736,0.2736,522.07,11.6575,0.040224,4476.26,4478.65,4475.17,4478.30,BULLISH,204.00,348.00,0.586207,0.666575,-0.8708,-0.8708,4480.76078981,4490.52417898,4480.74357174,4490.13421117,-1.72,-39.00,-939.06,-20.9687,BEARISH,COUNTER
2026.06.03 07:30_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 07:30:00,1780471800004,2026.06.03 07:30:00,SELL,OK,7,30,3,4477.09,4477.30,4477.19,21.0,0.4690,4483.58887743,4482.88698587,4482.28910194,4482.35998715,-129.98,-52.70,-7.09,-0.1583,0.1583,265.21,5.9237,0.079181,4480.67,4480.80,4477.09,4477.09,BEARISH,358.00,371.00,0.964960,1.398869,-21.5968,21.5968,4482.30742343,4488.25473515,4481.81052596,4487.81690239,-49.69,-43.78,-600.64,-13.4155,BEARISH,ALIGNED
2026.06.03 13:15_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 13:15:00,1780492500044,2026.06.03 13:15:00,BUY,OK,13,15,3,4463.01,4463.18,4463.10,17.0,0.3809,4449.27691309,4450.20568682,4452.02353047,4451.36971529,274.66,116.40,65.38,1.4649,1.4649,666.71,14.9384,0.025498,4461.62,4465.16,4459.41,4463.01,BULLISH,139.00,575.00,0.241739,0.862438,44.9693,44.9693,4456.59977968,4469.44764253,4457.21027685,4469.19518596,61.05,-25.25,-1198.49,-26.8534,BEARISH,COUNTER
2026.06.03 15:25_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 15:25:00,1780500300041,2026.06.03 15:25:00,SELL,OK,15,25,3,4457.92,4458.09,4458.01,17.0,0.3813,4460.20127140,4460.00496298,4459.74501712,4459.81542089,-45.63,-18.95,-7.04,-0.1579,0.1579,412.00,9.2418,0.041262,4456.31,4462.36,4455.93,4457.92,BULLISH,161.00,643.00,0.250389,1.560680,-0.8972,0.8972,4458.95759809,4467.06440881,4458.96354113,4466.74894180,0.59,-31.55,-778.54,-17.4639,BEARISH,ALIGNED
2026.06.03 16:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 16:05:00,1780502700109,2026.06.03 16:05:00,BUY,OK,16,5,3,4463.25,4463.42,4463.34,17.0,0.3809,4458.39205441,4458.52199364,4459.36364352,4458.95181240,97.16,42.98,41.18,0.9227,0.9227,580.86,13.0140,0.029267,4460.37,4465.41,4458.00,4463.25,BULLISH,288.00,741.00,0.388664,1.275701,4.3709,4.3709,4458.42312551,4465.91409814,4458.60854213,4465.69668253,18.54,-21.74,-708.81,-15.8808,BEARISH,COUNTER
2026.06.03 16:25_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 16:25:00,1780503900034,2026.06.03 16:25:00,SELL,OK,16,25,3,4450.28,4450.45,4450.36,17.0,0.3820,4459.84514548,4459.35561413,4457.93811639,4458.53328557,-190.70,-82.23,-59.52,-1.3373,1.3373,646.79,14.5333,0.026284,4457.41,4458.14,4447.08,4450.31,BEARISH,710.00,1106.00,0.641953,1.709994,-27.3612,27.3612,4458.60854213,4465.69668253,4458.95915716,4465.56308713,35.06,-13.36,-660.39,-14.8391,BEARISH,ALIGNED
2026.06.03 17:55_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 17:55:00,1780509300028,2026.06.03 17:55:00,BUY,OK,17,55,3,4458.75,4458.92,4458.84,17.0,0.3813,4450.41180627,4450.74338730,4452.09744502,4451.47944300,168.56,73.61,61.80,1.3860,1.3860,785.50,17.6167,0.021642,4454.11,4459.60,4450.80,4458.84,BULLISH,473.00,880.00,0.537500,1.120306,15.8138,15.8138,4454.02048637,4462.01458073,4453.47091624,4461.47479325,-54.96,-53.98,-800.39,-17.9506,BEARISH,COUNTER
2026.06.03 18:15_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 18:15:00,1780510500038,2026.06.03 18:15:00,SELL,OK,18,15,3,4445.93,4446.10,4446.02,17.0,0.3824,4452.29445185,4451.81691435,4451.02156148,4451.28174032,-127.29,-53.52,-26.02,-0.5852,0.5852,645.21,14.5122,0.026348,4449.16,4452.04,4445.11,4445.93,BEARISH,323.00,693.00,0.466089,1.074062,-25.2178,25.2178,4453.82320993,4461.30597783,4453.07147565,4460.70299830,-75.17,-60.30,-763.15,-17.1649,BEARISH,ALIGNED
2026.06.03 22:00_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.03 22:00:00,1780524000036,2026.06.03 22:00:00,BUY,OK,22,0,3,4442.06,4442.23,4442.15,17.0,0.3827,4439.50091560,4439.71086613,4440.01273248,4439.92442375,51.18,21.36,8.83,0.1988,0.1988,265.71,5.9817,0.063978,4440.40,4442.93,4439.74,4442.06,BULLISH,166.00,319.00,0.520376,1.200538,4.6847,4.6847,4443.13253600,4451.84957220,4443.03038971,4451.46566741,-10.21,-38.39,-843.53,-18.9892,BEARISH,COUNTER
2026.06.04 01:05_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.04 01:05:00,1780535100018,2026.06.04 01:05:00,SELL,OK,1,5,4,4431.76,4433.01,4432.39,125.0,2.8202,4446.19941788,4444.96586805,4443.30153430,4443.76078913,-289.79,-120.51,-45.93,-1.0361,1.0361,375.21,8.4653,0.333143,4431.66,4439.93,4430.51,4431.71,BULLISH,5.00,942.00,0.005308,2.510565,-34.1810,34.1810,4444.35291038,4451.09471896,4444.31358558,4450.81414175,-3.93,-28.06,-650.06,-14.6660,BEARISH,ALIGNED
2026.06.04 02:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.04 02:05:00,1780538700093,2026.06.04 02:05:00,BUY,OK,2,5,4,4446.37,4446.62,4446.49,25.0,0.5622,4439.66921534,4439.70904710,4441.00937227,4440.31458828,134.02,60.55,69.48,1.5625,1.5625,609.93,13.7171,0.040988,4449.01,4450.29,4445.35,4446.37,BEARISH,264.00,494.00,0.534413,0.809931,17.4378,17.4378,4441.71984273,4448.93691222,4442.40271485,4448.93507252,68.29,-0.18,-653.24,-14.6910,BEARISH,COUNTER
2026.06.04 06:50_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.04 06:50:00,1780555800096,2026.06.04 06:50:00,SELL,OK,6,50,4,4459.75,4459.96,4459.85,21.0,0.4709,4466.87910676,4466.13158540,4465.45528541,4465.55235037,-142.38,-57.92,-9.71,-0.2176,0.2176,466.86,10.4680,0.044982,4460.99,4461.14,4458.23,4459.76,BEARISH,123.00,291.00,0.422680,0.623317,-17.8837,17.8837,4459.46614358,4455.01709928,4459.61127276,4455.25133068,14.51,23.42,435.99,9.7760,BULLISH,COUNTER
2026.06.04 07:15_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.04 07:15:00,1780557300005,2026.06.04 07:15:00,BUY,OK,7,15,4,4471.07,4471.25,4471.16,18.0,0.4026,4464.50947690,4465.00340644,4465.82158152,4465.55491494,131.21,55.15,26.67,0.5964,0.5964,393.43,8.7993,0.045752,4464.07,4471.13,4463.48,4471.07,BULLISH,700.00,765.00,0.915033,1.944444,16.2641,16.2641,4460.01115154,4455.58696477,4461.06437521,4456.19414262,105.32,60.72,487.02,10.8925,BULLISH,ALIGNED
2026.06.04 08:50_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.04 08:50:00,1780563000004,2026.06.04 08:50:00,SELL,OK,8,50,4,4467.53,4467.70,4467.61,17.0,0.3805,4474.36530084,4473.78556047,4472.99824067,4473.21687316,-136.71,-56.87,-21.86,-0.4894,0.4894,429.93,9.6232,0.039541,4474.62,4474.84,4467.29,4467.53,BEARISH,709.00,755.00,0.939073,1.756106,-13.1220,13.1220,4467.57917114,4460.09910807,4468.24972627,4460.66855481,67.06,56.94,758.12,16.9692,BULLISH,COUNTER
2026.06.04 09:15_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.06.04 09:15:00,1780564500108,2026.06.04 09:15:00,BUY,OK,9,15,4,4473.86,4473.94,4473.90,8.0,0.1788,4472.83574338,4472.93325057,4473.04059470,4473.01750052,20.49,8.42,2.31,0.0516,0.0516,461.71,10.3202,0.017327,4475.99,4477.14,4473.27,4473.86,BEARISH,213.00,387.00,0.550388,0.838181,10.4045,10.4045,4468.34118091,4461.00351345,4468.86678273,4461.50768939,52.56,50.42,735.91,16.4489,BULLISH,ALIGNED
