candidate_id,research_join_key,symbol,entry_timeframe,signal_time,signal_time_msc,signal_bar_time,side,horizon_minutes,status,entry_bid,entry_ask,entry_mid,spread_points,m5_atr,m5_atr_points,stop_atr_multiplier,stop_distance,stop_price,stop_hit,stop_hit_time,stop_hit_time_msc,stop_hit_ask,time_to_stop_seconds,ticks_scanned,best_exit_ask,worst_exit_ask,mfe_points,mae_points,mfe_bps,mae_bps,mfe_atr,mae_atr,time_to_mfe_seconds,time_to_mae_seconds,observed_time,observed_time_msc,observation_delay_milliseconds,future_ask,time_exit_return_points,time_exit_return_bps,time_exit_return_r,simulated_exit_mode,simulated_return_bps,simulated_return_r
P2F4_CANDIDATE_S1,1768452600111_SELL,XAUUSD,PERIOD_M5,2026.01.15 04:50:00,1768452600111,2026.01.15 04:50:00,SELL,10,OK,4604.10,4604.31,4604.20,21.0,6.11,610.86,1.250000,7.64,4611.74,NO,,,,,8916,4595.71,4605.36,839.00,126.00,18.2229,2.7367,1.373480,0.206268,154.246,488.807,2026.01.15 05:00:00,1768453200125,14,4603.13,97.00,2.1068,0.127035,TIME_EXIT,2.1068,0.127035
P2F4_CANDIDATE_S1,1768452600111_SELL,XAUUSD,PERIOD_M5,2026.01.15 04:50:00,1768452600111,2026.01.15 04:50:00,SELL,15,OK,4604.10,4604.31,4604.20,21.0,6.11,610.86,1.250000,7.64,4611.74,NO,,,,,13766,4595.71,4605.36,839.00,126.00,18.2229,2.7367,1.373480,0.206268,154.246,488.807,2026.01.15 05:05:00,1768453500287,176,4598.49,561.00,12.1848,0.734705,TIME_EXIT,12.1848,0.734705
P2F4_CANDIDATE_S1,1768471500011_SELL,XAUUSD,PERIOD_M5,2026.01.15 10:05:00,1768471500011,2026.01.15 10:05:00,SELL,5,OK,4599.87,4600.06,4599.97,19.0,3.74,374.14,1.250000,4.68,4604.55,NO,,,,,2918,4598.38,4604.05,149.00,418.00,3.2392,9.0872,0.398244,1.117220,58.394,257.520,2026.01.15 10:10:00,1768471800068,57,4601.92,-205.00,-4.4566,-0.438335,TIME_EXIT,-4.4566,-0.438335
P2F4_CANDIDATE_S1,1768471500011_SELL,XAUUSD,PERIOD_M5,2026.01.15 10:05:00,1768471500011,2026.01.15 10:05:00,SELL,10,OK,4599.87,4600.06,4599.97,19.0,3.74,374.14,1.250000,4.68,4604.55,YES,2026.01.15 10:14:33,1768472073599,4604.55,573.588,5686,4598.38,4604.75,149.00,488.00,3.2392,10.6090,0.398244,1.304315,58.394,583.655,2026.01.15 10:15:00,1768472100050,39,4603.96,-409.00,-8.8916,-0.874532,HARD_SL,-10.1672,-1.000000
P2F4_CANDIDATE_S1,1768471500011_SELL,XAUUSD,PERIOD_M5,2026.01.15 10:05:00,1768471500011,2026.01.15 10:05:00,SELL,15,OK,4599.87,4600.06,4599.97,19.0,3.74,374.14,1.250000,4.68,4604.55,YES,2026.01.15 10:14:33,1768472073599,4604.55,573.588,8015,4598.38,4606.06,149.00,619.00,3.2392,13.4569,0.398244,1.654448,58.394,845.922,2026.01.15 10:20:00,1768472400030,19,4606.02,-615.00,-13.3699,-1.315006,HARD_SL,-10.1672,-1.000000
P2F4_CANDIDATE_S1,1768474200011_SELL,XAUUSD,PERIOD_M5,2026.01.15 10:50:00,1768474200011,2026.01.15 10:50:00,SELL,5,OK,4603.24,4603.35,4603.30,11.0,3.96,396.36,1.250000,4.95,4608.19,NO,,,,,1613,4602.87,4604.40,37.00,116.00,0.8038,2.5200,0.093350,0.292665,286.981,86.726,2026.01.15 10:55:02,1768474502068,2057,4603.46,-22.00,-0.4779,-0.044404,TIME_EXIT,-0.4779,-0.044404
P2F4_CANDIDATE_S1,1768474200011_SELL,XAUUSD,PERIOD_M5,2026.01.15 10:50:00,1768474200011,2026.01.15 10:50:00,SELL,10,OK,4603.24,4603.35,4603.30,11.0,3.96,396.36,1.250000,4.95,4608.19,NO,,,,,3536,4601.25,4605.48,199.00,224.00,4.3230,4.8661,0.502072,0.565147,340.987,586.333,2026.01.15 11:00:00,1768474800057,46,4604.38,-114.00,-2.4765,-0.230096,TIME_EXIT,-2.4765,-0.230096
P2F4_CANDIDATE_S1,1768474200011_SELL,XAUUSD,PERIOD_M5,2026.01.15 10:50:00,1768474200011,2026.01.15 10:50:00,SELL,15,OK,4603.24,4603.35,4603.30,11.0,3.96,396.36,1.250000,4.95,4608.19,NO,,,,,5097,4601.25,4605.48,199.00,224.00,4.3230,4.8661,0.502072,0.565147,340.987,586.333,2026.01.15 11:05:00,1768475100074,63,4603.78,-54.00,-1.1731,-0.108993,TIME_EXIT,-1.1731,-0.108993
P2F4_CANDIDATE_S1,1768553400028_SELL,XAUUSD,PERIOD_M5,2026.01.16 08:50:00,1768553400028,2026.01.16 08:50:00,SELL,5,OK,4596.80,4597.00,4596.90,20.0,4.55,454.86,1.250000,5.69,4602.49,NO,,,,,3750,4595.09,4599.11,171.00,231.00,3.7200,5.0252,0.375942,0.507852,147.861,39.681,2026.01.16 08:55:00,1768553700036,8,4596.96,-16.00,-0.3481,-0.028141,TIME_EXIT,-0.3481,-0.028141
P2F4_CANDIDATE_S1,1768553400028_SELL,XAUUSD,PERIOD_M5,2026.01.16 08:50:00,1768553400028,2026.01.16 08:50:00,SELL,10,OK,4596.80,4597.00,4596.90,20.0,4.55,454.86,1.250000,5.69,4602.49,NO,,,,,6340,4595.09,4599.36,171.00,256.00,3.7200,5.5691,0.375942,0.562814,147.861,581.602,2026.01.16 09:00:00,1768554000044,16,4598.21,-141.00,-3.0674,-0.247990,TIME_EXIT,-3.0674,-0.247990
P2F4_CANDIDATE_S1,1768553400028_SELL,XAUUSD,PERIOD_M5,2026.01.16 08:50:00,1768553400028,2026.01.16 08:50:00,SELL,15,OK,4596.80,4597.00,4596.90,20.0,4.55,454.86,1.250000,5.69,4602.49,NO,,,,,8836,4595.09,4601.46,171.00,466.00,3.7200,10.1375,0.375942,1.024497,147.861,893.546,2026.01.16 09:05:00,1768554300175,147,4601.20,-440.00,-9.5719,-0.773869,TIME_EXIT,-9.5719,-0.773869
P2F4_CANDIDATE_S1,1768560600013_SELL,XAUUSD,PERIOD_M5,2026.01.16 10:50:00,1768560600013,2026.01.16 10:50:00,SELL,5,OK,4602.94,4603.09,4603.01,15.0,3.82,381.71,1.250000,4.77,4607.71,NO,,,,,1856,4602.57,4607.44,37.00,450.00,0.8038,9.7764,0.096931,1.178892,30.831,288.950,2026.01.16 10:55:00,1768560900082,69,4606.54,-360.00,-7.8211,-0.754491,TIME_EXIT,-7.8211,-0.754491
P2F4_CANDIDATE_S1,1768560600013_SELL,XAUUSD,PERIOD_M5,2026.01.16 10:50:00,1768560600013,2026.01.16 10:50:00,SELL,10,OK,4602.94,4603.09,4603.01,15.0,3.82,381.71,1.250000,4.77,4607.71,NO,,,,,2864,4602.57,4607.62,37.00,468.00,0.8038,10.1674,0.096931,1.226048,30.831,324.052,2026.01.16 11:00:00,1768561200139,126,4603.08,-14.00,-0.3042,-0.029341,TIME_EXIT,-0.3042,-0.029341
P2F4_CANDIDATE_S1,1768560600013_SELL,XAUUSD,PERIOD_M5,2026.01.16 10:50:00,1768560600013,2026.01.16 10:50:00,SELL,15,OK,4602.94,4603.09,4603.01,15.0,3.82,381.71,1.250000,4.77,4607.71,NO,,,,,3204,4602.57,4607.62,37.00,468.00,0.8038,10.1674,0.096931,1.226048,30.831,324.052,2026.01.16 11:05:00,1768561500986,973,4605.12,-218.00,-4.7361,-0.456886,TIME_EXIT,-4.7361,-0.456886
P2F4_CANDIDATE_S1,1768568700253_SELL,XAUUSD,PERIOD_M5,2026.01.16 13:05:00,1768568700253,2026.01.16 13:05:00,SELL,5,OK,4601.36,4601.52,4601.44,16.0,3.16,316.14,1.250000,3.95,4605.31,NO,,,,,2052,4599.09,4602.31,227.00,95.00,4.9333,2.0646,0.718030,0.300497,214.767,135.815,2026.01.16 13:10:00,1768569000317,64,4602.14,-78.00,-1.6952,-0.197379,TIME_EXIT,-1.6952,-0.197379
P2F4_CANDIDATE_S1,1768568700253_SELL,XAUUSD,PERIOD_M5,2026.01.16 13:05:00,1768568700253,2026.01.16 13:05:00,SELL,10,OK,4601.36,4601.52,4601.44,16.0,3.16,316.14,1.250000,3.95,4605.31,YES,2026.01.16 13:13:49,1768569229361,4605.52,529.108,4151,4599.09,4606.81,227.00,545.00,4.9333,11.8443,0.718030,1.723904,214.767,595.869,2026.01.16 13:15:00,1768569300778,525,4606.60,-524.00,-11.3879,-1.325983,HARD_SL,-8.5883,-1.000000
P2F4_CANDIDATE_S1,1768568700253_SELL,XAUUSD,PERIOD_M5,2026.01.16 13:05:00,1768568700253,2026.01.16 13:05:00,SELL,15,OK,4601.36,4601.52,4601.44,16.0,3.16,316.14,1.250000,3.95,4605.31,YES,2026.01.16 13:13:49,1768569229361,4605.52,529.108,5851,4599.09,4609.45,227.00,809.00,4.9333,17.5818,0.718030,2.558970,214.767,896.056,2026.01.16 13:20:00,1768569600463,210,4609.25,-789.00,-17.1471,-1.996566,HARD_SL,-8.5883,-1.000000
P2F4_CANDIDATE_S1,1768584600017_SELL,XAUUSD,PERIOD_M5,2026.01.16 17:30:00,1768584600017,2026.01.16 17:30:00,SELL,5,OK,4565.12,4565.25,4565.18,13.0,9.83,982.71,1.250000,12.28,4577.40,NO,,,,,7826,4536.96,4570.46,2816.00,534.00,61.6851,11.6974,2.865533,0.543393,252.563,2.923,2026.01.16 17:35:00,1768584900046,29,4544.37,2075.00,45.4534,1.689199,TIME_EXIT,45.4534,1.689199
P2F4_CANDIDATE_S1,1768584600017_SELL,XAUUSD,PERIOD_M5,2026.01.16 17:30:00,1768584600017,2026.01.16 17:30:00,SELL,10,OK,4565.12,4565.25,4565.18,13.0,9.83,982.71,1.250000,12.28,4577.40,NO,,,,,15313,4536.96,4570.46,2816.00,534.00,61.6851,11.6974,2.865533,0.543393,252.563,2.923,2026.01.16 17:40:00,1768585200032,15,4548.37,1675.00,36.6913,1.363570,TIME_EXIT,36.6913,1.363570
P2F4_CANDIDATE_S1,1768584600017_SELL,XAUUSD,PERIOD_M5,2026.01.16 17:30:00,1768584600017,2026.01.16 17:30:00,SELL,15,OK,4565.12,4565.25,4565.18,13.0,9.83,982.71,1.250000,12.28,4577.40,NO,,,,,21946,4536.96,4570.46,2816.00,534.00,61.6851,11.6974,2.865533,0.543393,252.563,2.923,2026.01.16 17:45:00,1768585500023,6,4555.73,939.00,20.5690,0.764413,TIME_EXIT,20.5690,0.764413
P2F4_CANDIDATE_S1,1768591500037_SELL,XAUUSD,PERIOD_M5,2026.01.16 19:25:00,1768591500037,2026.01.16 19:25:00,SELL,5,OK,4584.53,4584.72,4584.63,19.0,7.64,763.93,1.250000,9.55,4594.08,NO,,,,,4243,4577.01,4584.72,752.00,19.00,16.4030,0.4144,0.984385,0.024871,285.492,0.000,2026.01.16 19:30:00,1768591800119,82,4578.94,559.00,12.1932,0.585395,TIME_EXIT,12.1932,0.585395
P2F4_CANDIDATE_S1,1768591500037_SELL,XAUUSD,PERIOD_M5,2026.01.16 19:25:00,1768591500037,2026.01.16 19:25:00,SELL,10,OK,4584.53,4584.72,4584.63,19.0,7.64,763.93,1.250000,9.55,4594.08,NO,,,,,8684,4577.01,4585.11,752.00,58.00,16.4030,1.2651,0.984385,0.075923,285.492,492.231,2026.01.16 19:35:00,1768592100054,17,4583.63,90.00,1.9631,0.094250,TIME_EXIT,1.9631,0.094250
P2F4_CANDIDATE_S1,1768591500037_SELL,XAUUSD,PERIOD_M5,2026.01.16 19:25:00,1768591500037,2026.01.16 19:25:00,SELL,15,OK,4584.53,4584.72,4584.63,19.0,7.64,763.93,1.250000,9.55,4594.08,NO,,,,,11910,4577.01,4586.84,752.00,231.00,16.4030,5.0387,0.984385,0.302384,285.492,815.863,2026.01.16 19:40:00,1768592400124,87,4585.27,-74.00,-1.6141,-0.077494,TIME_EXIT,-1.6141,-0.077494
P2F4_CANDIDATE_S1,1768597800003_SELL,XAUUSD,PERIOD_M5,2026.01.16 21:10:00,1768597800003,2026.01.16 21:10:00,SELL,5,OK,4584.50,4584.66,4584.58,16.0,5.32,532.14,1.250000,6.65,4591.15,NO,,,,,3228,4582.58,4585.74,192.00,124.00,4.1880,2.7048,0.360805,0.233020,153.215,71.625,2026.01.16 21:15:00,1768598100041,38,4584.22,28.00,0.6108,0.042094,TIME_EXIT,0.6108,0.042094
P2F4_CANDIDATE_S1,1768597800003_SELL,XAUUSD,PERIOD_M5,2026.01.16 21:10:00,1768597800003,2026.01.16 21:10:00,SELL,10,OK,4584.50,4584.66,4584.58,16.0,5.32,532.14,1.250000,6.65,4591.15,NO,,,,,5989,4581.13,4586.24,337.00,174.00,7.3509,3.7954,0.633289,0.326980,510.712,426.492,2026.01.16 21:20:00,1768598400183,180,4583.75,75.00,1.6359,0.112752,TIME_EXIT,1.6359,0.112752
P2F4_CANDIDATE_S1,1768597800003_SELL,XAUUSD,PERIOD_M5,2026.01.16 21:10:00,1768597800003,2026.01.16 21:10:00,SELL,15,OK,4584.50,4584.66,4584.58,16.0,5.32,532.14,1.250000,6.65,4591.15,NO,,,,,8781,4581.13,4586.41,337.00,191.00,7.3509,4.1662,0.633289,0.358926,510.712,821.093,2026.01.16 21:25:00,1768598700021,18,4585.42,-92.00,-2.0068,-0.138309,TIME_EXIT,-2.0068,-0.138309
P2F4_CANDIDATE_S1,1768603200061_SELL,XAUUSD,PERIOD_M5,2026.01.16 22:40:00,1768603200061,2026.01.16 22:40:00,SELL,5,OK,4585.35,4585.55,4585.45,20.0,3.64,363.86,1.250000,4.55,4589.90,NO,,,,,2586,4584.43,4587.32,92.00,197.00,2.0064,4.2963,0.252846,0.541421,299.442,227.771,2026.01.16 22:45:00,1768603500307,246,4584.49,86.00,1.8755,0.189085,TIME_EXIT,1.8755,0.189085
P2F4_CANDIDATE_S1,1768603200061_SELL,XAUUSD,PERIOD_M5,2026.01.16 22:40:00,1768603200061,2026.01.16 22:40:00,SELL,10,OK,4585.35,4585.55,4585.45,20.0,3.64,363.86,1.250000,4.55,4589.90,NO,,,,,5068,4584.19,4587.32,116.00,197.00,2.5298,4.2963,0.318806,0.541421,509.773,227.771,2026.01.16 22:50:00,1768603800131,70,4585.93,-58.00,-1.2649,-0.127523,TIME_EXIT,-1.2649,-0.127523
P2F4_CANDIDATE_S1,1768603200061_SELL,XAUUSD,PERIOD_M5,2026.01.16 22:40:00,1768603200061,2026.01.16 22:40:00,SELL,15,OK,4585.35,4585.55,4585.45,20.0,3.64,363.86,1.250000,4.55,4589.90,NO,,,,,8345,4584.19,4589.33,116.00,398.00,2.5298,8.6798,0.318806,1.093836,509.773,897.151,2026.01.16 22:55:00,1768604100064,3,4589.09,-374.00,-8.1564,-0.822301,TIME_EXIT,-8.1564,-0.822301
P2F4_CANDIDATE_S1,1769031300019_SELL,XAUUSD,PERIOD_M5,2026.01.21 21:35:00,1769031300019,2026.01.21 21:35:00,SELL,5,OK,4805.83,4806.03,4805.93,20.0,9.93,993.29,1.250000,12.42,4818.25,NO,,,,,7505,4773.13,4806.44,3270.00,61.00,68.0424,1.2693,3.292104,0.061412,279.777,2.199,2026.01.21 21:40:00,1769031600053,34,4773.80,3203.00,66.6482,2.579721,TIME_EXIT,66.6482,2.579721
P2F4_CANDIDATE_S1,1769031300019_SELL,XAUUSD,PERIOD_M5,2026.01.21 21:35:00,1769031300019,2026.01.21 21:35:00,SELL,10,OK,4805.83,4806.03,4805.93,20.0,9.93,993.29,1.250000,12.42,4818.25,NO,,,,,14639,4765.94,4806.44,3989.00,61.00,83.0034,1.2693,4.015964,0.061412,578.168,2.199,2026.01.21 21:45:00,1769031900090,71,4766.19,3964.00,82.4832,3.192636,TIME_EXIT,82.4832,3.192636
P2F4_CANDIDATE_S1,1769031300019_SELL,XAUUSD,PERIOD_M5,2026.01.21 21:35:00,1769031300019,2026.01.21 21:35:00,SELL,15,OK,4805.83,4806.03,4805.93,20.0,9.93,993.29,1.250000,12.42,4818.25,NO,,,,,21247,4762.57,4806.44,4326.00,61.00,90.0157,1.2693,4.355242,0.061412,715.843,2.199,2026.01.21 21:50:00,1769032200112,93,4776.53,2930.00,60.9676,2.359845,TIME_EXIT,60.9676,2.359845
P2F4_CANDIDATE_S1,1769044800059_SELL,XAUUSD,PERIOD_M5,2026.01.22 01:20:00,1769044800059,2026.01.22 01:20:00,SELL,5,OK,4803.29,4803.52,4803.41,23.0,8.39,839.36,1.250000,10.49,4813.78,NO,,,,,1919,4795.85,4807.49,744.00,420.00,15.4894,8.7440,0.886393,0.500383,293.682,120.509,2026.01.22 01:25:00,1769045100236,177,4795.89,740.00,15.4061,0.705302,TIME_EXIT,15.4061,0.705302
P2F4_CANDIDATE_S1,1769044800059_SELL,XAUUSD,PERIOD_M5,2026.01.22 01:20:00,1769044800059,2026.01.22 01:20:00,SELL,10,OK,4803.29,4803.52,4803.41,23.0,8.39,839.36,1.250000,10.49,4813.78,NO,,,,,4721,4785.19,4807.49,1810.00,420.00,37.6825,8.7440,2.156412,0.500383,455.777,120.509,2026.01.22 01:30:00,1769045400241,182,4795.23,806.00,16.7802,0.768207,TIME_EXIT,16.7802,0.768207
P2F4_CANDIDATE_S1,1769044800059_SELL,XAUUSD,PERIOD_M5,2026.01.22 01:20:00,1769044800059,2026.01.22 01:20:00,SELL,15,OK,4803.29,4803.52,4803.41,23.0,8.39,839.36,1.250000,10.49,4813.78,NO,,,,,6863,4785.19,4807.49,1810.00,420.00,37.6825,8.7440,2.156412,0.500383,455.777,120.509,2026.01.22 01:35:00,1769045700112,53,4794.12,917.00,19.0911,0.874002,TIME_EXIT,19.0911,0.874002
P2F4_CANDIDATE_S1,1769055300007_SELL,XAUUSD,PERIOD_M5,2026.01.22 04:15:00,1769055300007,2026.01.22 04:15:00,SELL,5,OK,4793.51,4793.73,4793.62,22.0,8.46,846.36,1.250000,10.58,4804.09,NO,,,,,2533,4791.25,4795.37,226.00,186.00,4.7147,3.8802,0.267027,0.219765,294.049,206.186,2026.01.22 04:20:00,1769055600218,211,4791.57,194.00,4.0471,0.183374,TIME_EXIT,4.0471,0.183374
P2F4_CANDIDATE_S1,1769055300007_SELL,XAUUSD,PERIOD_M5,2026.01.22 04:15:00,1769055300007,2026.01.22 04:15:00,SELL,10,OK,4793.51,4793.73,4793.62,22.0,8.46,846.36,1.250000,10.58,4804.09,NO,,,,,5500,4788.09,4796.01,542.00,250.00,11.3070,5.2154,0.640392,0.295384,595.109,376.192,2026.01.22 04:25:00,1769055900051,44,4788.70,481.00,10.0344,0.454654,TIME_EXIT,10.0344,0.454654
P2F4_CANDIDATE_S1,1769055300007_SELL,XAUUSD,PERIOD_M5,2026.01.22 04:15:00,1769055300007,2026.01.22 04:15:00,SELL,15,OK,4793.51,4793.73,4793.62,22.0,8.46,846.36,1.250000,10.58,4804.09,NO,,,,,8100,4786.71,4796.01,680.00,250.00,14.1858,5.2154,0.803443,0.295384,856.648,376.192,2026.01.22 04:30:00,1769056200026,19,4787.81,570.00,11.8911,0.538780,TIME_EXIT,11.8911,0.538780
P2F4_CANDIDATE_S1,1769174100008_SELL,XAUUSD,PERIOD_M5,2026.01.23 13:15:00,1769174100008,2026.01.23 13:15:00,SELL,5,OK,4918.50,4918.69,4918.59,19.0,4.71,471.07,1.250000,5.89,4924.39,NO,,,,,2270,4912.25,4919.67,625.00,117.00,12.7071,2.3788,1.326763,0.248370,194.429,17.001,2026.01.23 13:20:00,1769174400062,54,4917.24,126.00,2.5618,0.213980,TIME_EXIT,2.5618,0.213980
P2F4_CANDIDATE_S1,1769174100008_SELL,XAUUSD,PERIOD_M5,2026.01.23 13:15:00,1769174100008,2026.01.23 13:15:00,SELL,10,OK,4918.50,4918.69,4918.59,19.0,4.71,471.07,1.250000,5.89,4924.39,NO,,,,,4466,4912.25,4919.76,625.00,126.00,12.7071,2.5618,1.326763,0.267475,194.429,596.071,2026.01.23 13:25:00,1769174700252,244,4919.61,-111.00,-2.2568,-0.188506,TIME_EXIT,-2.2568,-0.188506
P2F4_CANDIDATE_S1,1769174100008_SELL,XAUUSD,PERIOD_M5,2026.01.23 13:15:00,1769174100008,2026.01.23 13:15:00,SELL,15,OK,4918.50,4918.69,4918.59,19.0,4.71,471.07,1.250000,5.89,4924.39,NO,,,,,6144,4912.25,4922.15,625.00,365.00,12.7071,7.4210,1.326763,0.774829,194.429,866.296,2026.01.23 13:30:00,1769175000056,48,4921.01,-251.00,-5.1032,-0.426262,TIME_EXIT,-5.1032,-0.426262
P2F4_CANDIDATE_S1,1769469300010_SELL,XAUUSD,PERIOD_M5,2026.01.26 23:15:00,1769469300010,2026.01.26 23:15:00,SELL,5,OK,5034.23,5034.40,5034.31,17.0,11.48,1147.79,1.250000,14.35,5048.58,NO,,,,,2657,5022.47,5036.13,1176.00,190.00,23.3601,3.7742,1.024581,0.165536,146.786,6.689,2026.01.26 23:20:00,1769469600026,16,5031.86,237.00,4.7078,0.165188,TIME_EXIT,4.7078,0.165188
P2F4_CANDIDATE_S1,1769469300010_SELL,XAUUSD,PERIOD_M5,2026.01.26 23:15:00,1769469300010,2026.01.26 23:15:00,SELL,10,OK,5034.23,5034.40,5034.31,17.0,11.48,1147.79,1.250000,14.35,5048.58,NO,,,,,5657,5011.36,5036.13,2287.00,190.00,45.4290,3.7742,1.992532,0.165536,478.586,6.689,2026.01.26 23:25:00,1769469900018,8,5020.61,1362.00,27.0548,0.949306,TIME_EXIT,27.0548,0.949306
P2F4_CANDIDATE_S1,1769469300010_SELL,XAUUSD,PERIOD_M5,2026.01.26 23:15:00,1769469300010,2026.01.26 23:15:00,SELL,15,OK,5034.23,5034.40,5034.31,17.0,11.48,1147.79,1.250000,14.35,5048.58,NO,,,,,7795,5011.36,5036.13,2287.00,190.00,45.4290,3.7742,1.992532,0.165536,478.586,6.689,2026.01.26 23:30:00,1769470200062,52,5020.86,1337.00,26.5582,0.931881,TIME_EXIT,26.5582,0.931881
P2F4_CANDIDATE_S1,1769482200011_SELL,XAUUSD,PERIOD_M5,2026.01.27 02:50:00,1769482200011,2026.01.27 02:50:00,SELL,5,OK,5023.55,5023.68,5023.61,13.0,7.41,740.71,1.250000,9.26,5032.81,NO,,,,,5224,5013.86,5024.63,969.00,108.00,19.2891,2.1499,1.308197,0.145805,121.858,3.255,2026.01.27 02:55:00,1769482500013,2,5023.27,28.00,0.5574,0.030241,TIME_EXIT,0.5574,0.030241
P2F4_CANDIDATE_S1,1769482200011_SELL,XAUUSD,PERIOD_M5,2026.01.27 02:50:00,1769482200011,2026.01.27 02:50:00,SELL,10,OK,5023.55,5023.68,5023.61,13.0,7.41,740.71,1.250000,9.26,5032.81,YES,2026.01.27 02:57:40,1769482660906,5032.83,460.895,10207,5013.86,5035.62,969.00,1207.00,19.2891,24.0268,1.308197,1.629508,121.858,514.512,2026.01.27 03:00:00,1769482800011,0,5032.95,-940.00,-18.7119,-1.015236,HARD_SL,-18.4310,-1.000000
P2F4_CANDIDATE_S1,1769482200011_SELL,XAUUSD,PERIOD_M5,2026.01.27 02:50:00,1769482200011,2026.01.27 02:50:00,SELL,15,OK,5023.55,5023.68,5023.61,13.0,7.41,740.71,1.250000,9.26,5032.81,YES,2026.01.27 02:57:40,1769482660906,5032.83,460.895,16666,5013.86,5035.62,969.00,1207.00,19.2891,24.0268,1.308197,1.629508,121.858,514.512,2026.01.27 03:05:00,1769483100016,5,5034.37,-1082.00,-21.5386,-1.168602,HARD_SL,-18.4310,-1.000000
P2F4_CANDIDATE_S1,1769721300024_SELL,XAUUSD,PERIOD_M5,2026.01.29 21:15:00,1769721300024,2026.01.29 21:15:00,SELL,5,OK,5306.71,5306.91,5306.81,20.0,23.10,2310.29,1.250000,28.88,5335.59,NO,,,,,4424,5305.26,5332.70,145.00,2599.00,2.7324,48.9757,0.062763,1.124969,3.267,209.884,2026.01.29 21:20:00,1769721600112,88,5319.65,-1294.00,-24.3842,-0.448083,TIME_EXIT,-24.3842,-0.448083
P2F4_CANDIDATE_S1,1769721300024_SELL,XAUUSD,PERIOD_M5,2026.01.29 21:15:00,1769721300024,2026.01.29 21:15:00,SELL,10,OK,5306.71,5306.91,5306.81,20.0,23.10,2310.29,1.250000,28.88,5335.59,NO,,,,,10443,5305.26,5332.70,145.00,2599.00,2.7324,48.9757,0.062763,1.124969,3.267,209.884,2026.01.29 21:25:00,1769721900098,74,5314.49,-778.00,-14.6607,-0.269404,TIME_EXIT,-14.6607,-0.269404
P2F4_CANDIDATE_S1,1769721300024_SELL,XAUUSD,PERIOD_M5,2026.01.29 21:15:00,1769721300024,2026.01.29 21:15:00,SELL,15,OK,5306.71,5306.91,5306.81,20.0,23.10,2310.29,1.250000,28.88,5335.59,NO,,,,,16301,5305.26,5332.70,145.00,2599.00,2.7324,48.9757,0.062763,1.124969,3.267,209.884,2026.01.29 21:30:00,1769722200080,56,5318.93,-1222.00,-23.0275,-0.423151,TIME_EXIT,-23.0275,-0.423151
P2F4_CANDIDATE_S1,1769742000015_SELL,XAUUSD,PERIOD_M5,2026.01.30 03:00:00,1769742000015,2026.01.30 03:00:00,SELL,5,OK,5407.18,5407.31,5407.25,13.0,16.48,1647.79,1.250000,20.60,5427.78,NO,,,,,5955,5377.49,5410.03,2969.00,285.00,54.9085,5.2708,1.801812,0.172959,127.058,0.312,2026.01.30 03:05:00,1769742300044,29,5390.34,1684.00,31.1438,0.817582,TIME_EXIT,31.1438,0.817582
P2F4_CANDIDATE_S1,1769742000015_SELL,XAUUSD,PERIOD_M5,2026.01.30 03:00:00,1769742000015,2026.01.30 03:00:00,SELL,10,OK,5407.18,5407.31,5407.25,13.0,16.48,1647.79,1.250000,20.60,5427.78,NO,,,,,11466,5366.59,5410.03,4059.00,285.00,75.0669,5.2708,2.463306,0.172959,599.332,0.312,2026.01.30 03:10:00,1769742600042,27,5366.79,4039.00,74.6970,1.960935,TIME_EXIT,74.6970,1.960935
P2F4_CANDIDATE_S1,1769742000015_SELL,XAUUSD,PERIOD_M5,2026.01.30 03:00:00,1769742000015,2026.01.30 03:00:00,SELL,15,OK,5407.18,5407.31,5407.25,13.0,16.48,1647.79,1.250000,20.60,5427.78,NO,,,,,16054,5300.76,5410.03,10642.00,285.00,196.8124,5.2708,6.458364,0.172959,871.994,0.312,2026.01.30 03:15:00,1769742900042,27,5310.16,9702.00,179.4281,4.710321,TIME_EXIT,179.4281,4.710321
P2F4_CANDIDATE_S1,1769760000047_SELL,XAUUSD,PERIOD_M5,2026.01.30 08:00:00,1769760000047,2026.01.30 08:00:00,SELL,5,OK,5184.98,5185.14,5185.06,16.0,15.80,1580.43,1.250000,19.76,5204.74,NO,,,,,4322,5180.40,5204.01,458.00,1903.00,8.8332,36.7022,0.289795,1.204104,5.317,283.658,2026.01.30 08:05:00,1769760300191,144,5203.45,-1847.00,-35.6221,-0.934936,TIME_EXIT,-35.6221,-0.934936
P2F4_CANDIDATE_S1,1769760000047_SELL,XAUUSD,PERIOD_M5,2026.01.30 08:00:00,1769760000047,2026.01.30 08:00:00,SELL,10,OK,5184.98,5185.14,5185.06,16.0,15.80,1580.43,1.250000,19.76,5204.74,NO,,,,,9143,5174.28,5204.01,1070.00,1903.00,20.6365,36.7022,0.677032,1.204104,456.855,283.658,2026.01.30 08:10:00,1769760600110,63,5193.46,-848.00,-16.3549,-0.429251,TIME_EXIT,-16.3549,-0.429251
