candidate_id,research_join_key,symbol,entry_timeframe,signal_time,signal_time_msc,signal_bar_time,side,horizon_minutes,status,entry_bid,entry_ask,entry_mid,spread_points,m5_atr,m5_atr_points,stop_atr_multiplier,stop_distance,stop_price,stop_hit,stop_hit_time,stop_hit_time_msc,stop_hit_ask,time_to_stop_seconds,ticks_scanned,best_exit_ask,worst_exit_ask,mfe_points,mae_points,mfe_bps,mae_bps,mfe_atr,mae_atr,time_to_mfe_seconds,time_to_mae_seconds,observed_time,observed_time_msc,observation_delay_milliseconds,future_ask,time_exit_return_points,time_exit_return_bps,time_exit_return_r,simulated_exit_mode,simulated_return_bps,simulated_return_r
P2F4_CANDIDATE_S1,1768271400116_SELL,XAUUSD,PERIOD_M5,2026.01.13 02:30:00,1768271400116,2026.01.13 02:30:00,SELL,5,OK,4588.31,4588.53,4588.42,22.0,4.88,487.86,1.250000,6.10,4594.41,NO,,,,,1725,4587.44,4591.04,87.00,273.00,1.8961,5.9499,0.178331,0.559590,14.628,83.367,2026.01.13 02:35:00,1768271700917,801,4588.13,18.00,0.3923,0.029517,TIME_EXIT,0.3923,0.029517
P2F4_CANDIDATE_S1,1768271400116_SELL,XAUUSD,PERIOD_M5,2026.01.13 02:30:00,1768271400116,2026.01.13 02:30:00,SELL,10,OK,4588.31,4588.53,4588.42,22.0,4.88,487.86,1.250000,6.10,4594.41,NO,,,,,4142,4584.68,4591.04,363.00,273.00,7.9114,5.9499,0.744070,0.559590,537.418,83.367,2026.01.13 02:40:00,1768272000238,122,4585.48,283.00,6.1678,0.464070,TIME_EXIT,6.1678,0.464070
P2F4_CANDIDATE_S1,1768271400116_SELL,XAUUSD,PERIOD_M5,2026.01.13 02:30:00,1768271400116,2026.01.13 02:30:00,SELL,15,OK,4588.31,4588.53,4588.42,22.0,4.88,487.86,1.250000,6.10,4594.41,NO,,,,,6026,4584.68,4591.04,363.00,273.00,7.9114,5.9499,0.744070,0.559590,537.418,83.367,2026.01.13 02:45:00,1768272300585,469,4586.52,179.00,3.9012,0.293529,TIME_EXIT,3.9012,0.293529
P2F4_CANDIDATE_S1,1768305300296_SELL,XAUUSD,PERIOD_M5,2026.01.13 11:55:00,1768305300296,2026.01.13 11:55:00,SELL,5,OK,4585.97,4586.10,4586.03,13.0,2.94,294.14,1.250000,3.68,4589.65,NO,,,,,1939,4585.85,4587.64,12.00,167.00,0.2617,3.6415,0.040797,0.567751,4.807,84.469,2026.01.13 12:00:00,1768305600357,61,4586.29,-32.00,-0.6978,-0.087033,TIME_EXIT,-0.6978,-0.087033
P2F4_CANDIDATE_S1,1768305300296_SELL,XAUUSD,PERIOD_M5,2026.01.13 11:55:00,1768305300296,2026.01.13 11:55:00,SELL,10,OK,4585.97,4586.10,4586.03,13.0,2.94,294.14,1.250000,3.68,4589.65,NO,,,,,3364,4583.05,4587.64,292.00,167.00,6.3672,3.6415,0.992715,0.567751,584.162,84.469,2026.01.13 12:05:00,1768305900381,85,4583.10,287.00,6.2582,0.780573,TIME_EXIT,6.2582,0.780573
P2F4_CANDIDATE_S1,1768305300296_SELL,XAUUSD,PERIOD_M5,2026.01.13 11:55:00,1768305300296,2026.01.13 11:55:00,SELL,15,OK,4585.97,4586.10,4586.03,13.0,2.94,294.14,1.250000,3.68,4589.65,NO,,,,,4930,4582.80,4587.64,317.00,167.00,6.9124,3.6415,1.077708,0.567751,671.599,84.469,2026.01.13 12:10:01,1768306201047,751,4583.79,218.00,4.7536,0.592909,TIME_EXIT,4.7536,0.592909
P2F4_CANDIDATE_S1,1768313700469_SELL,XAUUSD,PERIOD_M5,2026.01.13 14:15:00,1768313700469,2026.01.13 14:15:00,SELL,5,OK,4583.58,4583.72,4583.65,14.0,2.97,297.14,1.250000,3.71,4587.29,NO,,,,,1510,4583.33,4584.85,25.00,127.00,0.5454,2.7708,0.084135,0.427404,17.533,198.803,2026.01.13 14:20:00,1768314000754,285,4583.88,-30.00,-0.6545,-0.080769,TIME_EXIT,-0.6545,-0.080769
P2F4_CANDIDATE_S1,1768313700469_SELL,XAUUSD,PERIOD_M5,2026.01.13 14:15:00,1768313700469,2026.01.13 14:15:00,SELL,10,OK,4583.58,4583.72,4583.65,14.0,2.97,297.14,1.250000,3.71,4587.29,NO,,,,,3566,4579.53,4584.85,405.00,127.00,8.8359,2.7708,1.362981,0.427404,586.717,198.803,2026.01.13 14:25:00,1768314300502,33,4579.86,372.00,8.1159,1.001538,TIME_EXIT,8.1159,1.001538
P2F4_CANDIDATE_S1,1768313700469_SELL,XAUUSD,PERIOD_M5,2026.01.13 14:15:00,1768313700469,2026.01.13 14:15:00,SELL,15,OK,4583.58,4583.72,4583.65,14.0,2.97,297.14,1.250000,3.71,4587.29,NO,,,,,6175,4578.03,4584.85,555.00,127.00,12.1084,2.7708,1.867788,0.427404,823.390,198.803,2026.01.13 14:30:00,1768314600684,215,4580.72,286.00,6.2397,0.770000,TIME_EXIT,6.2397,0.770000
P2F4_CANDIDATE_S1,1768452600111_SELL,XAUUSD,PERIOD_M5,2026.01.15 04:50:00,1768452600111,2026.01.15 04:50:00,SELL,5,OK,4604.10,4604.31,4604.20,21.0,6.11,610.86,1.250000,7.64,4611.74,NO,,,,,4843,4595.71,4604.34,839.00,24.00,18.2229,0.5213,1.373480,0.039289,154.246,0.503,2026.01.15 04:55:00,1768452900134,23,4598.99,511.00,11.0988,0.669224,TIME_EXIT,11.0988,0.669224
