join_key,symbol,entry_timeframe,context_timeframe,signal_time,signal_time_msc,signal_bar_time,side,context_status,server_hour,server_minute,server_day_of_week,entry_bid,entry_ask,entry_mid,spread_points,spread_bps,m5_fast_ema_bar2,m5_slow_ema_bar2,m5_fast_ema_bar1,m5_slow_ema_bar1,m5_fast_slope_points,m5_slow_slope_points,m5_ema_separation_points,m5_ema_separation_bps,m5_signal_separation_bps,m5_atr_points,m5_atr_bps,spread_to_atr_ratio,m5_bar1_open,m5_bar1_high,m5_bar1_low,m5_bar1_close,m5_bar1_direction,m5_bar1_body_points,m5_bar1_range_points,m5_bar1_body_to_range,m5_bar1_range_to_atr,m5_momentum_3bar_bps,m5_signal_momentum_3bar_bps,m15_fast_ema_bar2,m15_slow_ema_bar2,m15_fast_ema_bar1,m15_slow_ema_bar1,m15_fast_slope_points,m15_slow_slope_points,m15_ema_separation_points,m15_ema_separation_bps,m15_trend,m15_signal_alignment
2026.01.26 11:50_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 11:50:00,1769428200072,2026.01.26 11:50:00,SELL,OK,11,50,1,5083.81,5083.95,5083.88,14.0,0.2754,5092.77971640,5091.73209166,5090.98577312,5091.01190151,-179.39,-72.02,-2.61,-0.0514,0.0514,583.64,11.4803,0.023987,5091.49,5093.19,5083.37,5083.81,BEARISH,768.00,982.00,0.782077,1.682536,-27.9322,27.9322,5083.57524949,5056.88816155,5084.32903525,5058.24509639,75.38,135.69,2608.39,51.3071,BULLISH,COUNTER
2026.01.26 12:40_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 12:40:00,1769431200045,2026.01.26 12:40:00,BUY,OK,12,40,1,5094.75,5094.94,5094.84,19.0,0.3729,5088.54646969,5088.75371497,5089.78717575,5089.29883179,124.07,54.51,48.83,0.9585,0.9585,612.71,12.0262,0.031010,5092.99,5094.90,5090.39,5094.75,BULLISH,176.00,451.00,0.390244,0.736069,11.6923,11.6923,5084.78082024,5060.43630774,5085.04074212,5061.49802116,25.99,106.17,2354.27,46.2089,BULLISH,ALIGNED
2026.01.26 13:20_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 13:20:00,1769433600012,2026.01.26 13:20:00,SELL,OK,13,20,1,5081.41,5081.56,5081.49,15.0,0.2952,5090.75841610,5090.30264974,5088.88873288,5089.49422703,-186.97,-80.84,-60.55,-1.1916,1.1916,443.79,8.7334,0.033800,5087.97,5088.55,5078.55,5081.41,BEARISH,656.00,1000.00,0.656000,2.253340,-21.5812,21.5812,5086.34722881,5063.86357894,5086.50177845,5064.80892878,15.45,94.53,2169.28,42.6900,BULLISH,COUNTER
2026.01.26 13:55_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 13:55:00,1769435700359,2026.01.26 13:55:00,BUY,OK,13,55,1,5091.53,5091.63,5091.58,10.0,0.1964,5089.00768191,5089.10621702,5089.51214553,5089.32656093,50.45,22.03,18.56,0.3645,0.3645,426.43,8.3752,0.023451,5090.70,5092.55,5090.40,5091.53,BULLISH,83.00,215.00,0.386047,0.504188,-0.8837,-0.8837,5086.57399002,5065.68936295,5086.90218145,5066.64350558,32.82,95.41,2025.87,39.7886,BULLISH,ALIGNED
2026.01.26 14:40_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 14:40:00,1769438400038,2026.01.26 14:40:00,SELL,OK,14,40,1,5085.42,5085.59,5085.51,17.0,0.3343,5090.50206853,5090.26575290,5089.48565482,5089.82522991,-101.64,-44.05,-33.96,-0.6677,0.6677,480.64,9.4512,0.035369,5086.79,5089.83,5085.42,5085.42,BEARISH,137.00,441.00,0.310658,0.917521,-22.2299,22.2299,5087.63149094,5068.51167124,5087.85801561,5069.35474295,22.65,84.31,1850.33,36.3843,BULLISH,COUNTER
2026.01.26 16:40_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 16:40:00,1769445600036,2026.01.26 16:40:00,BUY,OK,16,40,1,5089.17,5089.32,5089.24,15.0,0.2947,5075.68212260,5075.86403607,5078.38369808,5077.07548733,270.16,121.15,130.82,2.5705,2.5705,849.57,16.6935,0.017656,5085.14,5090.66,5081.32,5089.19,BULLISH,405.00,934.00,0.433619,1.099378,22.5691,22.5691,5080.98501313,5070.67380249,5080.73596426,5070.97561416,-24.90,30.18,976.04,19.1784,BULLISH,ALIGNED
2026.01.26 18:35_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 18:35:00,1769452500030,2026.01.26 18:35:00,SELL,OK,18,35,1,5075.34,5075.38,5075.36,4.0,0.0788,5090.57970518,5088.90156507,5087.53576414,5087.67051370,-304.39,-123.11,-13.47,-0.2655,0.2655,1049.57,20.6797,0.003811,5075.68,5081.27,5070.03,5075.36,BEARISH,32.00,1124.00,0.028470,1.070913,-42.8861,42.8861,5085.98824498,5075.83365029,5085.00650736,5075.82762479,-98.17,-0.60,917.89,18.0852,BULLISH,COUNTER
2026.01.26 19:05_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 19:05:00,1769454300031,2026.01.26 19:05:00,BUY,OK,19,5,1,5095.22,5095.30,5095.26,8.0,0.1570,5084.86666959,5085.66229747,5086.93733568,5086.53117952,207.07,86.89,40.62,0.7971,0.7971,1058.71,20.7784,0.007556,5089.60,5095.26,5088.38,5095.22,BULLISH,562.00,688.00,0.816860,0.649845,22.4438,22.4438,5084.27064952,5075.88458068,5084.77820671,5076.42244026,50.76,53.79,835.58,16.3991,BULLISH,ALIGNED
2026.01.26 20:20_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 20:20:00,1769458800016,2026.01.26 20:20:00,SELL,OK,20,20,1,5087.01,5087.06,5087.03,5.0,0.0983,5091.75926676,5091.30335363,5090.80941341,5090.91304875,-94.99,-39.03,-10.36,-0.2037,0.2037,880.79,17.3143,0.005677,5078.42,5089.71,5076.78,5087.01,BULLISH,859.00,1293.00,0.664346,1.468007,-26.8395,26.8395,5088.79142588,5079.41901694,5087.80748056,5079.38140844,-98.39,-3.76,842.61,16.5638,BULLISH,COUNTER
2026.01.26 23:00_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 23:00:00,1769468400015,2026.01.26 23:00:00,BUY,OK,23,0,1,5055.24,5055.34,5055.29,10.0,0.1978,5048.47932565,5049.11484141,5049.83146052,5049.67167401,135.21,55.68,15.98,0.3161,0.3161,1197.93,23.6965,0.008348,5056.07,5060.64,5053.68,5055.24,BEARISH,83.00,696.00,0.119253,0.581003,17.0013,17.0013,5063.70699472,5070.05203302,5062.90061427,5069.47116898,-80.64,-58.09,-657.06,-12.9974,BEARISH,COUNTER
2026.01.26 23:15_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.26 23:15:00,1769469300010,2026.01.26 23:15:00,SELL,OK,23,15,1,5034.23,5034.40,5034.31,17.0,0.3377,5050.47453473,5050.07906943,5047.22562779,5048.63824494,-324.89,-144.08,-141.26,-2.8060,2.8060,1147.79,22.7992,0.014811,5046.00,5049.28,5034.18,5034.23,BEARISH,1177.00,1510.00,0.779470,1.315577,-41.5608,41.5608,5062.90061427,5069.47116898,5060.17007958,5068.08916235,-273.05,-138.20,-791.91,-15.7302,BEARISH,ALIGNED
2026.01.27 01:25_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.27 01:25:00,1769477100011,2026.01.27 01:25:00,BUY,OK,1,25,2,5045.71,5045.84,5045.77,13.0,0.2576,5030.90742898,5031.89252054,5033.86794318,5033.14865504,296.05,125.61,71.93,1.4255,1.4255,1333.07,26.4196,0.009752,5047.11,5049.89,5044.41,5045.71,BEARISH,140.00,548.00,0.255474,0.411081,16.6955,16.6955,5047.57132014,5061.72198688,5046.85881346,5060.87367367,-71.25,-84.83,-1401.49,-27.7754,BEARISH,COUNTER
2026.01.27 02:50_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.27 02:50:00,1769482200011,2026.01.27 02:50:00,SELL,OK,2,50,2,5023.55,5023.68,5023.61,13.0,0.2588,5043.12403289,5043.02650369,5039.20922631,5041.25591245,-391.48,-177.06,-204.67,-4.0741,4.0741,740.71,14.7446,0.017551,5031.86,5032.88,5022.20,5023.55,BEARISH,831.00,1068.00,0.778090,1.441851,-43.9185,43.9185,5047.49802322,5058.64024031,5046.00868767,5057.59003480,-148.93,-105.02,-1158.13,-23.0538,BEARISH,ALIGNED
2026.01.27 03:15_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.27 03:15:00,1769483700035,2026.01.27 03:15:00,BUY,OK,3,15,2,5071.54,5071.77,5071.66,23.0,0.4535,5037.81465910,5039.46651079,5044.55972728,5042.38228254,674.51,291.58,217.74,4.2934,4.2934,1035.71,20.4216,0.022207,5048.56,5071.58,5048.56,5071.54,BULLISH,2298.00,2302.00,0.998262,2.222621,76.9550,76.9550,5044.75166980,5056.61826873,5047.30293934,5057.20343467,255.13,58.52,-990.05,-19.5212,BEARISH,COUNTER
2026.01.27 06:50_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.27 06:50:00,1769496600065,2026.01.27 06:50:00,SELL,OK,6,50,2,5065.35,5065.47,5065.41,12.0,0.2369,5071.17408769,5070.82044957,5069.99127016,5070.31495416,-118.28,-50.55,-32.37,-0.6390,0.6390,453.93,8.9613,0.026436,5066.61,5067.24,5062.47,5065.26,BEARISH,135.00,477.00,0.283019,1.050826,-14.0959,14.0959,5064.15009048,5062.30604529,5064.38817710,5062.47639646,23.81,17.04,191.18,3.7742,BULLISH,COUNTER
2026.01.27 07:45_BUY,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.27 07:45:00,1769499900099,2026.01.27 07:45:00,BUY,OK,7,45,2,5074.62,5074.76,5074.69,14.0,0.2759,5067.15029941,5067.64665040,5068.64423953,5068.28059127,149.39,63.39,36.36,0.7166,0.7166,618.79,12.1936,0.022625,5070.42,5074.72,5068.94,5074.62,BULLISH,420.00,578.00,0.726644,0.934087,20.1801,20.1801,5064.60998669,5062.79693743,5065.56332129,5063.26058694,95.33,46.36,230.27,4.5377,BULLISH,ALIGNED
2026.01.27 10:30_SELL,XAUUSD,PERIOD_M5,PERIOD_M15,2026.01.27 10:30:00,1769509800014,2026.01.27 10:30:00,SELL,OK,10,30,2,5077.61,5077.75,5077.68,14.0,0.2757,5086.83127504,5086.54960677,5084.99302003,5085.73964252,-183.83,-81.00,-74.66,-1.4704,1.4704,642.93,12.6619,0.021775,5083.89,5083.90,5075.30,5077.64,BEARISH,625.00,860.00,0.726744,1.337629,-17.7523,17.7523,5078.78487671,5070.81371787,5078.67584084,5071.08141520,-10.90,26.77,759.44,14.9565,BULLISH,COUNTER
