opportunity,time,cap,extra_cost_bps,tickets,total_R,incremental_R
1778883300079_SELL,2026.05.15 22:15:00,3,0,2,-0.23137508,-0.27656553
1779094800031_SELL,2026.05.18 09:00:00,3,0,1,-1.00143356,0.0
1779187500003_SELL,2026.05.19 10:45:00,3,0,1,-1.0055914,0.0
1779976200048_SELL,2026.05.28 13:50:00,3,0,2,-1.03155857,-0.030977739999999976
1779981600010_SELL,2026.05.28 15:20:00,3,0,2,-0.47607527,-1.00107527
1780305300197_SELL,2026.06.01 09:15:00,3,0,3,3.06753615,1.79415934
1780316700002_SELL,2026.06.01 12:25:00,3,0,3,3.24013378,1.7554271799999999
1780327500017_SELL,2026.06.01 15:25:00,3,0,1,-1.02306801,0.0
1780329600032_SELL,2026.06.01 16:00:00,3,0,2,-0.63496309,-0.79253378
1780353900068_SELL,2026.06.01 22:45:00,3,0,2,2.10642202,0.8062103100000002
1780368600011_SELL,2026.06.02 02:50:00,3,0,1,-1.01642417,0.0
1780372800001_SELL,2026.06.02 04:00:00,3,0,1,0.30570296,0.0
1780375200009_SELL,2026.06.02 04:40:00,3,0,2,0.39052557,-0.31879638
1780452000017_SELL,2026.06.03 02:00:00,3,0,2,0.63372781,0.13875739999999998
1780460100006_SELL,2026.06.03 04:15:00,3,0,2,1.12496109,0.46392913
1780471800004_SELL,2026.06.03 07:30:00,3,0,3,2.05720442,0.45849718000000017
1780500300041_SELL,2026.06.03 15:25:00,3,0,2,1.30873786,0.10097086999999982
1780503900034_SELL,2026.06.03 16:25:00,3,0,2,-0.19790171,-0.40693539
1780510500038_SELL,2026.06.03 18:15:00,3,0,2,0.49471936,0.16738625000000001
1780535100018_SELL,2026.06.04 01:05:00,3,0,1,-1.0106225,0.0
1780650300042_SELL,2026.06.05 09:05:00,3,0,1,0.16990087,0.0
1780693500009_SELL,2026.06.05 21:05:00,3,0,3,3.34286059,1.90557899
1780883400031_SELL,2026.06.08 01:50:00,3,0,2,0.38791385,-0.060302159999999994
1780892100044_SELL,2026.06.08 04:15:00,3,0,3,-0.40108108,-1.0254054
1780904700039_SELL,2026.06.08 07:45:00,3,0,1,-1.02312925,0.0
1780916100039_SELL,2026.06.08 10:55:00,3,0,2,-0.27421488,-0.62595042
1781043300041_SELL,2026.06.09 22:15:00,3,0,3,0.56096207,0.13172987999999997
1781087700145_SELL,2026.06.10 10:35:00,3,0,3,1.10724051,0.40972152000000006
1781100300029_SELL,2026.06.10 14:05:00,3,0,1,-0.80974547,0.0
1781156400033_SELL,2026.06.11 05:40:00,3,0,3,1.75568077,0.63577496
1781178300012_SELL,2026.06.11 11:45:00,3,0,2,0.28030616,-0.21227068
1781197800031_SELL,2026.06.11 17:10:00,3,0,2,-0.78877456,-0.69522919
1781207700011_SELL,2026.06.11 19:55:00,3,0,2,0.43908391,-0.09184917999999997
1781580000011_SELL,2026.06.16 03:20:00,3,0,3,0.64199517,-0.0810941300000001
1781586000015_SELL,2026.06.16 05:00:00,3,0,3,-0.26934783,-0.57217392
1781599200003_SELL,2026.06.16 08:40:00,3,0,2,-0.35006795,-0.07392739000000004
1781688000014_SELL,2026.06.17 09:20:00,3,0,2,-0.31401869,-0.18564627
1781693700050_SELL,2026.06.17 10:55:00,3,0,1,-0.19178829,0.0
1781706900042_SELL,2026.06.17 14:35:00,3,0,2,-0.15406534,-0.06327684
1783337700009_SELL,2026.07.06 11:35:00,3,0,2,1.50832719,0.45187913999999996
1783351800022_SELL,2026.07.06 15:30:00,3,0,3,2.11750653,0.88002986
1783422000050_SELL,2026.07.07 11:00:00,3,0,1,-1.01513736,0.0
1783425600028_SELL,2026.07.07 12:00:00,3,0,2,-0.43165377,-0.28835887
1783485000006_SELL,2026.07.08 04:30:00,3,0,3,0.10698899,-0.15393312999999997
1783504500004_SELL,2026.07.08 09:55:00,3,0,2,0.81563422,-0.10324484
1783530600036_SELL,2026.07.08 17:10:00,3,0,2,0.80636865,-0.05976729999999997
1783560000085_SELL,2026.07.09 01:20:00,3,0,2,-0.06793296,-0.31463687
1783675800038_SELL,2026.07.10 09:30:00,3,0,2,-0.55859414,-0.3261589899999999
1783693800015_SELL,2026.07.10 14:30:00,3,0,2,0.46335144,0.03510237999999999
1783698000056_SELL,2026.07.10 15:40:00,3,0,2,-0.43503765,-0.31370062
1783704900028_SELL,2026.07.10 17:35:00,3,0,1,-1.00226125,0.0
1783933200017_SELL,2026.07.13 09:00:00,3,0,2,-1.00522876,-1.05882353
1783948200078_SELL,2026.07.13 13:10:00,3,0,2,-0.37626876,-0.47767453
1783960500078_SELL,2026.07.13 16:35:00,3,0,2,0.47155993,-0.15357315999999993
1783982400076_SELL,2026.07.13 22:40:00,3,0,1,-0.42238204,0.0
1783995600224_SELL,2026.07.14 02:20:00,3,0,2,0.04409449,-0.63736578
1784002500017_SELL,2026.07.14 04:15:00,3,0,1,-1.00457002,0.0
1784003400048_SELL,2026.07.14 04:30:00,3,0,2,-0.14248487,-0.14478301000000002
1784111100010_SELL,2026.07.15 10:25:00,3,0,2,-0.22428288,-0.59404655
1786653000045_SELL,2026.08.13 20:30:00,3,0,3,0.20019679,-0.06061002999999998
1786673100025_SELL,2026.08.14 02:05:00,3,0,1,-1.01308411,0.0
1786695000009_SELL,2026.08.14 08:10:00,3,0,2,0.10110658,-0.15655213
1787688600090_SELL,2026.08.25 20:10:00,3,0,1,-1.0200489,0.0
1787899200150_SELL,2026.08.28 06:40:00,3,0,3,0.50834852,0.10207801
1769055300007_SELL,2026.01.22 04:15:00,3,0.5,2,0.379099015,-0.05290060000000002
1769174100008_SELL,2026.01.23 13:15:00,3,0.5,2,-1.09054867,-0.8602778600000001
1769469300010_SELL,2026.01.26 23:15:00,3,0.5,3,1.531698585,0.59993661
1769482200011_SELL,2026.01.27 02:50:00,3,0.5,2,-1.0683893850000001,-0.0389854500000002
1769721300024_SELL,2026.01.29 21:15:00,3,0.5,1,-0.27859188,0.0
1769742000015_SELL,2026.01.30 03:00:00,3,0.5,3,3.8107390199999998,1.8629303599999998
1769760000047_SELL,2026.01.30 08:00:00,3,0.5,1,-0.44237362999999996,0.0
1769784600035_SELL,2026.01.30 14:50:00,3,0.5,1,-1.00953311,0.0
1769792400039_SELL,2026.01.30 17:00:00,3,0.5,3,0.657922525,-0.16213017499999993
1769813100051_SELL,2026.01.30 22:45:00,3,0.5,2,0.57270794,-0.03281575000000003
1769994300011_SELL,2026.02.02 01:05:00,3,0.5,3,4.301427085,2.09799461
1770000900026_SELL,2026.02.02 02:55:00,3,0.5,3,0.810872955,0.009486115000000073
1770008100047_SELL,2026.02.02 04:55:00,3,0.5,2,0.06732766500000001,-0.530795915
1770060000091_SELL,2026.02.02 19:20:00,3,0.5,2,0.174494755,-0.1274938
1770073200031_SELL,2026.02.02 23:00:00,3,0.5,2,-0.625737275,-0.19964526
1770288900046_SELL,2026.02.05 10:55:00,3,0.5,2,2.493290215,1.15210567
1770299400010_SELL,2026.02.05 13:50:00,3,0.5,2,-0.180731085,-0.40814359
1770311700035_SELL,2026.02.05 17:15:00,3,0.5,1,-0.094253695,0.0
1770312300005_SELL,2026.02.05 17:25:00,3,0.5,2,0.67715416,0.15357813499999995
1770324900011_SELL,2026.02.05 20:55:00,3,0.5,2,-0.11076007000000002,-0.32694742500000007
1770348000038_SELL,2026.02.06 03:20:00,3,0.5,2,0.013582114999999999,-0.13454518499999998
1770700500091_SELL,2026.02.10 05:15:00,3,0.5,2,-0.324749945,-0.44105466
1770708000060_SELL,2026.02.10 07:20:00,3,0.5,2,0.458354685,-0.14487222
1770713700081_SELL,2026.02.10 08:55:00,3,0.5,2,-1.02767347,-0.15065535000000008
1770754200012_SELL,2026.02.10 20:10:00,3,0.5,3,2.23131974,1.068750105
1770767100003_SELL,2026.02.10 23:45:00,3,0.5,2,-0.623521525,-0.23859091
1770871800022_SELL,2026.02.12 04:50:00,3,0.5,1,-0.787364035,0.0
1770892800280_SELL,2026.02.12 10:40:00,3,0.5,1,-0.382950595,0.0
1770913800023_SELL,2026.02.12 16:30:00,3,0.5,1,-1.03623018,0.0
1770919800044_SELL,2026.02.12 18:10:00,3,0.5,3,19.737620755000002,7.987425325
1770934800047_SELL,2026.02.12 22:20:00,3,0.5,3,2.8728313500000002,1.5911128050000003
1770965700033_SELL,2026.02.13 06:55:00,3,0.5,1,-0.77757018,0.0
1770982200032_SELL,2026.02.13 11:30:00,3,0.5,1,-0.04871958999999999,0.0
1771292400019_SELL,2026.02.17 01:40:00,3,0.5,2,-0.7574197149999999,-0.14141293499999996
1771303500080_SELL,2026.02.17 04:45:00,3,0.5,1,-0.45561947999999997,0.0
1771305300049_SELL,2026.02.17 05:15:00,3,0.5,2,0.17418939500000002,-0.36187447999999994
1771365900046_SELL,2026.02.17 22:05:00,3,0.5,2,-0.47381945,-0.35014526999999995
1771922100025_SELL,2026.02.24 08:35:00,3,0.5,2,-1.100040865,-0.73672402
1772533800012_SELL,2026.03.03 10:30:00,3,0.5,3,1.924131195,0.7894563499999998
1772550600012_SELL,2026.03.03 15:10:00,3,0.5,1,-0.905403745,0.0
1772578200046_SELL,2026.03.03 22:50:00,3,0.5,2,-0.54452323,-1.01867039
1772601000125_SELL,2026.03.04 05:10:00,3,0.5,1,-0.615169825,0.0
1774248900012_SELL,2026.03.23 06:55:00,3,0.5,1,-1.01906201,0.0
1774250700030_SELL,2026.03.23 07:25:00,3,0.5,2,1.271730035,-0.32767972999999984
1774330800114_SELL,2026.03.24 05:40:00,3,0.5,2,-0.111985575,-0.19767732
1774487100044_SELL,2026.03.26 01:05:00,3,0.5,1,-0.32870874,0.0
1774499700030_SELL,2026.03.26 04:35:00,3,0.5,2,-0.14096428,-0.49740839499999995
1774509300030_SELL,2026.03.26 07:15:00,3,0.5,2,0.31518931,-0.340533025
1774533300023_SELL,2026.03.26 13:55:00,3,0.5,2,-0.089923645,-0.226052305
1774536900013_SELL,2026.03.26 14:55:00,3,0.5,2,-0.5189775299999999,-0.1110641699999999
1774578300027_SELL,2026.03.27 02:25:00,3,0.5,2,-0.9276157549999999,-0.29168748
1778600100002_SELL,2026.05.12 15:35:00,3,0.5,1,-1.03321356,0.0
1778749800032_SELL,2026.05.14 09:10:00,3,0.5,2,0.00018285500000000954,-0.286715485
1778829600067_SELL,2026.05.15 07:20:00,3,0.5,2,0.29366651,-0.183338915
1778870100003_SELL,2026.05.15 18:35:00,3,0.5,2,0.026770175,-0.16797163999999998
1778883300079_SELL,2026.05.15 22:15:00,3,0.5,2,-0.31361672,-0.317679885
1779094800031_SELL,2026.05.18 09:00:00,3,0.5,1,-1.02475029,0.0
1779187500003_SELL,2026.05.19 10:45:00,3,0.5,1,-1.039779475,0.0
1779976200048_SELL,2026.05.28 13:50:00,3,0.5,2,-1.099411735,-0.06490307999999989
1779981600010_SELL,2026.05.28 15:20:00,3,0.5,2,-0.558583725,-1.042295485
1780305300197_SELL,2026.06.01 09:15:00,3,0.5,3,2.9600635449999997,1.7225234799999996
1780316700002_SELL,2026.06.01 12:25:00,3,0.5,3,3.12527487,1.6788748100000002
1780327500017_SELL,2026.06.01 15:25:00,3,0.5,1,-1.06478676,0.0
1780329600032_SELL,2026.06.01 16:00:00,3,0.5,2,-0.705164185,-0.827614945
1780353900068_SELL,2026.06.01 22:45:00,3,0.5,2,1.929257505,0.7176404000000001
1780368600011_SELL,2026.06.02 02:50:00,3,0.5,1,-1.078308935,0.0
1780372800001_SELL,2026.06.02 04:00:00,3,0.5,1,0.26743569500000003,0.0
1780375200009_SELL,2026.06.02 04:40:00,3,0.5,2,0.33950892499999996,-0.344298725
1780452000017_SELL,2026.06.03 02:00:00,3,0.5,2,0.540865975,0.09233538499999999
1780460100006_SELL,2026.06.03 04:15:00,3,0.5,2,1.0650173600000001,0.43396219000000014
1780471800004_SELL,2026.06.03 07:30:00,3,0.5,3,1.8547326700000002,0.3235495450000001
1780500300041_SELL,2026.06.03 15:25:00,3,0.5,2,1.22223165,0.057745434999999734
1780503900034_SELL,2026.06.03 16:25:00,3,0.5,2,-0.25292723,-0.434438475
1780510500038_SELL,2026.06.03 18:15:00,3,0.5,2,0.439602355,0.139831745
1780535100018_SELL,2026.06.04 01:05:00,3,0.5,1,-1.05786761,0.0
1780650300042_SELL,2026.06.05 09:05:00,3,0.5,1,0.13257718000000002,0.0
1780693500009_SELL,2026.06.05 21:05:00,3,0.5,3,3.255180605,1.847141815
1780883400031_SELL,2026.06.08 01:50:00,3,0.5,2,0.34901253,-0.07975162499999999
1780892100044_SELL,2026.06.08 04:15:00,3,0.5,3,-0.48282809,-1.079864835
1780904700039_SELL,2026.06.08 07:45:00,3,0.5,1,-1.0622010899999998,0.0
1780916100039_SELL,2026.06.08 10:55:00,3,0.5,2,-0.3238955,-0.65077514
1781043300041_SELL,2026.06.09 22:15:00,3,0.5,3,0.466446845,0.06873183999999999
1781087700145_SELL,2026.06.10 10:35:00,3,0.5,3,1.0180588799999999,0.350274475
1781100300029_SELL,2026.06.10 14:05:00,3,0.5,1,-0.832825435,0.0
1781156400033_SELL,2026.06.11 05:40:00,3,0.5,3,1.698299205,0.5975473150000001
1781178300012_SELL,2026.06.11 11:45:00,3,0.5,2,0.22465382,-0.24009195500000002
1781197800031_SELL,2026.06.11 17:10:00,3,0.5,2,-0.8191430900000001,-0.7103964850000001
1781207700011_SELL,2026.06.11 19:55:00,3,0.5,2,0.393391235,-0.11469330999999999
1781580000011_SELL,2026.06.16 03:20:00,3,0.5,3,0.49637535,-0.17815174499999997
1781586000015_SELL,2026.06.16 05:00:00,3,0.5,3,-0.367748045,-0.63775349
1781599200003_SELL,2026.06.16 08:40:00,3,0.5,2,-0.4439291,-0.120856825
1781688000014_SELL,2026.06.17 09:20:00,3,0.5,2,-0.399403335,-0.22833395000000004
1781693700050_SELL,2026.06.17 10:55:00,3,0.5,1,-0.23892211000000002,0.0
1781706900042_SELL,2026.06.17 14:35:00,3,0.5,2,-0.27307035999999996,-0.12277783499999995
1783337700009_SELL,2026.07.06 11:35:00,3,0.5,2,1.422637805,0.4090495649999999
1783351800022_SELL,2026.07.06 15:30:00,3,0.5,3,1.9875966699999998,0.7934498699999999
1783422000050_SELL,2026.07.07 11:00:00,3,0.5,1,-1.058304035,0.0
1783425600028_SELL,2026.07.07 12:00:00,3,0.5,2,-0.504632885,-0.3248421
1783485000006_SELL,2026.07.08 04:30:00,3,0.5,3,0.039837185,-0.19868973499999998
1783504500004_SELL,2026.07.08 09:55:00,3,0.5,2,0.7304603249999999,-0.14582972000000005
1783530600036_SELL,2026.07.08 17:10:00,3,0.5,2,0.7665565249999999,-0.07967186500000012
1783560000085_SELL,2026.07.09 01:20:00,3,0.5,2,-0.140785785,-0.351055995
1783675800038_SELL,2026.07.10 09:30:00,3,0.5,2,-0.635703095,-0.364705365
1783693800015_SELL,2026.07.10 14:30:00,3,0.5,2,0.36742529,-0.012850864999999989
1783698000056_SELL,2026.07.10 15:40:00,3,0.5,2,-0.49570816500000003,-0.344028145
1783704900028_SELL,2026.07.10 17:35:00,3,0.5,1,-1.0206275050000002,0.0
1783933200017_SELL,2026.07.13 09:00:00,3,0.5,2,-1.058163205,-1.085264185
1783948200078_SELL,2026.07.13 13:10:00,3,0.5,2,-0.484830575,-0.531944765
1783960500078_SELL,2026.07.13 16:35:00,3,0.5,2,0.39823995,-0.19022944499999994
1783982400076_SELL,2026.07.13 22:40:00,3,0.5,1,-0.46162624,0.0
1783995600224_SELL,2026.07.14 02:20:00,3,0.5,2,-0.11619217999999999,-0.7174936799999999
1784002500017_SELL,2026.07.14 04:15:00,3,0.5,1,-1.0257828,0.0
1784003400048_SELL,2026.07.14 04:30:00,3,0.5,2,-0.188415785,-0.16774508
1784111100010_SELL,2026.07.15 10:25:00,3,0.5,2,-0.305600375,-0.634691355
1786653000045_SELL,2026.08.13 20:30:00,3,0.5,3,0.080019115,-0.140719605
1786673100025_SELL,2026.08.14 02:05:00,3,0.5,1,-1.05373355,0.0
1786695000009_SELL,2026.08.14 08:10:00,3,0.5,2,-0.03977940499999999,-0.22699129
1787688600090_SELL,2026.08.25 20:10:00,3,0.5,1,-1.059722125,0.0
1787899200150_SELL,2026.08.28 06:40:00,3,0.5,3,0.36804004,0.008550865000000019
1769055300007_SELL,2026.01.22 04:15:00,3,1,2,0.33379091,-0.07555392
1769174100008_SELL,2026.01.23 13:15:00,3,1,2,-1.17403138,-0.9019961999999999
1769469300010_SELL,2026.01.26 23:15:00,3,1,3,1.47912933,0.5649114999999999
1769482200011_SELL,2026.01.27 02:50:00,3,1,2,-1.12262255,-0.06609047999999995
1769721300024_SELL,2026.01.29 21:15:00,3,1,1,-0.28777985,0.0
1769742000015_SELL,2026.01.30 03:00:00,3,1,3,3.77146287,1.8367801400000001
1769760000047_SELL,2026.01.30 08:00:00,3,1,1,-0.4554966,0.0
1769784600035_SELL,2026.01.30 14:50:00,3,1,1,-1.01847967,0.0
1769792400039_SELL,2026.01.30 17:00:00,3,1,3,0.63882842,-0.1748287500000001
1769813100051_SELL,2026.01.30 22:45:00,3,1,2,0.55987434,-0.039231970000000005
1769994300011_SELL,2026.02.02 01:05:00,3,1,3,4.28285786,2.08565361
1770000900026_SELL,2026.02.02 02:55:00,3,1,3,0.79443667,-0.0014523300000000017
1770008100047_SELL,2026.02.02 04:55:00,3,1,2,0.05362219,-0.5376356
1770060000091_SELL,2026.02.02 19:20:00,3,1,2,0.16083278,-0.13432187
1770073200031_SELL,2026.02.02 23:00:00,3,1,2,-0.64334689,-0.20844598000000003
1770288900046_SELL,2026.02.05 10:55:00,3,1,2,2.4607585,1.13584454
1770299400010_SELL,2026.02.05 13:50:00,3,1,2,-0.21684556,-0.42619315
1770311700035_SELL,2026.02.05 17:15:00,3,1,1,-0.10163826,0.0
1770312300005_SELL,2026.02.05 17:25:00,3,1,2,0.66161445,0.14581752999999997
1770324900011_SELL,2026.02.05 20:55:00,3,1,2,-0.1382635,-0.34069131
1770348000038_SELL,2026.02.06 03:20:00,3,1,2,0.0012279899999999982,-0.14071910999999998
1770700500091_SELL,2026.02.10 05:15:00,3,1,2,-0.37080627,-0.46406889
1770708000060_SELL,2026.02.10 07:20:00,3,1,2,0.38103043,-0.18353223000000002
1770713700081_SELL,2026.02.10 08:55:00,3,1,2,-1.08766694,-0.18064937000000003
1770754200012_SELL,2026.02.10 20:10:00,3,1,3,2.13332072,1.00343837
1770767100003_SELL,2026.02.10 23:45:00,3,1,2,-0.70611528,-0.27988294
1770871800022_SELL,2026.02.12 04:50:00,3,1,1,-0.82033068,0.0
1770892800280_SELL,2026.02.12 10:40:00,3,1,1,-0.42538898,0.0
1770913800023_SELL,2026.02.12 16:30:00,3,1,1,-1.05977857,0.0
1770919800044_SELL,2026.02.12 18:10:00,3,1,3,19.66103525,7.93662688
1770934800047_SELL,2026.02.12 22:20:00,3,1,3,2.80728996,1.5474347499999999
1770965700033_SELL,2026.02.13 06:55:00,3,1,1,-0.8115719,0.0
1770982200032_SELL,2026.02.13 11:30:00,3,1,1,-0.07763679,0.0
1771292400019_SELL,2026.02.17 01:40:00,3,1,2,-0.83095997,-0.17818051999999995
1771303500080_SELL,2026.02.17 04:45:00,3,1,1,-0.49813826,0.0
1771305300049_SELL,2026.02.17 05:15:00,3,1,2,0.09061706,-0.40365269000000004
1771365900046_SELL,2026.02.17 22:05:00,3,1,2,-0.52797197,-0.3772136199999999
1771922100025_SELL,2026.02.24 08:35:00,3,1,2,-1.16391481,-0.7686567000000001
1772533800012_SELL,2026.03.03 10:30:00,3,1,3,1.84890325,0.73931408
1772550600012_SELL,2026.03.03 15:10:00,3,1,1,-0.91580911,0.0
1772578200046_SELL,2026.03.03 22:50:00,3,1,2,-0.57951856,-1.03613906
1772601000125_SELL,2026.03.04 05:10:00,3,1,1,-0.63341229,0.0
1774248900012_SELL,2026.03.23 06:55:00,3,1,1,-1.03594935,0.0
1774250700030_SELL,2026.03.23 07:25:00,3,1,2,1.2385389,-0.34422712
1774330800114_SELL,2026.03.24 05:40:00,3,1,2,-0.13673397,-0.2100469
1774487100044_SELL,2026.03.26 01:05:00,3,1,1,-0.34398844,0.0
1774499700030_SELL,2026.03.26 04:35:00,3,1,2,-0.18774133,-0.52077557
1774509300030_SELL,2026.03.26 07:15:00,3,1,2,0.22463974,-0.38580063
1774533300023_SELL,2026.03.26 13:55:00,3,1,2,-0.12738035,-0.24477556
1774536900013_SELL,2026.03.26 14:55:00,3,1,2,-0.55154162,-0.12734383999999993
1774578300027_SELL,2026.03.27 02:25:00,3,1,2,-0.97367229,-0.31470929000000003
1778600100002_SELL,2026.05.12 15:35:00,3,1,1,-1.06551747,0.0
1778749800032_SELL,2026.05.14 09:10:00,3,1,2,-0.07688699999999998,-0.32523607
1778829600067_SELL,2026.05.15 07:20:00,3,1,2,0.2175217,-0.22139480999999997
1778870100003_SELL,2026.05.15 18:35:00,3,1,2,-0.019003729999999996,-0.19085512
1778883300079_SELL,2026.05.15 22:15:00,3,1,2,-0.39585836,-0.35879424000000004
1779094800031_SELL,2026.05.18 09:00:00,3,1,1,-1.04806702,0.0
1779187500003_SELL,2026.05.19 10:45:00,3,1,1,-1.07396755,0.0
1779976200048_SELL,2026.05.28 13:50:00,3,1,2,-1.1672649,-0.09882842000000003
1779981600010_SELL,2026.05.28 15:20:00,3,1,2,-0.64109218,-1.0835157
1780305300197_SELL,2026.06.01 09:15:00,3,1,3,2.85259094,1.6508876199999998
1780316700002_SELL,2026.06.01 12:25:00,3,1,3,3.01041596,1.60232244
1780327500017_SELL,2026.06.01 15:25:00,3,1,1,-1.10650551,0.0
1780329600032_SELL,2026.06.01 16:00:00,3,1,2,-0.77536528,-0.86269611
1780353900068_SELL,2026.06.01 22:45:00,3,1,2,1.75209299,0.6290704899999999
1780368600011_SELL,2026.06.02 02:50:00,3,1,1,-1.1401937,0.0
1780372800001_SELL,2026.06.02 04:00:00,3,1,1,0.22916843,0.0
1780375200009_SELL,2026.06.02 04:40:00,3,1,2,0.28849228,-0.36980107
1780452000017_SELL,2026.06.03 02:00:00,3,1,2,0.44800414,0.04591337000000001
1780460100006_SELL,2026.06.03 04:15:00,3,1,2,1.00507363,0.40399525000000003
1780471800004_SELL,2026.06.03 07:30:00,3,1,3,1.65226092,0.18860191000000004
1780500300041_SELL,2026.06.03 15:25:00,3,1,2,1.13572544,0.014520000000000088
1780503900034_SELL,2026.06.03 16:25:00,3,1,2,-0.30795275,-0.46194156
1780510500038_SELL,2026.06.03 18:15:00,3,1,2,0.38448535,0.11227724
1780535100018_SELL,2026.06.04 01:05:00,3,1,1,-1.10511272,0.0
1780650300042_SELL,2026.06.05 09:05:00,3,1,1,0.09525349,0.0
1780693500009_SELL,2026.06.05 21:05:00,3,1,3,3.16750062,1.7887046400000002
1780883400031_SELL,2026.06.08 01:50:00,3,1,2,0.31011121,-0.09920108999999999
1780892100044_SELL,2026.06.08 04:15:00,3,1,3,-0.5645751,-1.13432427
1780904700039_SELL,2026.06.08 07:45:00,3,1,1,-1.10127293,0.0
1780916100039_SELL,2026.06.08 10:55:00,3,1,2,-0.37357612,-0.6755998599999999
1781043300041_SELL,2026.06.09 22:15:00,3,1,3,0.37193162,0.005733800000000011
1781087700145_SELL,2026.06.10 10:35:00,3,1,3,0.92887725,0.29082743
1781100300029_SELL,2026.06.10 14:05:00,3,1,1,-0.8559054,0.0
1781156400033_SELL,2026.06.11 05:40:00,3,1,3,1.64091764,0.55931967
1781178300012_SELL,2026.06.11 11:45:00,3,1,2,0.16900148,-0.26791323
1781197800031_SELL,2026.06.11 17:10:00,3,1,2,-0.84951162,-0.72556378
1781207700011_SELL,2026.06.11 19:55:00,3,1,2,0.34769856,-0.13753744
1781580000011_SELL,2026.06.16 03:20:00,3,1,3,0.35075553,-0.27520936
1781586000015_SELL,2026.06.16 05:00:00,3,1,3,-0.46614826,-0.70333306
1781599200003_SELL,2026.06.16 08:40:00,3,1,2,-0.53779025,-0.16778626000000002
1781688000014_SELL,2026.06.17 09:20:00,3,1,2,-0.48478798,-0.27102163
1781693700050_SELL,2026.06.17 10:55:00,3,1,1,-0.28605593,0.0
1781706900042_SELL,2026.06.17 14:35:00,3,1,2,-0.39207538,-0.18227882999999998
1783337700009_SELL,2026.07.06 11:35:00,3,1,2,1.33694842,0.36621998999999994
1783351800022_SELL,2026.07.06 15:30:00,3,1,3,1.85768681,0.70686988
1783422000050_SELL,2026.07.07 11:00:00,3,1,1,-1.10147071,0.0
1783425600028_SELL,2026.07.07 12:00:00,3,1,2,-0.577612,-0.36132533
1783485000006_SELL,2026.07.08 04:30:00,3,1,3,-0.02731462000000001,-0.24344634
1783504500004_SELL,2026.07.08 09:55:00,3,1,2,0.64528643,-0.1884146
1783530600036_SELL,2026.07.08 17:10:00,3,1,2,0.7267444,-0.09957643000000005
1783560000085_SELL,2026.07.09 01:20:00,3,1,2,-0.21363861,-0.38747512
1783675800038_SELL,2026.07.10 09:30:00,3,1,2,-0.71281205,-0.40325174
1783693800015_SELL,2026.07.10 14:30:00,3,1,2,0.27149914,-0.06080410999999997
1783698000056_SELL,2026.07.10 15:40:00,3,1,2,-0.55637868,-0.37435567000000003
1783704900028_SELL,2026.07.10 17:35:00,3,1,1,-1.03899376,0.0
1783933200017_SELL,2026.07.13 09:00:00,3,1,2,-1.11109765,-1.11170484
1783948200078_SELL,2026.07.13 13:10:00,3,1,2,-0.59339239,-0.5862149999999999
1783960500078_SELL,2026.07.13 16:35:00,3,1,2,0.32491997,-0.22688572999999995
1783982400076_SELL,2026.07.13 22:40:00,3,1,1,-0.50087044,0.0
1783995600224_SELL,2026.07.14 02:20:00,3,1,2,-0.27647885,-0.7976215799999999
1784002500017_SELL,2026.07.14 04:15:00,3,1,1,-1.04699558,0.0
1784003400048_SELL,2026.07.14 04:30:00,3,1,2,-0.2343467,-0.19070715
1784111100010_SELL,2026.07.15 10:25:00,3,1,2,-0.38691787,-0.6753361600000001
1786653000045_SELL,2026.08.13 20:30:00,3,1,3,-0.04015856000000001,-0.22082918
1786673100025_SELL,2026.08.14 02:05:00,3,1,1,-1.09438299,0.0
1786695000009_SELL,2026.08.14 08:10:00,3,1,2,-0.18066538999999998,-0.29743045
1787688600090_SELL,2026.08.25 20:10:00,3,1,1,-1.09939535,0.0
1787899200150_SELL,2026.08.28 06:40:00,3,1,3,0.22773156,-0.08497628000000002
1769055300007_SELL,2026.01.22 04:15:00,3,1.5,2,0.288482805,-0.09820723999999997
1769174100008_SELL,2026.01.23 13:15:00,3,1.5,2,-1.25751409,-0.94371454
1769469300010_SELL,2026.01.26 23:15:00,3,1.5,3,1.4265600749999998,0.5298863899999998
1769482200011_SELL,2026.01.27 02:50:00,3,1.5,2,-1.1768557149999999,-0.0931955099999997
1769721300024_SELL,2026.01.29 21:15:00,3,1.5,1,-0.29696782,0.0
1769742000015_SELL,2026.01.30 03:00:00,3,1.5,3,3.7321867200000005,1.8106299200000004
1769760000047_SELL,2026.01.30 08:00:00,3,1.5,1,-0.46861957,0.0
1769784600035_SELL,2026.01.30 14:50:00,3,1.5,1,-1.02742623,0.0
1769792400039_SELL,2026.01.30 17:00:00,3,1.5,3,0.6197343149999999,-0.18752732500000024
1769813100051_SELL,2026.01.30 22:45:00,3,1.5,2,0.54704074,-0.04564818999999998
1769994300011_SELL,2026.02.02 01:05:00,3,1.5,3,4.264288635,2.07331261
1770000900026_SELL,2026.02.02 02:55:00,3,1.5,3,0.7780003849999999,-0.012390775000000076
1770008100047_SELL,2026.02.02 04:55:00,3,1.5,2,0.039916715,-0.544475285
1770060000091_SELL,2026.02.02 19:20:00,3,1.5,2,0.14717080500000002,-0.14114994000000003
1770073200031_SELL,2026.02.02 23:00:00,3,1.5,2,-0.660956505,-0.21724670000000007
