partition,cap,extra_cost_bps,avg_tickets,max_tickets,total_n,total_mean,total_median,total_trim10,total_exbest1,total_extop3,total_extop5,total_worst1,total_worst3_sum,total_pf,total_positive,total_negative,inc_n,inc_mean,inc_median,inc_trim10,inc_exbest1,inc_extop3,inc_extop5,inc_worst1,inc_worst3_sum,inc_pf,inc_positive,inc_negative
JAN_JUN,3,3,1.9361702127659575,3,94,0.09150467627659578,-0.34291759499999996,-0.2728647627631579,-0.11562638344086024,-0.20413398780219782,-0.26903318977528096,-1.5079622199999998,-4.36605037,1.1878829058105118,0.32978723404255317,0.6702127659574468,94,-0.034000524787234,-0.16352448,-0.16970322710526317,-0.1175213164516129,-0.16151594835164837,-0.1980407839325843,-1.35216201,-3.70657231,0.8679200319695703,0.18085106382978725,0.5531914893617021
JAN_JUN,5,0,2.1914893617021276,4,94,0.35595605159574467,-0.16461609500000002,-0.04025624302631579,0.09335923870967743,0.028935889780219784,-0.03142843685393258,-1.04568409,-3.11157462,2.076372485394382,0.425531914893617,0.574468085106383,94,0.06007582361702128,-0.10037661499999999,-0.1027006319736842,-0.07907902946236559,-0.11384922318681318,-0.14002759853932584,-1.31503507,-3.41070203,1.3018877337888188,0.18085106382978725,0.574468085106383
JAN_JUN,5,0.5,2.1914893617021276,4,94,0.293568332287234,-0.2369793525,-0.09646083802631579,0.03139902451612903,-0.03260794384615385,-0.09293249691011236,-1.128256715,-3.3258245100000003,1.814104480233759,0.39361702127659576,0.6063829787234043,94,0.026083942127659555,-0.1399672675,-0.1290438740131579,-0.1126153544623656,-0.14622261714285714,-0.1716112498314607,-1.353273645,-3.57184353,1.1185991637020738,0.18085106382978725,0.574468085106383
JAN_JUN,5,1,2.1914893617021276,4,94,0.2311806129787234,-0.266318245,-0.1534323686842105,-0.030561189677419366,-0.0947600463736264,-0.15443655696629213,-1.21082934,-3.54970858,1.5891426096916295,0.3723404255319149,0.6276595744680851,94,-0.007907939361702148,-0.17580134499999997,-0.15657269710526314,-0.1461516794623656,-0.1785960110989011,-0.20323214640449438,-1.39151222,-3.73298503,0.967168810639392,0.18085106382978725,0.574468085106383
JAN_JUN,5,1.5,2.1914893617021276,4,94,0.16879289367021272,-0.3025886175,-0.21151475513157894,-0.09252140387096776,-0.1574464287912088,-0.21594061702247191,-1.2934019650000002,-3.7766288250000004,1.3941557827764377,0.35106382978723405,0.648936170212766,94,-0.04189982085106385,-0.19669323000000005,-0.18484760157894736,-0.1796880044623656,-0.21096940505494508,-0.23533380876404497,-1.429750795,-3.89412653,0.8399546872097111,0.18085106382978725,0.574468085106383
JAN_JUN,5,2,2.1914893617021276,4,94,0.10640517436170208,-0.369988585,-0.2698959255263158,-0.15448161806451616,-0.22013281120879125,-0.2774446770786517,-1.3759745900000002,-4.00354907,1.2289669354266055,0.3404255319148936,0.6595744680851063,94,-0.07589170234042558,-0.20450608500000006,-0.21277858131578947,-0.2132243294623656,-0.243342799010989,-0.26743547112359556,-1.4679893700000002,-4.11318337,0.732643395225519,0.14893617021276595,0.6063829787234043
JAN_JUN,5,2.5,2.1914893617021276,4,94,0.044017455053191434,-0.4479421925,-0.32852993736842107,-0.21644183225806454,-0.28281919362637364,-0.3389487371348315,-1.4585472150000003,-4.230469315000001,1.0877181971632945,0.32978723404255317,0.6702127659574468,94,-0.1098835838297873,-0.22232621000000002,-0.2410034182236842,-0.24676065446236561,-0.275716192967033,-0.2995371334831461,-1.506227945,-4.35843076,0.6441412080123362,0.14893617021276595,0.6063829787234043
JAN_JUN,5,3,2.1914893617021276,4,94,-0.018370264255319218,-0.5036168799999999,-0.3871639492105263,-0.27840204645161293,-0.34550557604395604,-0.40045279719101123,-1.5411198400000004,-4.4597574,0.9659862852662531,0.2872340425531915,0.7127659574468085,94,-0.143875465319149,-0.26761271000000053,-0.26879502802631583,-0.2802969794623656,-0.3080895869230769,-0.33181235000000003,-1.5508452099999999,-4.60367815,0.5707659147821121,0.1276595744680851,0.6276595744680851
JAN_JUN,7,0,2.382978723404255,6,94,0.49490380393617023,-0.10155015,-0.03791303355263158,0.16445518537634407,0.03930625747252747,-0.03677567359550562,-1.05788964,-3.12603118,2.483672819842229,0.44680851063829785,0.5531914893617021,94,0.19902357595744682,-0.08874902500000001,-0.10647315631578946,-0.007983082795698922,-0.09684557373626375,-0.1359911208988764,-1.3304056100000001,-3.36759683,2.017655595674489,0.1702127659574468,0.6063829787234043
JAN_JUN,7,0.5,2.382978723404255,6,94,0.4275437946276596,-0.147626015,-0.09732108217105263,0.09774382150537635,-0.02667210153846154,-0.10076179640449437,-1.149828635,-3.381407575,2.169959327394289,0.4148936170212766,0.5851063829787234,94,0.16005940446808511,-0.11973870750000004,-0.1379146859868421,-0.04627055747311829,-0.1341651342857143,-0.17158060758426966,-1.3686155750000002,-3.5287447050000003,1.728571725318937,0.1702127659574468,0.6063829787234043
