file,bytes,sha256
RamusenEA_candidate_s2_XAUUSD_PERIOD_M5_1767312000.csv,77464,10806e0f45a318ee8f6fc2bbf2afebbc96dea73a082749da68aead61093f9161
RamusenEA_controlled_layer_summary_XAUUSD_PERIOD_M5_1767312000.csv,81594,3b91e5750e9c0ab3c01a79db1d97926dd2ed73b5b4e8459cab0361f009c8e039
RamusenEA_controlled_layer_detail_XAUUSD_PERIOD_M5_1767312000.csv,161240,0d2037654ae8827efe27896d2f0d380a88c2b3319b6ca286bf840c2d23ae525c
RamusenEA_candidate_s2_XAUUSD_PERIOD_M5_1780272000.csv,34110,3f54e11d24a6360580db29fd607c4467b03fcf212239cc6f0509f98b05ee3829
RamusenEA_controlled_layer_summary_XAUUSD_PERIOD_M5_1780272000.csv,33945,6ca304f5e76018abe6a1109a80bb6ffa1b86df6a44f1fc80cd7dead3b5cd4686
RamusenEA_controlled_layer_detail_XAUUSD_PERIOD_M5_1780272000.csv,64662,3b79951fb9b0f6d5c4cf3b7e817a7b494d9a6e061d0399c50814428b4f1f7aa4
RamusenEA_s30_event_control_XAUUSD_PERIOD_M5_1767225600.csv,80080391,e72eeb95c3f7755f4e83cf2d50c927d040f522b85fa80dd9478cf62ff9ff4bdc
RamusenEA_scalping_context_XAUUSD_PERIOD_M5_1767312000.csv,695744,bad26f1f28b915a230eb4c4031799b0b9fb6589a5a2c5bf755654a31e58bb95b
RamusenEA_scalping_context_XAUUSD_PERIOD_M5_1780272000.csv,332228,9400c4ca7c9c07d9491721111bcb1dbcea29ce17ece30a0621217d10c8709c20
