partition,cap,extra_cost_bps,reference_risk,compounded_return,closed_opportunity_max_dd,mean_log_growth,worst_day_R,max_consecutive_losses
ALL,3,1,0.005,0.11858095958230219,-0.05496981256597577,0.0009416880807602878,-2.03668535,9
ALL,3,1.5,0.0025,0.040822751182524764,-0.031828545192023494,0.0003362311537766977,-2.288757225,9
ALL,3,1.5,0.005,0.07999545172405176,-0.06311102915113442,0.0006466960484087603,-2.288757225,9
ALL,3,2,0.0025,0.02269407450080818,-0.045744268970907886,0.00018857474653030556,-2.5408291000000003,10
ALL,3,2,0.005,0.04272590129902687,-0.08984690349177471,0.00035158271521069256,-2.5408291000000003,10
ALL,3,2.5,0.0025,0.004877519934721297,-0.05966852876272555,4.0887927499837834e-05,-2.7929009750000002,16
ALL,3,2.5,0.005,0.006727938192942817,-0.11621752804065799,5.63479547983449e-05,-2.7929009750000002,16
ALL,3,3,0.0025,-0.012632224088824917,-0.0733925988020635,-0.00010682931918858435,-3.0449728500000006,16
ALL,3,3,0.005,-0.028041328805053722,-0.14183516476516556,-0.0002390083594322276,-3.0449728500000006,16
ALL,5,0,0.0025,0.08414402467910276,-0.020736953105661038,0.0006789139351841662,-1.77362916,7
ALL,5,0,0.005,0.17050723627171172,-0.041138411259994956,0.001323001597776196,-1.77362916,7
ALL,5,0.5,0.0025,0.0629999395405223,-0.024517646963459816,0.0005134037183490489,-2.1380340049999997,7
ALL,5,0.5,0.005,0.12535865645237565,-0.04853218684771776,0.0009924520217149306,-2.1380340049999997,7
ALL,5,1,0.0025,0.04226317321741169,-0.028284452570497165,0.000347852747139926,-2.50243885,8
ALL,5,1,0.005,0.08193063347692142,-0.05587170413450149,0.0006617400741886154,-2.50243885,8
ALL,5,1.5,0.0025,0.02192597575931665,-0.041008058136642656,0.00018226099491092977,-2.866843695,10
ALL,5,1.5,0.005,0.04015839004458255,-0.08074419876522743,0.0003308655435032942,-2.866843695,10
ALL,5,2,0.0025,0.00198074284769012,-0.05659386872478833,1.6628434984117615e-05,-3.23124854,10
