month,delay_minutes,gross_n,gross_mean,gross_median,gross_trim10,gross_exbest1,gross_extop3,gross_extop5,gross_worst1,gross_worst3_sum,gross_pf,gross_positive,gross_negative,inc_mean
2026.06,1,63,2.207707493728407,2.9910477246009357,3.075707368424322,1.7947806435108913,1.14028475086144,0.5545708784680603,-51.4253369142398,-91.8459439454745,1.58039380862539,0.6825396825396826,0.30158730158730157,-0.7510129010519072
2026.07,1,57,0.9085805447779584,1.1780210718519672,1.2497705136850763,0.6232036314971846,0.12564160579237826,-0.3371204385958876,-25.11555109926385,-52.43964808524486,1.3292835346889673,0.543859649122807,0.45614035087719296,1.206502261806224
2026.08,1,31,2.5693215869229937,2.209214931560468,2.6684014689010143,1.899307106525577,0.575780560057553,-0.7307689110901042,-23.5353064071649,-50.58818104091387,1.7943534767151978,0.5806451612903226,0.41935483870967744,-0.23982359227933045
2026.01,3,39,3.950829626650681,1.7392089987135195,2.0880395071337197,2.477818224591906,0.150126207377497,-1.1082487172233733,-28.993304638929104,-63.50076026982285,1.9970455327894132,0.5641025641025641,0.4358974358974359,-3.050338331806623
2026.02,3,47,9.235714703426273,0.375327918075002,2.297614754091053,5.85117104142672,1.2455879993568875,-0.148611870146534,-31.42557237130717,-57.88354913512492,3.721291806657759,0.5106382978723404,0.48936170212765956,-4.970353722620971
2026.03,3,61,0.9573495145112354,1.0047726701842146,0.7138257255071289,0.15807172365233332,-0.9686275696708815,-1.742163557340633,-58.30675154540476,-103.40591800379141,1.1906205668261238,0.5737704918032787,0.4262295081967213,1.919490575127719
2026.04,3,66,-3.909649436137526,-3.4768944553052483,-3.363712735221384,-4.386681269509199,-4.871794490794253,-5.305591208237937,-40.00305533428615,-89.81696723224255,0.28833050573044716,0.3484848484848485,0.6515151515151515,-1.1333577715006495
2026.05,3,66,-0.26820648465528846,-1.9780339883383276,-0.7797086977885167,-0.7562610388564557,-1.623844247653005,-2.2714250465116677,-35.50873563935648,-71.60958130445422,0.9309205114638274,0.3787878787878788,0.6212121212121212,-0.7522751348945046
2026.06,3,63,1.915998838149343,2.584003608209529,3.134415731759091,1.5766998673853148,0.9490842755953321,0.36032955194936817,-58.96050176688675,-105.30872398351147,1.5145054023018292,0.5555555555555556,0.4444444444444444,-1.0427215566309715
2026.07,3,57,0.7612422026550516,0.2726504348766321,0.5905282201133145,0.41926467738937845,-0.05846164538248932,-0.4693278762435361,-14.853577440151877,-35.1720872289945,1.3388661787936975,0.543859649122807,0.45614035087719296,1.0591639196833171
2026.08,3,31,3.1227515514858446,1.8617650912159167,3.1329774987716585,2.4341343728859988,1.2765899593584766,0.23753654238326344,-21.13994875860205,-42.57991860725413,2.367595341351745,0.6451612903225806,0.3548387096774194,0.3136063722835201
2026.01,5,39,4.01174682511194,0.6762564189831725,2.2568980053453687,2.7802287204002947,0.3398050575953263,-0.8444476893789004,-30.46860269664103,-62.244652102965404,2.1494265269719683,0.5384615384615384,0.46153846153846156,-2.9894211333453633
2026.02,5,47,7.046811744533854,3.3254322095181883,2.8845416643672266,3.9148278649041943,2.049089213881927,0.9747760448235684,-16.731459008999256,-39.62675695809682,3.7938637257557555,0.5957446808510638,0.40425531914893614,-7.159256681513391
2026.03,5,61,1.1555001640278757,0.2748509424448922,0.8421759896450317,0.30127275248992175,-0.8352082560619166,-1.42975100779805,-51.66556295283446,-91.79496043542154,1.2976025901136028,0.5245901639344263,0.47540983606557374,2.1176412246443594
2026.04,5,66,-2.7241626324432855,-2.197323649682451,-2.6706385628109466,-3.3241560567670674,-3.834694917412027,-4.296254972451455,-23.1005607057744,-68.10719875823841,0.43657517529196377,0.3787878787878788,0.6212121212121212,0.0521290321935909
2026.05,5,66,-0.7305715992067378,-1.7578810067625505,-1.067671220708189,-1.248532193009945,-1.7775766146778642,-2.2487003020427863,-22.997359644865394,-55.72388212760288,0.7836716018620122,0.36363636363636365,0.6212121212121212,-1.2146402494459536
2026.06,5,63,1.098998259414107,2.0724809459835263,2.423098699541246,0.8078058257948181,0.30320407106601077,-0.15698079206183244,-58.233144686225195,-100.38886168058696,1.3329177737062206,0.6031746031746031,0.3968253968253968,-1.8597221353662075
2026.07,5,57,-0.44417262126993295,-0.5156601063242923,-0.5344178903174558,-0.7952699003991007,-1.248540682356111,-1.5649163468963765,-18.093510214832516,-37.340857568878604,0.8169130127857989,0.43859649122807015,0.5614035087719298,-0.14625090424166745
2026.08,5,31,2.623985943178444,2.378873854212452,2.248164602239494,1.8295537868885137,0.6601379138034298,-0.34128295973554323,-17.558641066214822,-37.72025346949131,2.123623484894676,0.6129032258064516,0.3870967741935484,-0.18515923602387996
