view,arm,partition,metric,n,mean,median,positive_rate,negative_rate,trim10,exbest1,extop3,extop5,worst1,stddev,event_days,ci95_low,ci95_high,ci98333_low,ci98333_high
EQUAL_HOLD,DELAY_1,JAN_JUN,mfe_atr,340,-0.05447946652437354,-0.032838491237500045,0.45294117647058824,0.5411764705882353,-0.028115370711742655,-0.060680606840351044,-0.07164825427009794,-0.07943932640398509,-3.0151986183070005,0.5023660531129813,,,,,
EQUAL_HOLD,DELAY_1,JAN_JUN,stop_r,340,-0.016945343866244116,-0.015255597845999988,0.4264705882352941,0.5558823529411765,-0.032249280329808824,-0.026913502234840708,-0.039599661285273,-0.04985949778736716,-2.819289878113,0.5422609165689498,,,,,
EQUAL_HOLD,DELAY_1,JAN_JUN,entry_improvement_price,340,-0.4088823529411589,-0.12999999999950002,0.47058823529411764,0.5294117647058824,-0.16363970588233823,-0.44073746312682305,-0.49863501483677447,-0.5495522388059493,-18.79,3.366641655020051,,,,,
EQUAL_HOLD,DELAY_1,JAN_JUN,entry_improvement_points,340,-40.88823529411644,-12.9999999999655,0.47058823529411764,0.5294117647058824,-16.363970588235702,-44.07374631268298,-49.863501483678164,-54.95522388059577,-1878.999999999996,336.66416550200523,,,,,
EQUAL_HOLD,DELAY_1,JAN_JUN,entry_improvement_bps,340,-0.8707145305965411,-0.280584970389,0.47058823529411764,0.5294117647058824,-0.3504386763646029,-0.9393871098198201,-1.0565628255136914,-1.1597983724945522,-39.098345134971,7.054572200570817,,,,,
EQUAL_HOLD,DELAY_3,JAN_JUN,gross_executable_bps,340,-1.2869852630625882,-0.6131397824195004,0.47941176470588237,0.5205882352941177,-0.508484558256114,-1.5157087356612065,-1.8553104232353768,-2.121417007401385,-155.562356040642,17.99562655750659,93,-2.732233320101877,0.08099012465211748,-3.0684714913242987,0.3650348050197592
EQUAL_HOLD,DELAY_3,JAN_JUN,mae_bps,340,0.7035086593068471,-0.053574805685999705,0.49411764705882355,0.5058823529411764,0.24815758600063612,0.3961868457765695,0.1582720025799556,-0.02087018698989541,-34.569739119428,11.142713020669593,,,,,
EQUAL_HOLD,DELAY_3,JAN_JUN,mfe_bps,340,-0.6147627474238353,-0.7925449607655011,0.46176470588235297,0.538235294117647,-0.7007647410275368,-0.8133953148833069,-1.1326163629473056,-1.4018259649025762,-84.412816659497,13.9027634877149,,,,,
EQUAL_HOLD,DELAY_3,JAN_JUN,mae_atr,340,0.03254903472476765,-0.004723879520000002,0.49411764705882355,0.5058823529411764,0.011786771671797798,0.024256406508616525,0.013627541908089026,0.00410681924483881,-1.8774462624319999,0.6100858514822542,,,,,
EQUAL_HOLD,DELAY_3,JAN_JUN,mfe_atr,340,-0.04683763972101471,-0.06444398599100003,0.46176470588235297,0.5352941176470588,-0.056428702769125,-0.058285420845805305,-0.07712028056783382,-0.09266433242502985,-4.490927327435999,0.8274087536920504,,,,,
EQUAL_HOLD,DELAY_3,JAN_JUN,stop_r,340,-0.020240442849797063,-0.016801894324000047,0.45294117647058824,0.5441176470588235,-0.044947121289955885,-0.034785871585274346,-0.052260533425002975,-0.06672546784609254,-4.198590536459,0.8218445817495902,,,,,
EQUAL_HOLD,DELAY_3,JAN_JUN,entry_improvement_price,340,-0.5818823529412088,-0.09,0.4823529411764706,0.5176470588235295,-0.32705882352944854,-0.6374336283186165,-0.7415727002967716,-0.8439104477612299,-42.57,6.015018567194912,,,,,
EQUAL_HOLD,DELAY_3,JAN_JUN,entry_improvement_points,340,-58.18823529411915,-9.000000000015,0.4823529411764706,0.5176470588235295,-32.705882352942865,-63.74336283185992,-74.1572700296753,-84.39104477612118,-4256.999999999971,601.5018567194901,,,,,
EQUAL_HOLD,DELAY_3,JAN_JUN,entry_improvement_bps,340,-1.240092384807297,-0.1983939478955,0.4823529411764706,0.5176470588235295,-0.6896118420650735,-1.351275880219876,-1.5639136620340208,-1.769238240568382,-84.578903553823,12.458894098634257,,,,,
EQUAL_HOLD,DELAY_5,JAN_JUN,gross_executable_bps,340,-1.613708243116203,-0.7789676094125,0.47058823529411764,0.5294117647058824,-0.39606671012716926,-2.0838830522542624,-2.4812765627421545,-2.751137399012618,-172.00051915745,22.847845283595216,93,-3.6115685659976657,0.2781812913626311,-4.096471684751601,0.6501778412775616
EQUAL_HOLD,DELAY_5,JAN_JUN,mae_bps,340,0.8015742246175763,0.5680907300919995,0.5235294117647059,0.4764705882352941,0.4726921259509228,0.45391838426135395,0.22245253329584563,0.04461950941984172,-40.852376403054,12.555832447883109,,,,,
EQUAL_HOLD,DELAY_5,JAN_JUN,mfe_bps,340,-0.837280927223012,-0.580996941149,0.45294117647058824,0.5470588235294118,-0.9958829182499781,-1.20308917511323,-1.6506298788745817,-1.9701424662624718,-182.07408326867898,19.199622410313435,,,,,
EQUAL_HOLD,DELAY_5,JAN_JUN,mae_atr,340,0.02205191805735294,0.040251856918000026,0.5235294117647059,0.4764705882352941,0.025488674806180146,0.014054434261855455,0.0020319252938456977,-0.009267743234513431,-2.312757201645,0.6951269695222649,,,,,
EQUAL_HOLD,DELAY_5,JAN_JUN,mfe_atr,340,-0.06518555493401472,-0.05573832760849999,0.45294117647058824,0.5441176470588235,-0.07494488694400736,-0.08101666922887021,-0.10535346873856677,-0.1243805175808806,-11.849001550104,1.1506215982437986,,,,,
EQUAL_HOLD,DELAY_5,JAN_JUN,stop_r,340,-0.03224229017431765,-0.026709997703999955,0.45294117647058824,0.5441176470588235,-0.04051152278213603,-0.047270277019764016,-0.07316788390306825,-0.08941712347894627,-12.855439044406,1.18115006647512,,,,,
EQUAL_HOLD,DELAY_5,JAN_JUN,entry_improvement_price,340,-0.7235588235294117,-0.19,0.4823529411764706,0.5176470588235295,-0.2519485294117536,-0.796755162241888,-0.9116023738872403,-1.0107164179104478,-99.0,8.27385400879007,,,,,
EQUAL_HOLD,DELAY_5,JAN_JUN,entry_improvement_points,340,-72.35588235294205,-19.000000000005002,0.4823529411764706,0.5176470588235295,-25.194852941176396,-79.6755162241897,-91.16023738872512,-101.0716417910459,-9900.0,827.3854008790072,,,,,
EQUAL_HOLD,DELAY_5,JAN_JUN,entry_improvement_bps,340,-1.5204868865086854,-0.3823092603735,0.4823529411764706,0.5176470588235295,-0.5584157189927352,-1.6652402447939618,-1.903949025601626,-2.1062700329466297,-196.03494570426,16.88789172618878,,,,,
EQUAL_HOLD,DELAY_1,JUL_AUG,gross_executable_bps,88,0.6846929425125908,1.0649195001689997,0.5909090909090909,0.4090909090909091,0.6581584047724026,0.5027105586426437,0.15511960889556464,-0.11096536854806031,-21.583500366522,5.859871956815033,31,-0.5587500729004761,2.034181890725434,-0.8054925783720165,2.3373628967806144
EQUAL_HOLD,DELAY_1,JUL_AUG,mae_bps,88,-0.7936336773765227,-0.5738767129475002,0.4659090909090909,0.5340909090909091,-0.7320606165952084,-0.9386054226457128,-1.1845937687766708,-1.3482732382622409,-13.40915492169,4.082237571258053,,,,,
EQUAL_HOLD,DELAY_1,JUL_AUG,mfe_bps,88,0.8993218158450113,0.17919723172700008,0.5113636363636364,0.4659090909090909,0.6821871229245554,0.5548713261554942,0.3457503035337646,0.1855130182531686,-12.940143361006,4.809058780366544,,,,,
EQUAL_HOLD,DELAY_1,JUL_AUG,mae_atr,88,-0.0736793357189091,-0.057937224631000005,0.4659090909090909,0.5340909090909091,-0.059338986256402784,-0.0908413723944023,-0.11067677008649411,-0.12459053071442168,-2.049797023004,0.4302247642108563,,,,,
EQUAL_HOLD,DELAY_1,JUL_AUG,mfe_atr,88,0.09932610510132954,0.022176278398000016,0.5113636363636364,0.4659090909090909,0.07063896171405554,0.07199239669113791,0.04511482526287058,0.030829668707987944,-0.9703151562710001,0.44067595792014025,,,,,
EQUAL_HOLD,DELAY_1,JUL_AUG,stop_r,88,0.03822029063509091,0.029324834224000007,0.5568181818181818,0.42045454545454547,0.0284568590527361,0.012424710941804593,-0.011909873281152944,-0.03101732386114458,-2.3228978684449997,0.5009562329291883,,,,,
EQUAL_HOLD,DELAY_1,JUL_AUG,entry_improvement_price,88,0.2781818181817841,0.135,0.5227272727272727,0.4772727272727273,0.24111111111106945,0.2221839080459425,0.1275294117646706,0.05012048192767471,-5.3,1.647191650773623,,,,,
EQUAL_HOLD,DELAY_1,JUL_AUG,entry_improvement_points,88,27.81818181817977,13.499999999999002,0.5227272727272727,0.4772727272727273,24.111111111109373,22.21839080459553,12.752941176468084,5.012048192768169,-530.000000000018,164.71916507736663,,,,,
EQUAL_HOLD,DELAY_1,JUL_AUG,entry_improvement_bps,88,0.697217673697284,0.3325163825945,0.5227272727272727,0.4772727272727273,0.5854764603890417,0.5585435543443679,0.32490504727198827,0.14024079793063857,-12.955045990414,3.972299905614467,,,,,
