view,arm,partition,extra_cost_bps,n,mean,median,positive_rate,negative_rate,trim10,exbest1,extop3,extop5,worst1,stddev,ci95_low,ci95_high
COMMON_DEADLINE,CONTROL,ALL,0,430,2.295941372818686,1.025898833142,0.5372093023255814,0.4627906976744186,0.7726202914473604,1.7690526394889046,1.1687342808910657,0.8258132384818189,-77.807941478057,20.782346143695314,0.16133431317980354,4.753477948958858
COMMON_DEADLINE,CONTROL,ALL,0.5,430,1.795941372818686,0.525898833142,0.5209302325581395,0.4790697674418605,0.27262029144736044,1.2690526394889046,0.6687342808910657,0.3258132384818188,-78.307941478057,20.782346143695314,-0.3386656868201965,4.253477948958858
COMMON_DEADLINE,CONTROL,ALL,1,430,1.295941372818686,0.025898833142000033,0.5023255813953489,0.49767441860465117,-0.22737970855263956,0.7690526394889046,0.1687342808910656,-0.17418676151818116,-78.807941478057,20.782346143695314,-0.8386656868201965,3.7534779489588583
COMMON_DEADLINE,CONTROL,ALL,1.5,430,0.7959413728186862,-0.47410116685799997,0.4744186046511628,0.5255813953488372,-0.7273797085526396,0.2690526394889045,-0.3312657191089344,-0.6741867615181811,-79.307941478057,20.782346143695314,-1.3386656868201965,3.2534779489588583
COMMON_DEADLINE,CONTROL,ALL,2,430,0.2959413728186861,-0.974101166858,0.4558139534883721,0.5441860465116279,-1.2273797085526394,-0.23094736051109552,-0.8312657191089343,-1.1741867615181811,-79.807941478057,20.782346143695314,-1.8386656868201965,2.7534779489588583
COMMON_DEADLINE,DELAY_1,ALL,0,430,1.7480140886328839,0.476918488051,0.5162790697674419,0.4790697674418605,0.6080805518630552,1.2922884082934987,0.7865338091733793,0.5305969140594047,-71.002595118351,18.842875981068193,-0.22235153293109933,4.01476972852452
COMMON_DEADLINE,DELAY_1,ALL,0.5,430,1.2480140886328837,-0.023081511949000016,0.49767441860465117,0.5023255813953489,0.10808055186305517,0.7922884082934988,0.28653380917337934,0.030596914059404658,-71.502595118351,18.842875981068193,-0.7223515329310993,3.51476972852452
COMMON_DEADLINE,DELAY_1,ALL,1,430,0.7480140886328838,-0.523081511949,0.4790697674418605,0.5209302325581395,-0.39191944813694485,0.29228840829349884,-0.21346619082662063,-0.4694030859405954,-72.002595118351,18.842875981068193,-1.2223515329310994,3.01476972852452
COMMON_DEADLINE,DELAY_1,ALL,1.5,430,0.2480140886328837,-1.023081511949,0.45348837209302323,0.5465116279069767,-0.8919194481369448,-0.2077115917065012,-0.7134661908266207,-0.9694030859405953,-72.502595118351,18.842875981068193,-1.7223515329310994,2.51476972852452
COMMON_DEADLINE,DELAY_1,ALL,2,430,-0.2519859113671163,-1.523081511949,0.4325581395348837,0.5674418604651162,-1.3919194481369448,-0.7077115917065012,-1.2134661908266204,-1.4694030859405953,-73.002595118351,18.842875981068193,-2.2223515329310994,2.01476972852452
COMMON_DEADLINE,DELAY_3,ALL,0,430,1.4691274571257582,7.630804049999981e-05,0.5,0.5,0.5024596423078547,1.0881120825376922,0.5912226872944825,0.32671753691672234,-58.960501766887,16.46998555523497,-0.1818516882257506,3.296222353592569
COMMON_DEADLINE,DELAY_3,ALL,0.5,430,0.9691274571257581,-0.4999236919595,0.46744186046511627,0.5325581395348837,0.0024596423078546165,0.5881120825376923,0.09122268729448241,-0.1732824630832777,-59.460501766887,16.46998555523497,-0.6818516882257506,2.796222353592569
COMMON_DEADLINE,DELAY_3,ALL,1,430,0.46912745712575815,-0.9999236919595,0.4441860465116279,0.5558139534883721,-0.49754035769214533,0.08811208253769229,-0.4087773127055176,-0.6732824630832777,-59.960501766887,16.46998555523497,-1.1818516882257506,2.296222353592569
COMMON_DEADLINE,DELAY_3,ALL,1.5,430,-0.030872542874241862,-1.4999236919595,0.41627906976744183,0.5837209302325581,-0.9975403576921454,-0.41188791746230774,-0.9087773127055176,-1.1732824630832777,-60.460501766887,16.46998555523497,-1.6818516882257506,1.7962223535925692
COMMON_DEADLINE,DELAY_3,ALL,2,430,-0.5308725428742419,-1.9999236919595,0.39767441860465114,0.6023255813953489,-1.4975403576921453,-0.9118879174623077,-1.4087773127055176,-1.6732824630832779,-60.960501766887,16.46998555523497,-2.1818516882257506,1.2962223535925692
COMMON_DEADLINE,DELAY_5,ALL,0,430,1.059055683856963,-0.0988143506115,0.4930232558139535,0.5046511627906977,0.36214081221888955,0.7092677712144428,0.4564089321231757,0.22113249286955766,-58.233144686225,13.45533223862584,-0.39755377834572136,2.639786556358438
COMMON_DEADLINE,DELAY_5,ALL,0.5,430,0.5590556838569628,-0.5988143506115,0.4627906976744186,0.5372093023255814,-0.13785918778111045,0.2092677712144429,-0.04359106787682436,-0.27886750713044234,-58.733144686225,13.45533223862584,-0.8975537783457214,2.139786556358438
COMMON_DEADLINE,DELAY_5,ALL,1,430,0.05905568385696278,-1.0988143506115,0.4325581395348837,0.5674418604651162,-0.6378591877811105,-0.2907322287855571,-0.5435910678768243,-0.7788675071304423,-59.233144686225,13.45533223862584,-1.3975537783457215,1.639786556358438
COMMON_DEADLINE,DELAY_5,ALL,1.5,430,-0.44094431614303725,-1.5988143506115,0.4,0.6,-1.1378591877811104,-0.7907322287855572,-1.0435910678768243,-1.2788675071304423,-59.733144686225,13.45533223862584,-1.8975537783457215,1.139786556358438
COMMON_DEADLINE,DELAY_5,ALL,2,430,-0.9409443161430372,-2.0988143506115,0.38372093023255816,0.6162790697674418,-1.6378591877811106,-1.290732228785557,-1.5435910678768243,-1.7788675071304423,-60.233144686225,13.45533223862584,-2.3975537783457215,0.639786556358438
COMMON_DEADLINE,CONTROL,JAN_JUN,0,342,2.681733414115117,0.989272362356,0.5292397660818714,0.47076023391812866,0.8174006252905621,2.02000474972456,1.2653320804006492,0.8334381711279168,-77.807941478057,22.734371731395797,0.0908639277940203,5.700568972810111
COMMON_DEADLINE,CONTROL,JAN_JUN,0.5,342,2.181733414115117,0.489272362356,0.5175438596491229,0.4824561403508772,0.317400625290562,1.5200047497245601,0.765332080400649,0.3334381711279169,-78.307941478057,22.734371731395797,-0.4091360722059797,5.200568972810111
COMMON_DEADLINE,CONTROL,JAN_JUN,1,342,1.681733414115117,-0.010727637643999977,0.5,0.5,-0.18259937470943796,1.0200047497245601,0.265332080400649,-0.16656182887208307,-78.807941478057,22.734371731395797,-0.9091360722059797,4.700568972810111
COMMON_DEADLINE,CONTROL,JAN_JUN,1.5,342,1.181733414115117,-0.510727637644,0.47368421052631576,0.5263157894736842,-0.6825993747094379,0.5200047497245602,-0.234667919599351,-0.666561828872083,-79.307941478057,22.734371731395797,-1.4091360722059796,4.200568972810111
COMMON_DEADLINE,CONTROL,JAN_JUN,2,342,0.681733414115117,-1.010727637644,0.4590643274853801,0.5409356725146199,-1.182599374709438,0.020004749724560175,-0.734667919599351,-1.1665618288720832,-79.807941478057,22.734371731395797,-1.9091360722059796,3.700568972810111
COMMON_DEADLINE,DELAY_1,JAN_JUN,0,342,1.8134736779683656,0.223483371752,0.5058479532163743,0.48830409356725146,0.3399916320230291,1.2403333340497127,0.6029848857524306,0.2791264932590148,-71.002595118351,20.599023851082993,-0.617139549883814,4.5881027129973955
COMMON_DEADLINE,DELAY_1,JAN_JUN,0.5,342,1.3134736779683653,-0.276516628248,0.49122807017543857,0.5087719298245614,-0.16000836797697088,0.7403333340497126,0.10298488575243063,-0.22087350674098524,-71.502595118351,20.599023851082993,-1.117139549883814,4.0881027129973955
COMMON_DEADLINE,DELAY_1,JAN_JUN,1,342,0.8134736779683654,-0.776516628248,0.4678362573099415,0.5321637426900585,-0.6600083679769709,0.24033333404971255,-0.3970151142475694,-0.7208735067409853,-72.002595118351,20.599023851082993,-1.617139549883814,3.5881027129973955
COMMON_DEADLINE,DELAY_1,JAN_JUN,1.5,342,0.31347367796836545,-1.276516628248,0.43859649122807015,0.5614035087719298,-1.160008367976971,-0.2596666659502874,-0.8970151142475693,-1.2208735067409853,-72.502595118351,20.599023851082993,-2.117139549883814,3.0881027129973955
COMMON_DEADLINE,DELAY_1,JAN_JUN,2,342,-0.18652632203163452,-1.776516628248,0.41812865497076024,0.5818713450292398,-1.660008367976971,-0.7596666659502874,-1.3970151142475693,-1.720873506740985,-73.002595118351,20.599023851082993,-2.617139549883814,2.5881027129973955
COMMON_DEADLINE,DELAY_3,JAN_JUN,0,342,1.4372184295809123,-0.4614547887605,0.47953216374269003,0.52046783625731,0.24864051955824812,0.9577829318512199,0.3311385953608849,-0.0039796749489525544,-58.960501766887,18.02848276245524,-0.5603609836052704,3.638005277331306
COMMON_DEADLINE,DELAY_3,JAN_JUN,0.5,342,0.9372184295809123,-0.9614547887605001,0.4502923976608187,0.5497076023391813,-0.2513594804417519,0.4577829318512199,-0.1688614046391151,-0.5039796749489526,-59.460501766887,18.02848276245524,-1.0603609836052703,3.138005277331306
COMMON_DEADLINE,DELAY_3,JAN_JUN,1,342,0.4372184295809122,-1.4614547887604998,0.4239766081871345,0.5760233918128655,-0.7513594804417518,-0.042217068148780096,-0.6688614046391151,-1.0039796749489527,-59.960501766887,18.02848276245524,-1.5603609836052703,2.638005277331306
COMMON_DEADLINE,DELAY_3,JAN_JUN,1.5,342,-0.06278157041908772,-1.9614547887604998,0.40058479532163743,0.5994152046783626,-1.2513594804417518,-0.5422170681487801,-1.168861404639115,-1.5039796749489527,-60.460501766887,18.02848276245524,-2.0603609836052703,2.138005277331306
COMMON_DEADLINE,DELAY_3,JAN_JUN,2,342,-0.5627815704190877,-2.4614547887605003,0.3888888888888889,0.6111111111111112,-1.7513594804417518,-1.0422170681487801,-1.6688614046391153,-2.0039796749489525,-60.960501766887,18.02848276245524,-2.5603609836052703,1.638005277331306
COMMON_DEADLINE,DELAY_5,JAN_JUN,0,342,1.167743331088728,-0.16432420509950002,0.49122807017543857,0.5058479532163743,0.39134125788031027,0.728006302125651,0.40961914215471085,0.11262784760656676,-58.233144686225,14.607980854154041,-0.6090599110233055,3.1052215146671585
COMMON_DEADLINE,DELAY_5,JAN_JUN,0.5,342,0.6677433310887281,-0.6643242050995,0.4678362573099415,0.5321637426900585,-0.10865874211968977,0.228006302125651,-0.0903808578452891,-0.3873721523934332,-58.733144686225,14.607980854154041,-1.1090599110233055,2.6052215146671585
COMMON_DEADLINE,DELAY_5,JAN_JUN,1,342,0.16774333108872805,-1.1643242050995,0.43859649122807015,0.5614035087719298,-0.6086587421196897,-0.27199369787434896,-0.590380857845289,-0.8873721523934333,-59.233144686225,14.607980854154041,-1.6090599110233055,2.1052215146671585
COMMON_DEADLINE,DELAY_5,JAN_JUN,1.5,342,-0.3322566689112719,-1.6643242050995,0.40058479532163743,0.5994152046783626,-1.1086587421196898,-0.7719936978743489,-1.0903808578452892,-1.3873721523934333,-59.733144686225,14.607980854154041,-2.1090599110233055,1.6052215146671585
COMMON_DEADLINE,DELAY_5,JAN_JUN,2,342,-0.8322566689112719,-2.1643242050995,0.3830409356725146,0.6169590643274854,-1.6086587421196898,-1.271993697874349,-1.5903808578452892,-1.8873721523934333,-60.233144686225,14.607980854154041,-2.6090599110233055,1.1052215146671585
COMMON_DEADLINE,CONTROL,JUL_AUG,0,88,0.7966132123257386,1.1776623433164999,0.5681818181818182,0.4318181818181818,0.5994617886303472,0.5297290463008621,0.031477082753905906,-0.47947976348493976,-26.807740677642,10.053018143678432,-1.42036717369316,3.411811787752025
COMMON_DEADLINE,CONTROL,JUL_AUG,0.5,88,0.2966132123257387,0.6776623433165,0.5340909090909091,0.4659090909090909,0.09946178863034723,0.02972904630086209,-0.4685229172460941,-0.9794797634849397,-27.307740677642,10.053018143678432,-1.92036717369316,2.911811787752025
COMMON_DEADLINE,CONTROL,JUL_AUG,1,88,-0.20338678767426133,0.1776623433165,0.5113636363636364,0.48863636363636365,-0.40053821136965273,-0.4702709536991379,-0.9685229172460941,-1.4794797634849397,-27.807740677642,10.053018143678432,-2.42036717369316,2.411811787752025
COMMON_DEADLINE,CONTROL,JUL_AUG,1.5,88,-0.7033867876742613,-0.3223376566835,0.4772727272727273,0.5227272727272727,-0.9005382113696528,-0.970270953699138,-1.468522917246094,-1.9794797634849395,-28.307740677642,10.053018143678432,-2.92036717369316,1.911811787752025
COMMON_DEADLINE,CONTROL,JUL_AUG,2,88,-1.2033867876742614,-0.8223376566835,0.4431818181818182,0.5568181818181818,-1.4005382113696527,-1.470270953699138,-1.9685229172460943,-2.4794797634849397,-28.807740677642,10.053018143678432,-3.42036717369316,1.411811787752025
COMMON_DEADLINE,DELAY_1,JUL_AUG,0,88,1.4936143209881705,1.7221442942965,0.5568181818181818,0.4431818181818182,1.5956006650665555,1.2502103936564828,0.798952314517153,0.3837507136993735,-25.115551099264,9.357490339600377,-0.5012734461507802,3.8619334169037445
